TCGA.S9.A6U1	TCGA.HT.7483	TCGA.VW.A7QS	TCGA.HT.A5RA	TCGA.DH.A66G	TCGA.P5.A5EX	TCGA.DH.A7UR	TCGA.HT.7604	TCGA.IK.8125	TCGA.HT.A61C	TCGA.HT.A74K	TCGA.DB.A4XD	TCGA.HT.7477	TCGA.S9.A6TX	TCGA.DB.A75K	TCGA.HT.A619	TCGA.FN.7833	TCGA.HT.8114
ENSG00000168994	2539	1924	2146	3321	2302	3512	614	1646	3436	9241	3285	2923	5444	4683	4823	1510	3000	3883
ENSG00000168995	69	21	33	74	41	101	9	48	40	268	60	31	37	60	126	12	225	165
ENSG00000169006	934	1013	0	739	1742	322	709	5568	6101	334	719	1648	502	590	269	8	1078	421
ENSG00000169016	877	969	934	1038	700	831	1050	1070	1072	1296	409	702	688	606	790	978	942	1527
ENSG00000169018	6481	8238	5993	5702	5816	2724	4917	7835	8514	4471	2140	5624	7079	4686	3605	3179	5421	10241
ENSG00000169019	481	593	750	636	393	529	458	475	858	375	353	403	713	590	645	553	661	903
ENSG00000169020	3631	3198	4409	2654	1891	2512	4929	3390	4259	5292	8713	2064	3776	5170	5221	1241	3146	5714
ENSG00000169021	3333	4004	2587	3092	2246	1471	2317	3321	3121	4393	2676	2171	3484	1969	2017	1608	3198	5900
ENSG00000169026	116	66	64	507	101	232	200	45	106	139	134	42	123	128	283	68	181	186
ENSG00000169031	87	252	461	199	310	74	177	233	316	68	68	114	76	326	316	206	194	486
ENSG00000169032	3667	4644	4975	3745	5553	2842	3485	4581	7416	4512	1445	2821	3427	3105	3347	1476	4171	7538
ENSG00000169035	9	10	52	4	19	10	52	1	166	11	0	1	70	0	9	0	2	40
ENSG00000169040	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3
ENSG00000169045	17251	14242	12351	16718	11244	5799	17088	17188	15253	20091	6082	12583	20084	12927	14422	14727	15240	21313
ENSG00000169047	612	940	1231	886	1485	1036	1648	1746	1790	669	318	580	1200	1253	1751	1475	1207	2426
ENSG00000169057	5964	5518	5160	4256	4949	3815	4895	7502	7177	4041	2033	5546	4237	4571	5391	3928	6051	11290
ENSG00000169059	1	0	1	1	0	0	1	2	0	1	0	0	1	0	3	1	0	2
ENSG00000169062	3491	2578	3738	2446	2162	1902	4027	7858	4081	2567	1479	2576	3157	3684	4416	3805	3309	5152
ENSG00000169064	73	65	62	188	90	157	64	21	169	121	23	28	43	20	16	28	149	175
ENSG00000169067	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
ENSG00000169071	19	25	17	686	55	145	14	24	36	110	16	4	32	9	17	2	25	35
ENSG00000169075	5	1	3	0	2	2	1	1	1	0	0	2	0	1	2	1	0	2
ENSG00000169083	1534	752	36	3298	1026	1228	117	3831	281	274	113	1895	1296	134	179	40	4237	7435
ENSG00000169084	814	1255	634	2217	688	1218	816	1547	1306	2513	571	788	1169	1065	938	613	1477	1361
ENSG00000169085	2487	4872	11840	1667	5465	6051	3612	4266	18932	7334	3105	4470	11310	13366	5403	6222	3174	10937
ENSG00000169087	633	412	616	455	402	536	407	656	534	645	347	507	1474	431	377	481	743	1284
ENSG00000169093	3160	4249	2269	3377	2748	3045	2550	3394	5022	1277	3749	2801	2150	4193	3150	2256	3076	5214
ENSG00000169100	12328	15701	18808	16081	11031	13570	22260	19531	45221	25352	23810	19021	13393	23517	20777	19223	11261	26288
ENSG00000169105	1620	1054	1008	2560	754	1247	1943	1369	1029	2705	782	843	2509	1230	1736	840	1227	2103
ENSG00000169116	548	5375	1090	194	3035	1654	1101	710	2409	510	562	521	774	1111	1362	544	1038	3680
ENSG00000169118	875	942	1063	1105	978	663	622	1058	1126	1093	235	680	5505	589	707	439	1070	1754
ENSG00000169122	6922	5312	6213	1335	4312	2185	10441	12563	5872	1999	5502	8030	12635	6372	7326	17266	6945	6505
ENSG00000169126	59	43	14	116	40	122	54	70	80	26	7	45	19	16	27	11	106	112
ENSG00000169129	2224	1390	259	1764	1276	986	2183	972	4803	863	2596	1429	8980	5263	749	9761	1860	3509
ENSG00000169131	621	819	880	821	392	446	672	810	714	919	310	570	863	542	512	764	542	760
ENSG00000169136	753	1414	2923	6866	951	1453	1409	623	1234	2481	1379	583	1779	1026	1464	745	1339	1098
ENSG00000169139	3441	4476	5039	3880	3393	2772	4034	4373	5624	5000	2574	2816	4243	2908	2544	3819	3432	5958
ENSG00000169154	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169155	1559	2485	2346	1388	1596	649	1517	1611	1923	1094	441	1284	1709	1387	1215	1480	1328	2240
ENSG00000169164	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169169	4257	4543	2342	6703	3287	930	3152	4398	2846	4113	2606	2744	7138	3067	3431	2489	2984	5224
ENSG00000169174	6	8	15	10	15	0	4	3	5	6	0	2	7	5	0	0	0	20
ENSG00000169180	8281	7328	9888	7194	6356	5886	7723	8673	8851	9847	6644	6152	7906	6895	7456	7617	7656	10611
ENSG00000169181	972	874	1099	3058	937	132	2922	1664	731	358	143	1661	622	239	715	60	2018	3234
ENSG00000169184	2463	2682	1621	310	2278	861	5889	5423	2884	1273	1406	2196	437	2987	3468	1799	1108	3630
ENSG00000169188	1010	1039	1218	1077	658	908	1167	1103	1069	1701	920	716	1828	947	1271	862	1114	1623
ENSG00000169189	2968	3749	3802	3006	1462	2716	4183	3809	3935	4297	6482	2011	2673	3316	3230	2864	2628	5019
ENSG00000169193	420	650	460	540	452	317	292	498	600	345	115	463	248	327	285	819	557	867
ENSG00000169194	9	8	7	15	5	6	3	5	5	1	5	8	27	9	17	6	16	17
ENSG00000169203	19	5	18	3	3	2	28	10	139	0	1	17	14	17	14	13	5	14
ENSG00000169208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169213	342	877	0	256	675	96	112	171	714	381	32	175	899	66	175	19	101	418
ENSG00000169214	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000169217	7290	7217	6487	6859	4808	4565	7258	8114	7438	8060	9063	5452	4692	8290	9433	5697	7025	11607
ENSG00000169218	5	4	3	0	6	1	5	1	8	0	2	3	3	3	2	2	9	8
ENSG00000169220	37	70	32	266	446	299	250	67	351	915	100	40	99	31	169	196	181	384
ENSG00000169221	5798	4054	5572	4900	3796	2991	7037	4853	5235	7764	6436	3771	4278	7375	9502	5476	4512	6503
ENSG00000169223	4045	3860	4596	10441	2350	8653	5408	4235	4288	10295	8038	2500	4765	5397	6728	4490	4482	6685
ENSG00000169224	7	13	0	1	1	55	4	10	3	13	0	0	6	1	0	0	2	9
ENSG00000169228	663	351	1554	438	341	541	1285	466	648	987	826	476	871	982	1007	1274	438	778
ENSG00000169230	1274	1438	2056	1812	989	1493	1831	1968	1731	2771	2081	955	1623	1291	1903	1680	1678	2584
ENSG00000169231	1089	782	1546	1733	1082	647	933	810	1132	996	518	826	2410	1177	2601	1382	1248	2148
ENSG00000169239	500	728	647	1490	485	393	979	463	677	344	180	300	361	382	351	528	344	524
ENSG00000169241	585	587	632	551	428	836	741	633	806	602	582	278	955	564	809	593	762	989
ENSG00000169242	841	1162	895	885	1267	1424	1477	1130	1503	1187	1638	811	2578	1047	1760	502	1289	1711
ENSG00000169245	15	59	15	5606	29	371	44	38	33	2256	8	8	208	5	144	49	1172	564
ENSG00000169246	106	39	146	56	78	37	215	62	75	28	4	40	116	134	107	51	66	91
ENSG00000169247	802	103	37	350	44	32	256	158	208	220	207	331	180	747	475	39	175	56
ENSG00000169248	9	36	0	963	26	61	42	5	23	1780	4	3	39	7	40	50	68	48
ENSG00000169249	735	814	591	570	639	601	949	545	787	861	754	602	496	1171	900	450	885	1191
ENSG00000169251	3370	5193	4584	1773	3759	2379	1448	3810	4396	2057	1019	2954	2395	2129	1786	2595	3396	6584
ENSG00000169252	481	340	36	249	206	184	84	317	321	128	42	176	134	124	133	10	479	320
ENSG00000169253	7	1	4	2	0	1	4	0	1	4	11	2	1	7	2	3	1	6
ENSG00000169255	768	2254	2099	1212	1760	1040	522	775	2695	2762	773	1251	1040	999	870	420	1224	1243
ENSG00000169258	2053	2201	4657	520	2799	874	4529	1929	6384	3619	4334	827	772	5407	7990	3890	1186	2382
ENSG00000169271	4	47	2	2	115	0	20	3	75	4	9	2	13	1	91	1	6	23
ENSG00000169282	300	990	4562	431	1152	661	674	485	2553	245	318	327	347	1367	1561	775	317	916
ENSG00000169288	831	1049	1001	950	436	899	1108	1225	1282	1059	951	659	908	975	897	1020	864	1550
ENSG00000169291	193	635	109	114	211	356	633	192	630	68	91	90	400	331	240	265	356	605
ENSG00000169297	41	114	1	0	85	192	5	99	134	150	104	41	105	144	138	80	31	141
ENSG00000169299	819	1111	835	2637	966	926	1023	1288	1427	1834	437	638	3223	798	708	870	1321	1932
ENSG00000169302	643	1121	2607	1482	911	6152	3933	4273	4489	866	1442	1851	2036	2834	2221	3392	1968	3599
ENSG00000169306	207	345	61	1	208	19	72	221	314	29	48	127	59	216	256	102	91	203
ENSG00000169313	5648	5789	164	798	1733	645	591	6741	5186	941	200	2004	1596	1227	942	16	4164	8473
ENSG00000169314	2	2	24	9	2	5	5	1	4	9	5	2	0	10	3	4	1	4
ENSG00000169325	3	0	0	0	0	0	1	0	2	1	0	2	0	3	0	0	0	0
ENSG00000169327	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000169330	111	203	106	284	153	54	73	178	241	147	26	88	191	75	52	95	95	268
ENSG00000169340	0	0	1	0	0	0	0	2	0	0	0	3	1	0	1	0	0	10
ENSG00000169344	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
ENSG00000169347	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	6
ENSG00000169359	1808	1542	1689	5984	1849	2677	1889	1871	2166	1703	853	1595	1125	1573	1193	1710	1688	3340
ENSG00000169371	604	1045	682	1471	567	938	934	992	751	1098	336	481	710	827	990	378	902	1241
ENSG00000169372	478	638	637	680	448	481	803	788	899	767	556	530	611	720	895	801	866	1384
ENSG00000169375	4059	4568	3836	4613	4378	3259	5087	6665	5575	2975	1345	3238	4782	4132	5685	2424	5713	7706
ENSG00000169379	727	806	708	1232	858	800	507	415	824	669	220	613	892	578	480	691	728	1276
ENSG00000169385	25	35	43	173	208	296	13	37	29	140	52	12	43	9	219	1	1451	481
ENSG00000169393	9	0	5	23	0	7	5	0	5	0	74	19	0	1	9	3	1	53
ENSG00000169397	2	15	6	17	56	43	1	12	17	28	8	6	6	4	45	2	282	180
ENSG00000169398	11229	10443	7350	6248	8796	4441	5451	15639	10982	7055	3942	10184	23408	11089	7934	6269	9422	15906
ENSG00000169402	9	4	3	1	1	5	5	0	3	2	8	8	4	5	6	6	4	5
ENSG00000169403	1082	1124	75	752	380	1538	191	1317	976	1448	410	779	934	431	807	63	2141	4190
ENSG00000169410	1571	2304	2465	3997	2376	3478	3119	1664	4265	3327	1511	1355	2343	2642	3802	1725	1583	3497
ENSG00000169413	472	296	226	605	460	896	101	579	358	1004	465	403	344	259	313	84	1806	4955
ENSG00000169418	104	293	231	270	72	200	515	66	211	383	581	47	106	246	377	256	111	124
ENSG00000169427	19	201	5	12	553	11	125	18	331	853	4	5	85	7	40	7	8	87
ENSG00000169429	97	624	240	304	80	1017	5	30	7	1088	62	24	23	10	178	10	44	305
ENSG00000169432	26	42	47	109	109	360	33	17	109	56	6	10	25	8	3	11	26	72
ENSG00000169435	0	0	0	0	5	29	0	0	1	1	0	0	0	2	2	1	0	3
ENSG00000169436	109	43	38	634	90	385	84	1668	191	1124	266	350	4035	2918	2520	14	1977	64
ENSG00000169439	1609	4152	1033	13102	3144	5285	1125	4082	4165	3858	994	1520	1856	1071	921	311	2014	2826
ENSG00000169442	15	46	9	85	42	382	66	13	102	132	36	4	25	12	52	28	25	121
ENSG00000169446	2178	2829	2147	2379	1907	2813	2540	3479	3608	2205	1521	2304	1617	1980	1688	3494	2142	5030
ENSG00000169469	0	0	227	0	31	0	0	0	0	0	0	0	1	0	1	0	21	0
ENSG00000169474	0	6	140	1	22	0	1	0	6	0	1	0	1	0	0	0	2	0
ENSG00000169484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169490	2038	2801	3383	3271	2482	4469	2664	7472	3366	3132	2621	1577	2311	2388	2882	2551	3366	5300
ENSG00000169495	0	1	2	7	3	12	1	1	3	7	5	1	4	1	7	0	11	3
ENSG00000169499	2634	2611	2361	2714	2308	3372	1388	8140	2978	2704	792	2769	5752	2024	1861	1770	3152	5431
ENSG00000169504	16792	23800	15794	25549	22318	14540	8451	25240	12699	10300	4296	15230	30595	8871	7749	8044	16431	34736
ENSG00000169507	86	250	117	445	113	130	976	58	249	396	266	79	247	176	111	318	86	273
ENSG00000169508	433	252	122	176	1120	395	34	254	211	309	39	255	128	75	253	34	1888	1701
ENSG00000169509	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169515	39	106	43	2202	122	143	366	58	142	380	113	35	127	83	110	72	32	114
ENSG00000169519	568	706	573	486	358	373	476	610	799	367	284	415	333	532	417	579	556	988
ENSG00000169548	0	0	0	0	0	2	2	0	0	0	1	1	0	0	0	0	0	0
ENSG00000169550	0	1	1	0	3	1	0	0	1	0	0	0	0	1	0	0	1	0
ENSG00000169551	1	3	9	4	1	0	1	1	6	2	0	4	6	2	3	5	1	6
ENSG00000169554	12651	12227	8600	5064	8909	8300	6203	19141	17252	5760	5923	11682	10724	12726	9910	23707	11886	21370
ENSG00000169562	2114	66	0	1	26	22	531	326	299	2221	4027	692	337	2600	1972	2	429	15
ENSG00000169564	7389	7482	9700	8272	5297	7335	7604	6969	7963	6961	4057	4616	6126	9830	9634	5163	6968	10881
ENSG00000169567	6777	8425	8019	7734	4095	6359	9196	9764	9321	10785	7229	4763	6060	5610	5459	5802	7124	14752
ENSG00000169570	448	452	745	434	420	326	328	507	605	121	78	375	225	280	162	317	304	672
ENSG00000169575	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	2
ENSG00000169583	9	12	22	12	4	16	17	1	7	13	18	1	17	9	28	7	4	31
ENSG00000169592	1957	1970	2796	2480	1491	2124	2556	2363	2383	3129	3141	1538	2161	4238	4118	1908	2058	3613
ENSG00000169594	0	1	19	1	9	25	7	2	3	29	3	1	5	1	5	9	2	0
ENSG00000169598	468	385	268	302	293	130	379	483	310	306	163	412	434	259	263	363	346	749
ENSG00000169599	1279	1537	1795	1489	889	1968	2107	1655	2181	1756	1877	871	1155	1776	1438	1731	1424	2227
ENSG00000169604	20967	22825	7661	13843	10871	15984	9918	18294	14715	6424	3252	16225	16409	11249	7408	12597	16002	33836
ENSG00000169605	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
ENSG00000169607	346	401	91	1032	163	24	564	675	303	1849	96	79	1815	171	97	104	431	240
ENSG00000169609	1705	1182	1429	1250	1135	1261	1435	1296	1475	1072	698	886	1161	1281	1240	617	1609	2113
ENSG00000169612	340	425	456	482	348	318	436	506	451	417	151	285	288	396	450	278	441	666
ENSG00000169618	6	0	6	15	2	0	3	12	5	1	0	2	4	3	3	1	3	14
ENSG00000169621	91	76	110	148	63	158	67	111	139	102	31	58	54	63	82	82	50	127
ENSG00000169627	13	15	33	14	9	12	20	21	15	23	24	8	12	23	20	8	8	19
ENSG00000169629	103	30	17	30	25	37	72	48	68	22	0	61	19	98	21	21	78	118
ENSG00000169635	910	499	584	376	401	267	1009	620	598	647	267	605	572	590	904	700	476	686
ENSG00000169641	1440	2582	912	1456	4027	1186	1708	1755	2362	1052	352	1277	2250	822	990	686	1924	3606
ENSG00000169660	2048	856	1875	1001	961	794	3771	1453	1399	2068	2395	1166	1788	2347	5905	2013	1613	2134
ENSG00000169662	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	5	1	6
ENSG00000169668	2	4	4	0	6	5	4	6	8	1	14	10	1	5	23	6	14	7
ENSG00000169676	1	10	2	0	28	3	23	1	70	7	0	2	9	1	2	0	4	15
ENSG00000169679	571	633	139	1841	184	68	918	1062	459	2058	187	156	3056	351	162	225	680	444
ENSG00000169682	170	92	304	141	138	102	211	118	188	225	81	155	350	251	307	313	157	202
ENSG00000169683	1022	467	827	762	537	490	2507	1203	873	2112	2093	894	1229	1191	2177	1379	962	1225
ENSG00000169684	37	17	23	40	27	17	20	41	58	69	8	37	55	44	8	8	51	22
ENSG00000169688	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	0
ENSG00000169689	1389	823	1448	1824	802	688	2557	1412	1313	3703	2330	900	1787	1261	2066	1101	1292	1796
ENSG00000169692	639	477	183	1101	418	1317	379	674	246	757	477	296	568	341	443	103	732	787
ENSG00000169696	2488	1589	2672	1747	1319	1524	2847	2007	1895	3996	3637	1567	3573	3025	3919	2143	2135	2680
ENSG00000169704	4	17	1	0	0	9	0	2	2	1	9	2	4	0	4	1	31	11
ENSG00000169710	20738	16213	17028	8193	17895	5651	43290	16689	29135	12579	7301	12351	25668	20503	17408	25518	10502	13179
ENSG00000169714	15926	21075	19746	24110	10292	16944	16618	27172	19492	12661	10744	13152	24091	17286	17582	14112	22791	32593
ENSG00000169715	936	757	120	2916	1288	774	5127	1931	652	838	1544	470	1436	1358	1481	1142	4494	1161
ENSG00000169717	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000169718	2491	1354	3197	2005	1520	1635	3497	2316	2395	4351	2998	1785	4057	2995	4206	2843	2382	3266
ENSG00000169727	8069	5584	6562	6802	4822	5360	8115	7339	7211	12990	9450	5066	8534	7866	10000	6186	6806	10299
ENSG00000169733	2548	1695	2723	2483	1588	2755	2975	2668	2155	4467	3238	1828	2645	2930	3718	2764	2381	3319
ENSG00000169738	3767	3218	4067	2775	1767	2409	5473	3944	3542	3784	6679	2323	4693	4035	5417	3363	3788	4973
ENSG00000169740	1859	2366	2240	1044	1195	1920	3069	2708	3452	1703	3270	1716	2555	2496	2346	2688	2207	3487
ENSG00000169744	563	1124	1336	2125	1515	1315	1336	775	2078	472	362	577	1012	991	1341	660	857	1674
ENSG00000169750	1877	2095	901	535	726	78	2139	2372	1651	2161	3437	1264	1974	1817	1315	2403	1106	1809
ENSG00000169752	15	18	22	11	49	9	35	10	55	15	13	7	24	8	21	2	16	17
ENSG00000169756	3212	4111	3114	8703	2144	2964	1854	2887	3603	3126	1005	2350	2405	1475	1961	1626	3474	5631
ENSG00000169758	82	80	86	45	238	19	127	57	190	75	65	45	117	63	80	70	74	134
ENSG00000169760	3457	5696	3048	1956	2958	2872	2522	6291	5763	1805	1342	3522	1275	3471	3135	5651	3922	8492
ENSG00000169762	4025	3940	4927	3263	2442	5376	5608	8679	5486	2809	2252	3856	4365	3618	4611	2266	4973	8433
ENSG00000169763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169764	2711	3787	3168	6534	3642	3993	3458	2648	4795	6720	1376	1660	3051	2410	2654	1667	2735	5291
ENSG00000169777	0	3	0	0	1	0	0	0	1	2	0	2	3	0	0	0	1	2
ENSG00000169783	9869	6364	11075	3686	8705	395	17687	6319	14058	9188	12381	6034	7224	14482	17266	9926	5188	10999
ENSG00000169789	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000169800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169813	8966	6309	7871	6190	4382	5532	4971	7451	7670	5954	3779	3879	8818	6394	7099	6469	7463	9536
ENSG00000169814	971	1102	383	465	1030	1157	722	1247	1145	743	603	762	514	603	1054	717	1407	2803
ENSG00000169826	1381	1773	3604	888	1347	3123	1421	1436	1818	835	515	1125	2183	1972	1770	1514	1970	3157
ENSG00000169836	28	8	10	0	89	0	15	13	78	10	7	5	11	23	13	8	5	20
ENSG00000169840	101	284	124	13	88	4	890	50	861	2297	1025	4	38	1241	269	1397	65	20
ENSG00000169849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169851	3937	8068	1782	551	5039	951	2118	4896	6587	1797	902	3564	2916	1762	1640	2926	1811	7714
ENSG00000169855	5433	7368	1909	8054	12833	3942	1877	18408	12590	5600	5731	6653	5865	8436	10204	9016	1535	21562
ENSG00000169856	3	2	1	1	4	0	4	9	23	29	0	4	34	10	9	1	9	1
ENSG00000169857	335	354	169	447	309	397	576	411	583	743	398	325	433	318	333	184	291	489
ENSG00000169860	1689	356	785	4562	424	928	429	365	2909	597	541	706	343	1025	915	971	373	326
ENSG00000169862	21497	23254	13659	17964	27023	18386	10016	41348	29158	11675	8548	38004	22746	23529	17662	9609	54460	68875
ENSG00000169871	2023	2301	6574	5625	2893	4512	1549	4354	2510	3781	1684	2140	2730	4099	8324	1905	6984	1501
ENSG00000169876	0	0	1	1	0	0	1	0	5	2	1	0	2	2	0	1	1	0
ENSG00000169877	0	5	1	3	0	7	9	3	1	8	5	1	4	2	2	0	2	4
ENSG00000169884	10	186	60	2	358	17	186	38	339	52	68	3	86	38	52	50	5	66
ENSG00000169885	8	2	10	18	16	2	21	4	13	31	8	2	1	8	22	11	5	9
ENSG00000169891	3638	5408	1449	68	2863	392	1192	4029	4117	352	622	3674	922	1618	2081	2679	3653	3996
ENSG00000169894	0	4	22	31	7	34	41	2	10	45	46	1	15	10	5	68	4	4
ENSG00000169895	3207	3291	3695	4232	5382	2566	2692	2651	3247	2844	1889	2262	1983	2367	2371	2582	2568	4863
ENSG00000169896	1183	764	110	741	906	1387	200	915	686	811	377	713	423	673	875	30	1875	3677
ENSG00000169900	1	2	0	0	27	5	19	4	28	3	1	0	0	13	9	4	0	5
ENSG00000169902	1727	2754	3263	3929	3971	5130	1097	4217	2364	3452	2003	1516	1784	1915	4577	1920	2375	6429
ENSG00000169903	0	0	0	0	0	2	12	0	0	1	0	0	0	0	0	0	1	1
ENSG00000169905	3681	3554	4019	4071	3631	3526	3670	4217	3708	3370	2471	2875	3689	2892	3256	3040	3585	5034
ENSG00000169906	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169908	370	3286	729	2952	1715	1801	2433	435	1026	5092	1272	138	1866	403	1298	1255	1106	1308
ENSG00000169914	934	952	954	599	1082	262	1153	720	843	617	280	654	945	576	649	437	789	1061
ENSG00000169918	1885	1421	1483	718	1351	307	846	1050	2233	324	777	1487	466	1826	1459	441	1093	1712
ENSG00000169919	1665	1414	1898	3863	1058	1506	2360	1501	1808	4275	2565	1099	2026	2393	2676	2634	2464	2902
ENSG00000169925	5582	6028	2891	2720	3655	1626	4254	4752	4992	1966	795	4253	5350	4799	5079	3739	3872	6755
ENSG00000169926	7571	7674	5034	6715	7030	3096	7771	9415	11406	3718	2895	7623	10081	6759	6101	3525	7020	17338
ENSG00000169933	35	573	58	3	1464	32	214	89	1182	53	6	35	163	83	94	25	176	391
ENSG00000169946	455	340	154	102	710	97	6959	12251	795	950	646	1456	1983	1784	2670	368	1299	965
ENSG00000169951	548	501	560	443	370	258	741	487	514	1240	272	464	705	569	573	633	425	706
ENSG00000169953	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000169955	786	796	748	907	653	716	988	1048	807	818	893	614	860	745	1050	814	903	1372
ENSG00000169957	3243	2967	4062	3440	1812	2771	4119	3044	2824	4398	3515	2225	2859	3936	3999	3230	3140	4031
ENSG00000169962	65	73	36	66	63	77	57	94	48	66	42	58	42	52	73	30	59	139
ENSG00000169964	1093	1359	896	408	631	831	674	868	1021	685	1264	546	1072	1612	1309	624	969	2650
ENSG00000169967	3023	3451	2790	2905	3099	2459	2120	4221	3670	2201	969	2789	2688	2118	1804	2913	3536	6007
ENSG00000169972	451	351	343	489	328	255	349	521	363	930	558	253	687	281	411	240	422	651
ENSG00000169976	3049	3024	3661	3651	1689	4185	3933	3666	3790	5539	6810	1991	3449	3282	4121	2672	1994	5549
ENSG00000169981	488	503	409	259	366	216	346	467	465	667	170	354	534	336	281	289	398	828
ENSG00000169989	128	120	110	83	52	95	39	118	122	68	11	55	75	45	40	72	93	163
ENSG00000169991	1971	2374	967	1221	2899	410	743	1511	1542	2265	847	2483	2418	2893	870	528	1399	2243
ENSG00000169992	22181	18281	13923	6863	13021	7231	17546	17874	16734	13379	15562	14571	16090	21067	27325	17508	14394	24733
ENSG00000169994	58	156	34	201	202	20	51	88	212	23	164	148	168	173	189	92	274	369
ENSG00000170004	11347	10998	11836	8311	8995	8279	16436	8153	18607	8164	6597	7777	7151	11397	14759	7453	6449	15564
ENSG00000170006	102	101	95	381	69	177	100	43	138	307	17	27	220	113	78	19	92	231
ENSG00000170011	509	1135	246	269	996	1345	1191	491	1601	138	184	292	635	820	684	642	774	1413
ENSG00000170017	18229	21792	9094	3059	10739	9970	9646	29538	16011	3573	10561	14816	10303	13320	9251	24676	12773	28158
ENSG00000170027	12775	19016	21207	15310	31118	8635	19488	12971	31915	19810	6184	8501	12437	10507	11359	16186	10464	20848
ENSG00000170035	3562	3505	2355	2641	2718	1835	3555	3717	4188	5559	2136	2747	4916	2769	2936	3143	3175	5470
ENSG00000170037	2406	1514	2812	2162	1841	1199	4001	2742	2727	4354	2359	1538	4750	3037	3731	2082	2309	2969
ENSG00000170043	3301	2790	3256	3073	2255	3150	3950	2920	3139	4273	5573	1618	2944	3334	4654	1983	3006	4800
ENSG00000170044	1	3	6	1	2	1	2	3	2	4	1	0	1	0	1	7	0	5
ENSG00000170049	324	472	377	316	334	50	349	412	743	591	325	238	713	1568	656	309	314	450
ENSG00000170054	0	6	0	0	1	0	0	0	5	1	0	0	0	0	1	0	3	0
ENSG00000170074	6	52	2	1	153	4	63	0	122	14	6	1	12	9	16	0	3	11
ENSG00000170075	15354	14367	4448	6697	4185	26907	20453	13445	18946	7059	23557	11932	16814	26477	11663	16944	5094	29794
ENSG00000170085	252	168	22	245	292	78	133	37	220	770	47	109	470	62	76	23	243	185
ENSG00000170088	1574	1889	2372	1779	994	1953	1867	2241	2190	1472	922	1539	728	2012	2078	1758	2130	3776
ENSG00000170089	158	112	370	137	172	51	253	263	218	352	300	125	105	238	122	200	131	332
