TCGA.A6.A565	TCGA.A6.2671	TCGA.AA.A02K	TCGA.AZ.4682	TCGA.AA.3973	TCGA.A6.5664	TCGA.A6.A566	TCGA.AZ.6600	TCGA.AA.3680	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.CM.4748	TCGA.AA.3692
ENSG00000258766	0	0	0	0	2	4	1	0	0	0	0	0	0	3
ENSG00000258767	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258768	77	15	40	47	43	47	35	47	22	17	6	14	0	22
ENSG00000258769	8	9	3	0	1	2	2	1	1	0	4	1	1	1
ENSG00000258770	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000258771	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258772	0	0	3	1	0	0	1	0	1	0	0	0	0	3
ENSG00000258773	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258774	21	1	1	4	0	5	2	11	1	1	3	2	0	0
ENSG00000258776	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258777	4	1	0	0	0	3	2	2	2	4	1	0	0	1
ENSG00000258778	2	14	2	1	0	0	0	1	0	1	0	3	0	2
ENSG00000258779	0	0	0	0	0	0	0	0	0	0	0	1	7	0
ENSG00000258780	0	0	1	1	0	0	3	0	0	2	0	0	0	0
ENSG00000258781	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000258782	0	0	0	0	2	0	2	0	0	1	0	0	0	0
ENSG00000258783	0	1	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000258784	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258785	0	1	0	0	0	1	1	0	0	0	0	0	4	7
ENSG00000258787	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000258788	29	4	3	8	0	8	6	9	2	17	2	4	0	6
ENSG00000258789	9	6	0	4	5	2	4	7	2	1	1	7	2	19
ENSG00000258790	19	0	5	11	2	2	10	11	5	5	10	1	0	2
ENSG00000258791	226	0	8	11	2	2	9	1	1	67	1	60	1	3
ENSG00000258792	3	5	2	7	1	0	3	1	3	0	2	3	2	11
ENSG00000258793	11	0	1	4	1	1	1	8	1	1	0	0	0	0
ENSG00000258794	8	0	2	0	2	1	0	0	0	0	0	0	0	0
ENSG00000258795	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258796	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258798	4	1	3	5	2	0	4	1	4	0	0	0	1	6
ENSG00000258799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258802	1	39	0	1	6	2	1	0	0	1	2	1	0	5
ENSG00000258803	2	0	1	0	0	0	1	0	0	0	0	0	2	0
ENSG00000258804	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000258805	1	0	0	0	0	0	0	0	0	1	0	0	2	1
ENSG00000258806	1	0	2	1	0	3	0	1	0	1	1	0	0	0
ENSG00000258807	1	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000258808	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258810	39	1	8	10	4	9	8	10	1	6	6	1	0	4
ENSG00000258811	6	0	52	3	7	2	1	1	5	0	0	0	4	3
ENSG00000258812	2	0	3	5	0	0	0	0	0	6	0	0	0	0
ENSG00000258813	10	1	8	4	3	6	5	4	4	4	2	3	1	6
ENSG00000258814	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258815	1	9	64	0	6	31	1	0	0	4	0	0	0	38
ENSG00000258816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258817	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258818	258	22	122	149	70	133	77	142	76	15	56	26	0	57
ENSG00000258819	17	5	2	1	0	10	6	9	0	1	0	2	1	1
ENSG00000258820	5	0	3	1	0	1	1	1	4	0	2	0	0	5
ENSG00000258822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258823	0	1	0	0	0	0	0	0	2	0	1	0	0	0
ENSG00000258824	33	6	14	6	19	25	18	20	9	9	7	9	1	6
ENSG00000258826	1	0	0	0	1	0	2	0	0	3	0	0	2	2
ENSG00000258827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258828	5	26	5	1	1	0	1	1	4	1	9	2	1	5
ENSG00000258829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258830	4	0	24	4	1	9	4	5	1	0	4	1	0	1
ENSG00000258831	5	0	1	0	0	1	1	0	0	1	0	0	0	2
ENSG00000258834	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258835	1	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000258836	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000258837	291	47	216	350	2	102	134	130	116	28	95	3	4	166
ENSG00000258839	269	80	713	70	170	115	236	114	85	129	62	57	17	99
ENSG00000258841	8	6	3	5	0	2	4	0	2	2	5	1	1	15
ENSG00000258842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258843	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258844	0	0	0	0	0	2	0	0	2	0	0	0	1	1
ENSG00000258845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258846	6	13	3	9	4	5	5	1	0	4	13	2	1	10
ENSG00000258847	0	0	1	2	0	2	1	3	1	0	0	2	0	3
ENSG00000258848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258849	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258851	2	0	0	0	2	2	1	2	0	2	0	1	0	0
ENSG00000258853	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ENSG00000258854	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000258855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258856	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ENSG00000258857	6	0	7	6	0	3	4	6	0	1	2	0	0	5
ENSG00000258858	1	0	6	0	0	0	2	1	0	4	1	0	0	0
ENSG00000258859	2	0	0	0	0	2	0	0	0	0	0	1	3	0
ENSG00000258860	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000258861	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258863	2	0	2	2	0	0	1	0	0	0	0	0	0	0
ENSG00000258864	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258866	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258867	11	1	2	9	10	53	8	1	36	21	0	0	1	4
ENSG00000258868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258869	5	0	0	0	0	1	0	0	0	0	1	0	4	0
ENSG00000258870	2	0	3	0	1	1	0	1	0	0	0	1	1	1
ENSG00000258871	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258872	6	0	0	0	0	0	3	2	0	2	0	0	2	0
ENSG00000258873	0	0	0	0	0	0	0	1	0	0	0	0	1	1
ENSG00000258874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258875	66	2	9	4	3	21	22	30	7	9	5	4	2	4
ENSG00000258876	1	0	0	0	2	1	2	1	0	0	0	1	0	0
ENSG00000258877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258878	14	0	0	1	0	1	2	0	0	0	0	0	1	0
ENSG00000258881	3	0	10	1	0	1	2	2	1	0	1	2	3	0
ENSG00000258883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258884	2	1	13	18	2	2	4	3	1	0	7	1	0	4
ENSG00000258885	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258887	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000258888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258890	2333	402	1693	874	695	868	854	753	605	1651	471	613	37	1069
ENSG00000258891	7	6	4	3	5	2	2	3	5	1	8	2	0	1
ENSG00000258892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258893	0	6	0	0	1	0	1	2	0	0	0	0	0	2
ENSG00000258894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258895	7	13	0	3	5	0	6	0	0	0	1	0	2	3
ENSG00000258896	7	0	0	0	2	2	0	3	1	2	0	0	0	1
ENSG00000258897	11	0	0	0	0	4	2	0	1	1	1	0	0	1
ENSG00000258899	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258900	67	39	30	24	5	29	23	19	15	21	9	6	0	11
ENSG00000258901	0	1	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000258902	0	0	1	0	0	0	1	0	0	0	0	1	0	0
ENSG00000258903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258904	19	3	6	0	1	9	2	8	2	7	1	3	0	5
ENSG00000258905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258907	2	1	3	0	2	0	0	0	1	1	1	0	0	1
ENSG00000258908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258909	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258910	1	0	0	0	0	0	1	0	0	0	0	0	3	0
ENSG00000258912	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258913	7	2	263	3	1	3	5	33	3	0	1	0	1	27
ENSG00000258915	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258916	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258917	8	0	1	0	3	1	1	2	2	1	0	0	0	1
ENSG00000258918	0	0	5	16	0	3	3	3	6	0	0	0	0	29
ENSG00000258919	228	14	113	49	17	73	61	2	5	13	34	20	6	20
ENSG00000258920	108	37	59	97	36	52	48	54	55	14	33	5	2	87
ENSG00000258921	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258922	1	0	4	4	0	0	1	0	2	1	1	2	1	2
ENSG00000258923	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000258924	0	0	4	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258925	5	3	1	4	0	1	2	1	0	5	4	1	0	4
ENSG00000258926	39	0	1	2	0	7	6	1	0	3	0	0	0	1
ENSG00000258927	1	0	38	0	1	0	0	0	2	0	0	0	0	45
ENSG00000258928	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258930	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258931	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258932	0	5	11	1	0	8	0	0	0	0	1	0	0	12
ENSG00000258933	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258935	1	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000258938	12	3	15	1	6	8	7	10	2	1	3	3	1	2
ENSG00000258940	19	9	18	18	5	9	18	14	29	13	33	9	0	25
ENSG00000258942	2	0	0	0	1	0	1	0	0	0	0	0	1	1
ENSG00000258943	11	0	4	0	1	3	2	7	0	0	0	0	0	0
ENSG00000258944	11	3	11	4	7	6	11	8	5	4	3	0	0	6
ENSG00000258945	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258947	142	240	274	18	18	232	80	27	20	323	68	71	6	24
ENSG00000258948	6	4	3	2	1	5	5	4	0	2	0	0	0	0
ENSG00000258949	11	0	4	1	21	1	2	3	0	0	0	0	0	1
ENSG00000258951	14	15	9	4	3	6	4	3	1	3	5	0	5	2
ENSG00000258952	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000258954	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000258955	5	3	2	2	1	5	14	1	0	0	0	1	0	3
ENSG00000258956	2	5	1	1	4	0	0	0	2	0	3	2	2	6
ENSG00000258957	9	3	8	6	2	0	3	7	1	5	1	3	0	9
ENSG00000258958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258959	16	12	12	2	4	6	2	13	4	2	4	3	1	2
ENSG00000258960	2	0	2	2	0	0	7	0	0	2	0	0	0	0
ENSG00000258962	8	0	0	1	0	1	1	6	0	0	1	0	1	0
ENSG00000258963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258965	0	2	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000258966	1	0	1	0	0	0	0	0	0	0	0	0	4	0
ENSG00000258967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258968	0	0	0	0	1	0	0	1	0	0	0	0	1	1
ENSG00000258969	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258970	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000258971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258972	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000258973	13	0	7	2	0	0	0	1	1	0	0	0	0	0
ENSG00000258975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258976	2	0	0	1	0	1	2	0	0	0	0	0	0	0
ENSG00000258977	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258978	2	0	1	0	1	2	3	0	0	0	0	1	0	1
ENSG00000258979	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258981	3	13	0	0	6	0	2	3	2	0	10	1	0	13
ENSG00000258982	12	0	9	10	8	2	6	2	2	2	2	0	0	1
ENSG00000258983	5	2	0	1	5	3	2	1	2	1	0	0	0	1
ENSG00000258984	5	0	2	1	0	0	1	1	0	3	0	0	0	1
ENSG00000258985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258986	26	17	0	1	18	43	1	68	2	1	0	1	9	3
ENSG00000258987	14	2	0	0	1	5	0	7	0	3	2	0	0	1
ENSG00000258988	2	2	0	1	1	1	1	0	0	1	0	0	0	0
ENSG00000258989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258990	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258993	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258994	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258995	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258996	1	0	0	1	0	0	2	0	1	0	0	0	0	0
ENSG00000258997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258998	1	0	0	0	12	0	0	0	0	0	0	0	0	0
ENSG00000259000	3	0	1	0	4	0	2	0	0	0	2	0	1	2
ENSG00000259001	0	6	0	8	2	0	0	1	0	1	0	0	0	2
ENSG00000259002	4	0	2	1	0	2	2	2	0	0	1	0	0	0
ENSG00000259003	2	0	0	0	0	0	1	1	0	1	0	0	3	3
ENSG00000259004	12	2	3	1	0	9	13	2	0	2	0	0	0	1
ENSG00000259005	8	3	17	6	3	3	2	7	0	1	4	2	1	2
ENSG00000259006	0	2	1	0	0	0	1	0	0	2	0	0	1	0
ENSG00000259007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259008	0	1	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000259009	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259010	1	2	1	0	1	1	0	0	2	1	1	0	2	0
ENSG00000259011	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000259012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259013	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259015	25	8	55	19	7	4	8	6	10	20	1	1	0	16
ENSG00000259016	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259017	0	0	0	0	0	0	2	0	2	0	0	0	0	0
ENSG00000259018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259019	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000259020	38	70	66	32	43	27	18	5	16	13	34	12	7	68
ENSG00000259021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259022	3	7	0	2	4	0	1	0	2	3	5	0	1	3
ENSG00000259023	0	3	9	3	0	2	0	0	0	0	0	3	1	2
ENSG00000259024	7	0	1	1	0	10	7	5	3	1	2	0	0	0
ENSG00000259025	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259026	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000259028	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000259029	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259030	9	3	5	6	9	11	5	14	5	0	2	3	1	8
ENSG00000259031	1	2	1	0	0	1	0	2	1	0	0	0	0	1
ENSG00000259032	9	16	4	8	10	5	4	3	3	2	7	2	0	16
ENSG00000259033	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000259035	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000259036	10	0	0	0	0	1	2	3	0	2	0	0	1	0
ENSG00000259037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259038	4	6	3	13	6	15	1	1	5	2	2	3	0	5
ENSG00000259039	3	0	2	1	0	2	0	0	0	0	0	0	1	0
ENSG00000259040	26	0	0	1	0	11	6	15	1	2	1	0	0	0
ENSG00000259041	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259042	0	0	0	0	0	3	3	0	0	0	0	0	0	0
ENSG00000259043	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000259044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259045	53	12	18	7	5	8	6	3	0	8	10	2	1	1
ENSG00000259046	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259048	0	0	0	0	0	2	0	0	0	0	2	0	0	0
ENSG00000259049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259050	0	0	0	0	0	1	0	0	0	0	2	0	1	0
ENSG00000259051	13	154	14	3	47	7	8	6	11	6	43	13	1	26
ENSG00000259052	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000259053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259054	2	0	0	5	3	4	0	0	0	3	2	0	1	6
ENSG00000259055	2	0	0	0	0	0	0	2	0	0	0	0	0	1
ENSG00000259056	12	2	33	9	12	9	4	12	2	1	3	5	0	8
ENSG00000259057	0	0	0	2	1	0	0	0	0	1	0	0	0	0
ENSG00000259058	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259059	0	0	0	1	1	0	0	0	0	0	0	2	0	0
ENSG00000259060	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000259061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259062	14	2	6	2	2	0	9	1	1	3	2	1	0	3
ENSG00000259064	4	0	0	0	1	0	0	0	3	0	0	1	0	0
ENSG00000259065	54	57	30	165	55	17	29	8	30	10	12	12	0	27
ENSG00000259066	6	0	6	2	0	2	3	0	0	0	2	0	0	2
ENSG00000259067	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259070	27	9	9	5	14	27	23	17	2	2	12	0	9	9
ENSG00000259071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259072	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259073	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000259074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259075	27	9	20	56	4	25	8	21	10	24	16	9	1	28
ENSG00000259076	3	0	2	0	0	0	0	0	1	0	0	1	0	0
ENSG00000259077	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259078	12	74	8	11	10	11	13	1	7	4	19	3	8	35
ENSG00000259079	3	10	0	1	4	1	2	1	0	1	7	0	1	4
ENSG00000259080	0	1	0	0	0	2	0	0	0	1	0	0	0	0
ENSG00000259081	34	2	22	7	6	4	9	1	4	4	1	3	0	4
ENSG00000259082	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259083	18	1	7	12	4	8	10	19	5	9	1	2	0	7
ENSG00000259084	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000259086	0	2	1	1	0	1	0	1	0	1	0	0	0	2
ENSG00000259087	19	1	0	1	0	2	7	92	1	1	1	1	0	16
ENSG00000259088	11	2	6	7	3	10	1	5	2	2	0	0	3	12
ENSG00000259089	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259090	1	1	1	1	0	1	1	1	0	0	0	0	0	3
ENSG00000259091	0	1	0	0	0	0	4	0	0	1	0	0	0	0
ENSG00000259092	15	0	7	23	0	0	2	1	0	32	1	1	0	8
ENSG00000259093	2	6	1	1	1	1	0	1	1	0	0	0	0	2
ENSG00000259094	1	0	0	0	0	1	8	0	0	0	0	6	0	2
ENSG00000259095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259096	3	1	0	2	0	1	0	0	0	0	1	0	0	0
ENSG00000259097	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259098	0	0	1	0	57	0	0	0	0	0	0	0	1	0
ENSG00000259099	1	0	0	0	0	1	2	1	0	0	2	0	2	0
ENSG00000259100	7	2	7	5	1	5	10	1	0	7	1	0	0	0
ENSG00000259102	2	0	0	1	0	0	0	0	0	0	1	0	0	1
ENSG00000259103	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259104	0	0	2	1	0	1	0	0	1	0	0	0	0	3
ENSG00000259105	4	0	0	4	0	0	3	0	0	0	1	1	0	0
ENSG00000259106	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259108	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000259109	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259113	2	0	5	0	3	0	0	1	1	0	0	0	0	1
ENSG00000259115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259116	39	1	21	2	4	13	18	5	7	5	6	1	0	6
ENSG00000259117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259118	31	5	4	1	4	10	17	10	1	4	5	1	0	3
ENSG00000259119	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000259120	387	29	84	144	17	167	41	149	66	83	61	40	7	65
ENSG00000259121	2	0	1	2	1	1	1	2	0	1	1	2	0	2
ENSG00000259122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259123	0	0	2	1	0	1	0	0	0	0	0	0	0	0
ENSG00000259124	7	0	3	3	1	5	14	2	0	1	0	1	1	2
ENSG00000259125	4	0	4	9	8	2	3	0	5	0	5	0	0	5
ENSG00000259126	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000259129	0	0	20	0	0	0	0	3	0	0	0	0	1	131
ENSG00000259130	2	0	7	14	0	4	7	2	1	0	1	0	0	21
ENSG00000259132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259134	6	4	2	3	4	35	88	25	2	1	5	1	0	4
ENSG00000259135	2	0	0	0	1	1	1	1	0	0	0	0	0	0
ENSG00000259136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259137	7	31	0	2	3	1	5	1	1	1	4	2	0	4
ENSG00000259138	14	0	5	1	0	8	7	6	5	2	2	0	0	2
ENSG00000259140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259144	2	16	2	3	1	1	0	0	2	1	1	2	0	0
ENSG00000259146	32	3	33	86	17	21	22	35	6	6	7	13	1	36
ENSG00000259148	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259150	0	0	0	0	0	0	2	0	0	0	0	0	3	0
ENSG00000259151	7	0	1	1	0	5	8	2	3	0	0	0	0	1
ENSG00000259152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259153	63	10	55	121	22	59	48	35	29	39	54	26	0	63
ENSG00000259154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259155	2	0	3	1	1	1	1	2	0	0	2	0	0	1
ENSG00000259156	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259157	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259158	23	6	35	3	5	7	7	3	1	11	6	3	0	4
ENSG00000259160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259161	1	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000259162	26	0	14	6	0	11	18	0	5	5	8	4	6	0
ENSG00000259163	1	0	0	0	0	2	1	1	0	0	0	0	0	0
ENSG00000259164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259165	8	2	1	0	0	3	7	2	1	1	1	1	0	2
ENSG00000259166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259169	1	1	1	1	0	5	1	1	0	0	0	0	1	2
ENSG00000259170	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259171	42	0	17	33	0	15	10	29	0	1	0	0	0	0
ENSG00000259172	87	10	68	36	6	49	32	37	12	35	15	6	3	14
ENSG00000259173	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000259175	1	0	0	1	0	0	1	0	0	0	0	0	2	0
ENSG00000259177	0	1	0	0	0	2	2	1	0	0	0	0	0	0
ENSG00000259178	1	1	0	0	0	0	0	0	0	1	0	0	2	0
ENSG00000259179	0	3	0	0	0	0	2	1	0	0	4	0	0	1
ENSG00000259180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259181	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ENSG00000259182	3	2	4	2	1	6	8	1	0	3	3	0	2	2
ENSG00000259183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259186	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000259187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
