TCGA.EB.A6QZ	TCGA.EB.A5KH	TCGA.EB.A6QY	TCGA.EB.A553	TCGA.EB.A57M	TCGA.EB.A85J	TCGA.D3.A51H	TCGA.EB.A3Y6	TCGA.EB.A5SH	TCGA.EB.A5UL	TCGA.W3.A825	TCGA.EB.A3XC
ENSG00000277711	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277713	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277715	26	8	29	19	44	20	19	36	6	31	44	12
ENSG00000277717	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277718	0	0	0	2	0	0	2	0	0	0	0	0
ENSG00000277720	0	1	0	1	0	1	0	0	0	1	0	1
ENSG00000277721	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000277723	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277726	1	0	2	0	0	2	5	0	0	12	7	0
ENSG00000277728	5	2	7	15	1	11	15	12	4	32	10	0
ENSG00000277732	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277734	67	476	340	388	1029	4318	7078	741	1728	2832	2237	447
ENSG00000277737	5	0	0	0	3	0	0	0	0	2	9	0
ENSG00000277738	0	0	0	1	0	0	1	0	2	0	0	0
ENSG00000277739	0	0	0	0	0	40	0	0	0	0	0	0
ENSG00000277740	0	0	0	0	0	0	12	3	0	0	0	0
ENSG00000277741	0	0	2	1	0	0	0	0	0	1	1	0
ENSG00000277743	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000277744	17	7	13	42	3	12	40	17	11	32	39	2
ENSG00000277745	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277746	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277747	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277748	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277749	0	0	0	3	0	2	0	0	0	0	4	0
ENSG00000277752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277754	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277755	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277757	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277758	1	2	7	5	41	50	19	2	22	12	12	1
ENSG00000277759	2	0	0	0	0	0	0	1	0	0	2	0
ENSG00000277762	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000277763	26	11	16	5	4	11	16	22	14	11	13	9
ENSG00000277764	8	11	0	0	3	0	0	4	12	5	3	0
ENSG00000277766	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277767	19	7	8	14	2	14	42	17	1	23	9	4
ENSG00000277769	0	0	0	2	1	0	0	1	0	0	0	0
ENSG00000277770	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277771	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000277774	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277775	4	0	0	9	0	20	7	1	8	4	8	11
ENSG00000277777	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277778	13	1	16	9	6	8	45	16	2	34	21	5
ENSG00000277782	210	75	261	55	219	141	97	126	61	138	44	188
ENSG00000277784	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277785	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277790	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277791	8623	2537	6988	7205	5914	9073	4928	6989	3665	6588	5446	7850
ENSG00000277794	0	0	0	3	0	0	4	1	0	3	8	1
ENSG00000277795	0	0	2	0	0	1	3	0	0	1	3	0
ENSG00000277797	0	0	0	0	0	0	1	0	0	0	4	0
ENSG00000277801	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277803	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277806	0	3	33	7	6	4	22	20	9	23	44	1
ENSG00000277809	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277817	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277818	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277825	1	0	0	0	0	1	1	0	0	1	0	0
ENSG00000277826	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277828	0	0	0	0	0	1	0	1	0	1	0	0
ENSG00000277829	135	409	10	14	421	30	10	171	76	82	52	86
ENSG00000277830	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277831	0	1	4	0	16	4	0	11	0	5	5	5
ENSG00000277837	0	0	40	0	0	0	0	11	0	4	1	0
ENSG00000277840	6	2	12	8	8	0	8	0	2	7	4	4
ENSG00000277841	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277846	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277851	16	15	67	14	9	4	11	16	2	42	9	58
ENSG00000277852	0	0	0	1	0	0	1	0	1	0	0	0
ENSG00000277855	0	0	0	0	0	1	4	0	0	0	4	0
ENSG00000277858	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277859	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277862	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277863	0	0	1	0	0	0	1	0	0	0	1	0
ENSG00000277864	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277865	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277866	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277867	0	1	0	0	0	1	0	0	0	0	0	1
ENSG00000277869	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277870	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277872	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277873	27	5	9	17	7	15	5	15	2	2	11	9
ENSG00000277876	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277878	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000277879	363	38	50	11	70	283	62	44	46	42	42	31
ENSG00000277880	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277881	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000277882	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277883	0	0	16	0	0	2	0	2	0	4	16	3
ENSG00000277887	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277888	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277889	0	0	3	0	1	0	0	0	0	0	0	0
ENSG00000277892	2	3	2	0	0	2	5	0	0	3	1	2
ENSG00000277893	2	0	224	8	1	3	34	0	0	2	7	9
ENSG00000277895	4	2	3	0	7	2	8	0	0	4	1	3
ENSG00000277899	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277900	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277901	1	1	0	8	1	1	5	2	0	6	2	0
ENSG00000277903	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277904	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277907	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277911	3	0	1	2	1	0	3	1	0	2	0	1
ENSG00000277912	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000277913	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277914	0	0	0	0	0	0	0	0	0	1	2	0
ENSG00000277916	11	0	23	0	2	6	18	5	1	18	2	4
ENSG00000277918	0	0	0	0	0	1	1	0	1	2	0	0
ENSG00000277919	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277920	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277922	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277925	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277930	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277932	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277935	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277938	20	45	17	30	27	34	41	21	27	140	65	42
ENSG00000277941	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277942	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277945	1	0	0	0	0	0	0	0	0	3	65	3
ENSG00000277946	0	0	0	0	0	0	2	0	0	0	0	1
ENSG00000277947	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277948	0	0	12	0	0	0	0	1	0	2	0	1
ENSG00000277950	0	0	0	0	1	0	2	0	0	2	0	0
ENSG00000277952	0	0	0	0	0	0	0	0	3	0	2	2
ENSG00000277954	80	25	12	9	47	42	12	19	22	7	59	7
ENSG00000277957	20	2	26	7	9	27	13	11	2	35	13	5
ENSG00000277958	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277959	13	11	21	12	11	15	35	7	8	13	40	3
ENSG00000277965	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277966	1	35	1	5	5	0	0	3	0	0	1	0
ENSG00000277967	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277968	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277969	305	71	200	57	224	253	263	336	105	203	255	72
ENSG00000277971	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000277972	2466	1553	1767	465	1885	1455	577	2193	2121	1832	856	2108
ENSG00000277973	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277975	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277977	1	1	24	2	4	5	12	2	1	12	14	1
ENSG00000277978	21	1	27	45	10	30	92	20	0	46	26	12
ENSG00000277981	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277984	0	1	0	0	0	1	8	2	0	0	2	0
ENSG00000277985	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277986	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277987	0	0	12	0	2	0	1	1	0	0	3	0
ENSG00000277988	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277991	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000277994	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277997	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277998	2	5	5	2	6	9	37	8	1	1	17	4
ENSG00000277999	25	3	11	43	1	12	35	8	1	20	10	7
ENSG00000278000	15	18	39	232	6	52	20	39	3	86	9	16
ENSG00000278001	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278002	1	9	13	1	6	6	9	3	5	9	2	0
ENSG00000278004	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278007	0	1	0	0	0	1	0	0	1	0	0	0
ENSG00000278008	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278009	2	5	7	12	3	7	4	3	3	3	2	14
ENSG00000278010	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278011	0	0	1	0	0	0	0	0	0	2	3	1
ENSG00000278012	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278013	1	1	4	0	0	3	1	0	0	8	1	1
ENSG00000278017	2	5	12	1	7	5	3	7	27	6	1	4
ENSG00000278020	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278022	7	0	0	3	0	5	12	0	0	4	6	0
ENSG00000278023	122	18	73	28	10	45	42	26	1	35	54	39
ENSG00000278026	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278028	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000278030	2	9	5	3	11	86	106	19	38	86	38	5
ENSG00000278034	0	0	0	0	0	0	9	1	0	0	0	1
ENSG00000278035	10	5	0	1	3	2	7	3	0	0	4	1
ENSG00000278038	0	0	0	0	2	1	0	0	0	0	0	1
ENSG00000278039	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278040	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000278041	149	105	47	54	20	325	6	77	65	55	85	8
ENSG00000278044	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000278045	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278048	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278050	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278052	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278053	1407	446	2444	482	551	1509	1143	2201	615	2305	2230	1494
ENSG00000278054	1	0	0	1	0	5	0	1	1	3	0	6
ENSG00000278055	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278057	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278058	200	10	173	9	22	9	28	57	5	43	16	22
ENSG00000278060	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278068	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278069	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278071	5	3	1	0	4	21	0	5	1	0	1	0
ENSG00000278072	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278073	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278075	2	4	10	14	3	14	4	8	23	17	5	2
ENSG00000278077	0	0	0	0	0	2	1	1	0	1	0	0
ENSG00000278078	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000278083	0	0	0	0	0	0	1	2	0	0	0	0
ENSG00000278084	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278085	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278089	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278090	2	0	0	0	0	0	8	3	0	15	13	0
ENSG00000278095	2	1	2	0	0	0	3	0	0	11	0	2
ENSG00000278097	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278098	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278099	0	0	0	0	0	1	1	0	0	0	1	0
ENSG00000278100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278103	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278106	0	0	17	0	0	0	0	0	0	0	0	1
ENSG00000278107	39	29	28	37	41	40	99	36	12	31	19	13
ENSG00000278108	2	1	4	0	0	0	3	6	0	5	1	0
ENSG00000278109	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000278110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278112	31	5	31	7	5	16	14	19	5	18	28	7
ENSG00000278113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278123	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278124	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278126	178	77	35	34	58	120	74	50	141	128	83	43
ENSG00000278128	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278129	479	341	480	285	381	380	366	498	741	561	1138	216
ENSG00000278130	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278131	0	0	0	0	0	0	0	0	0	1	6	0
ENSG00000278133	680	292	504	246	320	427	601	418	378	470	429	176
ENSG00000278135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278138	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278143	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278144	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278146	1	0	0	1	0	0	2	1	0	4	3	0
ENSG00000278147	0	0	2	2	0	1	2	1	0	0	1	0
ENSG00000278151	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278153	1	1	0	0	0	1	2	0	0	3	5	1
ENSG00000278156	27	7	21	7	34	23	57	31	19	44	50	5
ENSG00000278158	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278159	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000278160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278171	0	0	0	0	1	0	0	0	2	0	2	0
ENSG00000278172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278175	159	86	31	50	68	73	76	82	76	167	79	46
ENSG00000278177	0	0	17	1	1	0	1	2	0	1	15	1
ENSG00000278180	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278181	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278182	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278184	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278188	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278189	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278192	1	0	9	0	4	0	7	1	0	0	0	2
ENSG00000278193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278195	1	5	2	2	16	15	129	0	22	28	25	1
ENSG00000278196	4	74	751	59	199	859	351	2	80	507	233	25
ENSG00000278197	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278200	34	9	35	46	14	53	7	28	15	56	30	46
ENSG00000278202	4	0	8	0	0	1	1	2	0	11	18	1
ENSG00000278204	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278205	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278206	5	2	21	1	1	8	16	7	2	14	6	3
ENSG00000278212	10	19	21	20	10	6	56	3	10	11	20	2
ENSG00000278213	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278214	7	1	3	7	5	5	14	3	10	7	49	3
ENSG00000278215	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278218	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000278221	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278222	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278223	0	0	0	0	0	0	1	0	0	2	0	0
ENSG00000278224	16	3	3	14	13	12	21	14	6	27	8	15
ENSG00000278226	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278231	17	4	9	7	7	38	25	7	25	57	17	19
ENSG00000278233	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278236	1	0	0	0	0	0	0	0	0	1	3	0
ENSG00000278237	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278238	36	18	46	7	15	26	58	18	10	27	42	20
ENSG00000278239	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000278242	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278249	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278250	0	0	0	1	0	1	1	0	0	0	1	0
ENSG00000278254	2	1	1	1	0	0	2	0	0	0	0	0
ENSG00000278255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278256	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278259	2572	1479	5661	2213	2331	2079	1762	2260	776	4218	1814	2006
ENSG00000278261	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278263	0	2	1	1	42	1	18	0	0	22	3	0
ENSG00000278264	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278265	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278266	41	2	117	121	46	60	9	363	47	14	29	274
ENSG00000278267	2	0	4	6	0	3	5	1	1	1	6	0
ENSG00000278273	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278274	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278275	0	0	3	0	0	0	0	1	0	0	1	0
ENSG00000278276	7	0	1	5	0	3	4	2	0	0	2	2
ENSG00000278278	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000278281	0	0	4	0	2	0	1	1	0	2	1	1
ENSG00000278283	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278287	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278291	450	202	73	9	220	262	18	129	239	104	79	60
ENSG00000278292	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000278299	1	0	0	2	0	0	0	0	0	0	0	0
ENSG00000278301	1	0	0	0	0	0	1	0	1	1	0	0
ENSG00000278305	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000278311	3082	1677	5016	856	1714	2951	4899	4815	1723	5121	3784	2108
ENSG00000278313	3	0	0	0	0	0	1	0	0	0	1	0
ENSG00000278317	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278318	38	11	913	9	37	43	140	13	6	48	848	9
ENSG00000278319	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278324	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278328	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278330	733	184	1981	214	78	265	85	111	117	160	6	147
ENSG00000278331	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278332	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278333	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278334	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278337	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278338	3	0	3	0	2	6	0	2	0	8	10	3
ENSG00000278340	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278341	21	47	17	27	8	16	25	14	16	90	23	9
ENSG00000278342	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278344	11	4	9	1	9	6	4	8	0	11	8	9
ENSG00000278346	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278348	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000278349	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278351	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278356	44	6	20	23	12	10	31	8	21	13	17	10
ENSG00000278358	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278359	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278367	1	1	1	0	0	0	0	0	0	0	0	0
ENSG00000278370	2	0	2	0	1	1	8	2	0	0	5	0
ENSG00000278374	2	0	0	0	1	1	0	2	2	2	1	1
ENSG00000278376	54	95	42	39	31	24	89	37	21	17	28	18
ENSG00000278381	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278382	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278383	17	7	17	12	2	58	18	42	1	14	20	4
ENSG00000278385	12	0	5	0	12	3	5	6	1	3	9	30
ENSG00000278388	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000278389	22	14	12	3	10	17	15	13	0	5	20	7
ENSG00000278390	26	8	17	8	16	18	30	26	12	19	65	9
ENSG00000278391	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278395	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278396	30	20	19	26	20	11	6	33	29	8	5	35
ENSG00000278399	0	0	4	0	1	0	3	0	0	4	3	0
ENSG00000278400	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278404	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278406	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278408	0	0	2	0	0	0	1	0	0	0	0	0
ENSG00000278410	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278412	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278413	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278416	1	1	4	1	0	3	3	1	5	1	1	1
ENSG00000278418	1	0	0	0	0	0	0	0	0	2	2	0
ENSG00000278419	1	0	0	0	0	0	0	1	0	0	0	1
ENSG00000278420	0	0	0	5	1	2	9	3	0	3	1	0
ENSG00000278421	0	0	0	0	0	0	1	0	0	1	0	2
ENSG00000278422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278424	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278428	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278431	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278433	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278434	3	0	5	5	1	6	7	6	0	2	2	0
ENSG00000278438	0	0	1	0	0	0	0	0	0	0	2	0
ENSG00000278441	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278445	1	0	0	0	0	0	7	0	0	1	0	0
ENSG00000278446	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278447	0	0	1	0	0	1	1	0	0	1	1	1
ENSG00000278449	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278454	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278455	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000278456	2	0	0	0	6	1	4	4	2	5	4	3
ENSG00000278459	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000278462	1	0	0	0	0	0	2	0	0	0	5	1
ENSG00000278463	1	1	1	2	0	4	9	5	5	2	1	1
ENSG00000278464	0	0	9	0	0	1	0	0	0	4	0	0
ENSG00000278465	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278467	3	2	21	0	2	0	8	5	0	18	2	2
ENSG00000278469	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000278472	7	2	9	2	0	5	8	1	2	12	13	6
ENSG00000278473	1	10	2	4	27	6	11	10	21	8	4	1
ENSG00000278475	1	0	0	0	0	0	4	1	0	1	0	1
ENSG00000278477	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000278478	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278480	16	0	175	2	1	2	10	5	0	32	1	79
ENSG00000278482	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278483	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000278484	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278485	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278486	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000278487	0	0	2	0	0	1	0	0	0	0	0	0
ENSG00000278492	2	3	10	0	0	1	6	4	3	9	8	2
ENSG00000278493	5	3	16	2	3	6	5	3	5	8	14	0
ENSG00000278496	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278497	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278498	0	0	2	0	0	0	0	0	0	0	1	0
ENSG00000278499	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278502	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278505	0	4	3	0	0	6	2	1	0	1	2	0
ENSG00000278513	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000278514	1	0	28	5	4	0	2	5	1	0	3	12
ENSG00000278517	0	1	1	1	0	1	0	0	0	1	3	1
ENSG00000278518	0	0	10	2	1	1	1	0	0	0	0	1
ENSG00000278520	2	0	2	1	0	0	0	0	0	0	1	0
ENSG00000278522	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000278523	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278524	0	0	1	0	0	0	0	0	0	0	2	0
ENSG00000278525	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278526	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278527	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278528	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278529	0	0	0	2	0	0	0	0	2	0	0	0
ENSG00000278530	26	0	345	59	2	81	57	110	3	344	18	55
ENSG00000278531	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278532	0	0	0	0	0	0	2	0	2	0	6	0
ENSG00000278535	1933	357	2870	366	865	580	802	2738	518	2159	375	363
ENSG00000278537	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278540	3837	4101	4479	901	3268	2242	1214	4060	3739	4928	3504	2862
ENSG00000278541	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278543	0	0	2	0	0	0	5	0	0	0	0	0
ENSG00000278546	6	0	7	8	1	9	4	4	0	1	5	10
ENSG00000278549	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278551	0	0	0	0	0	0	0	0	0	0	0	0
