TCGA.3B.A9HP	TCGA.X9.A971	TCGA.3B.A9I0	TCGA.K1.A3PN	TCGA.IE.A3OV	TCGA.3B.A9HR	TCGA.DX.A8BV	TCGA.3B.A9HL	TCGA.X6.A8C4	TCGA.DX.A6YX	TCGA.DX.A3LU	TCGA.3B.A9HV	TCGA.FX.A48G	TCGA.DX.A3UC	TCGA.DX.A8BU
ENSG00000244565	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000244568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244573	2	5	8	52	5	2	0	1	1	0	2	3	10	5	1
ENSG00000244575	16	0	0	0	71	4	2	0	0	0	22	0	5	3	20
ENSG00000244578	0	10	0	1	1	1	0	0	0	0	5	23	5	113	2
ENSG00000244582	5	4	2	1	5	3	7	5	17	1	5	5	33	0	2
ENSG00000244585	1	1	0	1	0	1	1	2	1	0	8	2	6	0	0
ENSG00000244586	6	1	1	2	4	4	22	11	45	109	1	4	2	0	46
ENSG00000244588	1	0	0	0	0	4	0	1	0	1	0	0	0	0	0
ENSG00000244593	4	1	0	0	4	4	7	5	5	3	7	4	11	3	3
ENSG00000244604	2	0	1	0	0	3	1	0	1	2	2	1	6	0	0
ENSG00000244607	55	194	130	125	455	156	24	54	17	43	76	47	165	35	51
ENSG00000244610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244615	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244617	159	113	234	308	179	215	150	84	86	24	101	141	168	52	164
ENSG00000244618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244619	0	3	0	5	1	0	0	0	2	1	0	0	0	1	1
ENSG00000244620	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3
ENSG00000244621	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000244623	0	2	0	0	0	0	0	0	1	2	5	1	1	0	5
ENSG00000244624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244625	197	105	105	201	91	136	66	73	189	72	150	100	309	55	44
ENSG00000244627	102	105	78	17	48	200	54	75	57	81	20	37	20	41	176
ENSG00000244630	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000244632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244640	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244641	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000244642	0	1	0	0	0	2	1	1	4	1	0	4	1	1	0
ENSG00000244646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244649	63	58	210	400	6	1	2	13	8	2	7	0	1	37	0
ENSG00000244650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000244652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244657	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244668	3	4	6	2	3	6	3	8	4	5	3	2	1	2	15
ENSG00000244669	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000244671	1	1	0	0	3	1	0	1	0	0	0	0	1	2	1
ENSG00000244674	3	1	2	1	0	2	0	2	0	0	0	0	0	0	1
ENSG00000244675	7	10	2	2	1	13	4	15	10	153	38	0	1	0	9
ENSG00000244676	1	0	3	0	0	0	1	1	0	0	8	2	4	6	0
ENSG00000244677	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000244681	60	1	19	63	377	1	432	0	9	0	0	0	0	36	205
ENSG00000244682	234	65	158	22	23	14	134	24	193	137	45	11	12	66	43
ENSG00000244687	346	316	324	326	458	569	274	510	529	934	47	607	51	167	750
ENSG00000244691	0	1	4	0	0	5	0	0	1	0	0	3	1	0	1
ENSG00000244692	2	1	0	0	0	3	0	1	0	0	0	2	1	0	2
ENSG00000244693	0	9	0	1	1	2	5	0	0	1	5	0	3	1	0
ENSG00000244694	112	127	75	56	30	8	83	79	8	34	35	536	903	5	57
ENSG00000244699	3	11	21	10	7	6	0	3	0	2	0	1	0	13	3
ENSG00000244701	102	105	84	51	40	218	61	42	31	33	23	43	43	47	40
ENSG00000244703	0	0	0	0	1	0	0	2	0	0	2	0	0	0	1
ENSG00000244705	1	1	0	0	1	1	0	1	1	0	1	2	0	1	0
ENSG00000244706	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0
ENSG00000244708	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
ENSG00000244710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244712	1	1	0	1	3	1	2	1	2	4	0	1	1	1	2
ENSG00000244716	64	37	41	51	22	49	29	51	132	40	92	70	51	11	13
ENSG00000244717	1	0	0	0	0	1	1	1	2	0	1	1	6	0	0
ENSG00000244720	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0
ENSG00000244722	5	6	1	0	4	6	2	7	15	1	1	2	15	1	5
ENSG00000244723	26	16	10	0	5	13	4	4	15	3	0	10	1	7	12
ENSG00000244730	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000244731	665	332	57	1345	207	376	113	42	1	349	65	9	51	107	261
ENSG00000244732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244733	18	23	22	5	20	22	31	44	17	6	0	9	3	4	30
ENSG00000244734	464	304	157	426	869	199	607	5253	63	170	1611	296	3386	39	28
ENSG00000244738	2	1	0	0	0	1	1	0	7	19	10	1	0	0	1
ENSG00000244740	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0
ENSG00000244743	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000244748	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ENSG00000244752	14	3	4	1	1	14	25	14	1	1	23	1	12	2	0
ENSG00000244753	0	1	0	0	0	10	2	0	0	0	0	0	0	0	0
ENSG00000244754	4857	1680	2893	2816	4608	3755	2144	2680	2953	1846	1906	3283	1941	2084	1936
ENSG00000244756	1	1	0	0	0	0	1	2	0	0	0	1	0	1	2
ENSG00000244757	1	2	5	0	0	3	8	6	1	0	4	0	2	1	3
ENSG00000244791	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000244879	1282	1386	938	504	842	1633	419	637	1808	761	401	1041	181	1059	1097
ENSG00000244921	6	925	2	2	0	2146	2	3	168	0	0	3	6	9	314
ENSG00000244926	18	20	23	64	37	54	16	24	20	29	5	41	9	9	14
ENSG00000244932	31	25	14	7	10	51	14	11	14	8	6	19	7	16	14
ENSG00000244945	104	47	184	32	83	220	6	21	17	4	23	20	29	71	3
ENSG00000244952	5	11	13	3	8	19	2	3	2	4	3	4	1	4	5
ENSG00000244953	91	84	109	248	137	76	16	19	2	2	6	51	21	41	1
ENSG00000244968	70	42	180	289	601	158	127	243	160	77	77	41	45	79	154
ENSG00000244998	1	4	0	135	1	0	2	2	0	1	0	4	1	1	0
ENSG00000245008	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000245017	11	18	47	328	37	47	4	13	3	21	18	19	16	24	8
ENSG00000245025	175	16	119	125	183	4	81	25	14	26	136	70	65	83	114
ENSG00000245059	3	1	2	7	2	0	1	0	3	1	0	4	0	0	0
ENSG00000245060	1300	1980	2077	3515	1177	2900	828	679	768	775	1081	2008	821	993	326
ENSG00000245067	24	26	31	5	18	54	8	3	1	0	0	6	12	22	4
ENSG00000245080	0	2	6	2	0	2	2	1	0	2	2	1	0	0	0
ENSG00000245105	208	84	232	152	348	379	48	534	155	33	40	183	157	155	93
ENSG00000245112	1	1	0	1	1	1	2	1	4	1	3	1	1	0	9
ENSG00000245146	53	43	55	102	250	153	44	69	135	167	12	35	9	43	101
ENSG00000245148	9	11	18	4	4	6	12	10	15	7	0	9	4	7	18
ENSG00000245149	164	70	108	22	129	92	25	49	101	18	32	70	64	63	92
ENSG00000245156	17	32	29	11	15	41	4	18	52	20	3	13	8	21	31
ENSG00000245164	108	8	140	4	89	4	9	26	4	5	183	3	28	35	7
ENSG00000245205	13	31	19	9	16	18	19	18	53	6	14	33	32	6	11
ENSG00000245213	53	4	44	14	24	0	23	26	174	34	23	30	51	23	554
ENSG00000245248	31	12	19	51	58	34	7	14	21	120	15	102	51	18	125
ENSG00000245261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245275	11	25	11	7	17	54	17	18	22	23	6	13	10	14	15
ENSG00000245281	33	5	12	113	41	16	11	15	15	7	11	4	33	11	15
ENSG00000245293	1	19	41	59	19	14	0	7	9	2	3	16	5	6	18
ENSG00000245311	0	2	1	0	2	2	1	0	3	5	0	0	0	2	1
ENSG00000245317	121	127	217	190	265	258	54	60	74	93	47	113	17	102	63
ENSG00000245322	5	4	7	10	17	7	0	5	3	22	18	26	7	7	12
ENSG00000245330	4	32	1	10	12	0	4	0	0	1	0	9	6	1	7
ENSG00000245384	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245466	2	0	0	1	0	0	0	0	0	1	0	1	0	2	7
ENSG00000245468	48	18	183	340	42	51	7	9	26	24	12	7	112	56	11
ENSG00000245479	4	3	6	10	4	13	4	2	1	2	0	4	1	5	2
ENSG00000245482	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000245498	31	72	34	23	61	88	19	21	14	51	2	18	7	74	54
ENSG00000245522	16	82	23	118	24	88	6	14	152	122	30	89	1	19	33
ENSG00000245526	1	0	0	17	4	1	0	0	30	0	1	1	7	84	6
ENSG00000245532	55425	27838	57664	12331	10637	53701	8868	20134	44598	9128	8113	3039	8370	18850	4667
ENSG00000245534	8	4	8	19	7	22	3	6	18	3	15	19	4	14	9
ENSG00000245552	60	98	101	501	110	37	30	51	14	104	35	72	31	37	73
ENSG00000245556	335	317	712	811	362	660	327	182	230	169	442	432	343	155	254
ENSG00000245571	230	174	193	186	212	393	277	86	313	204	169	247	117	166	206
ENSG00000245573	200	102	258	194	233	96	83	141	37	64	51	86	44	63	125
ENSG00000245598	54	6	25	226	19	64	9	4	3	3	0	57	118	87	6
ENSG00000245614	52	135	144	273	129	126	44	31	126	98	39	125	93	105	40
ENSG00000245648	48	82	36	182	62	73	65	5	4	15	119	93	95	66	19
ENSG00000245651	14	27	52	264	38	29	3	410	16	2	71	14	45	12	10
ENSG00000245662	0	0	0	0	0	0	0	0	7	1	0	0	5	1	12
ENSG00000245667	7	13	3	2	5	13	3	5	6	3	0	6	3	7	6
ENSG00000245680	1028	738	611	849	1461	1782	740	1002	475	753	464	996	142	754	1209
ENSG00000245685	19	28	13	11	22	23	14	11	44	21	2	16	1	9	9
ENSG00000245688	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000245694	549	1343	1616	843	1148	1073	274	513	1236	267	291	581	50	368	781
ENSG00000245711	4	7	2	2	16	29	6	6	12	4	0	5	0	16	21
ENSG00000245719	6	8	4	0	1	1	43	15	1	5	15	11	0	0	9
ENSG00000245729	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0
ENSG00000245748	0	5	2	1	5	2	1	3	2	3	0	1	0	3	5
ENSG00000245750	5	36	4	79	9	4	0	4	2	2	3	20	4	6	114
ENSG00000245768	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000245812	243	168	438	51	758	452	474	255	51	163	115	9	79	39	15
ENSG00000245832	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000245848	478	262	1148	960	937	26	214	123	108	97	1049	2141	223	275	35
ENSG00000245849	347	165	543	140	196	753	70	84	288	86	80	88	95	241	124
ENSG00000245857	8	47	56	106	23	42	4	3	0	0	1	3	0	27	2
ENSG00000245864	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000245869	105	109	421	475	7	123	0	1	4	0	0	41	3	179	0
ENSG00000245870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245888	11	11	37	22	27	25	11	9	23	11	18	8	16	17	14
ENSG00000245904	20	43	60	162	82	26	17	19	22	25	39	48	109	70	51
ENSG00000245910	3653	1547	3741	4018	4061	3211	2012	1933	6270	7451	3899	3226	12792	827	3197
ENSG00000245928	3	0	0	1	0	0	0	0	1	0	5	0	0	1	0
ENSG00000245937	904	886	1303	1228	1660	942	1133	941	1309	1285	1280	1729	1450	619	834
ENSG00000245954	7	3	12	2	32	1	5	5	2	0	28	1	12	4	0
ENSG00000245958	352	302	412	282	378	413	229	358	224	182	234	419	254	220	445
ENSG00000245970	171	88	156	60	168	131	86	154	281	40	116	120	427	82	109
ENSG00000245975	21	14	49	116	35	91	7	7	27	23	18	47	20	81	15
ENSG00000246016	1	0	1	2	2	1	0	3	7	1	3	1	0	0	0
ENSG00000246022	6	4	9	7	0	13	13	1	0	0	0	11	0	8	0
ENSG00000246067	317	242	602	624	208	363	210	304	379	255	270	203	229	253	176
ENSG00000246082	40	18	48	44	108	40	49	41	27	36	32	5	11	44	104
ENSG00000246084	1	0	0	0	5	6	2	0	1	0	0	1	0	0	0
ENSG00000246089	210	480	427	502	399	159	209	111	87	54	303	279	190	255	261
ENSG00000246090	266	333	796	496	432	189	106	64	38	78	43	176	16	309	26
ENSG00000246095	0	1	0	7	4	0	30	23	6	4	0	263	0	0	78
ENSG00000246100	58	141	8	326	69	101	47	21	23	11	158	16	148	248	3
ENSG00000246115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246130	1	1	0	1	0	0	1	5	0	1	8	1	8	191	0
ENSG00000246145	6	6	2	9	13	3	0	0	0	0	0	2	0	4	1
ENSG00000246174	79	116	303	195	90	123	82	24	110	113	114	27	162	68	25
ENSG00000246203	53	140	69	23	146	50	82	23	174	49	41	45	34	20	49
ENSG00000246211	0	2	0	2	0	1	1	0	0	11	0	0	0	0	2
ENSG00000246214	1	3	0	3	2	0	1	0	5	2	0	1	1	0	10
ENSG00000246223	72	584	430	398	1203	340	42	9	191	0	85	162	18	118	2
ENSG00000246225	8	5	5	15	6	17	0	5	0	2	0	8	2	7	24
ENSG00000246228	5	0	0	0	3	8	13	55	0	32	3	7	216	0	7
ENSG00000246250	1	7	1	4	2	4	1	3	2	5	0	10	0	1	2
ENSG00000246263	358	118	267	181	321	341	120	256	179	97	148	205	64	98	122
ENSG00000246273	177	525	291	998	301	455	108	250	169	455	166	504	147	407	161
ENSG00000246283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246308	44	23	44	40	78	50	17	36	17	56	31	29	12	22	51
ENSG00000246316	0	1	1	0	10	2	0	0	0	0	0	0	0	0	0
ENSG00000246323	0	0	1	1	2	31	0	2	1	1	0	5	1	1	6
ENSG00000246331	2	1	2	5	3	2	1	0	0	5	0	1	1	1	0
ENSG00000246334	14	45	10	3	14	76	1	4	64	19	0	3	0	2	12
ENSG00000246339	9	7	13	12	8	16	5	4	4	4	4	6	9	20	16
ENSG00000246350	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246363	5	7	1	222	4	68	3	4	592	7	0	2	11	16	7
ENSG00000246366	20	13	10	32	9	10	5	10	17	11	7	9	9	7	6
ENSG00000246375	21	3	13	1	3	33	1	5	0	7	92	4	14	10	16
ENSG00000246379	23	18	193	110	190	54	0	12	0	0	21	117	13	51	0
ENSG00000246394	1	3	0	0	0	2	0	0	0	1	0	0	0	0	2
ENSG00000246422	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000246430	5	337	5	52	52	0	128	317	2	16	19	0	0	4	7
ENSG00000246451	66	329	123	25	43	187	96	63	96	79	0	42	13	102	65
ENSG00000246465	14	42	56	84	31	20	2	1	0	0	11	54	1	46	1
ENSG00000246477	3	36	3	2	13	17	3	6	13	22	2	12	1	9	22
ENSG00000246523	12	10	33	109	47	22	17	13	7	35	3	15	38	46	15
ENSG00000246526	13	1	32	11	16	1	6	7	3	5	23	3	2	4	3
ENSG00000246528	36	8	0	15	4	10	0	1	3	6	14	0	6	13	0
ENSG00000246541	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246548	3	13	10	40	60	12	3	8	3	13	1	3	1	9	4
ENSG00000246560	70	54	67	61	58	48	91	74	94	67	88	33	156	36	55
ENSG00000246575	26	52	36	5	39	68	12	25	35	11	0	33	1	24	10
ENSG00000246582	8	3	20	10	17	5	11	10	32	57	36	1	38	27	44
ENSG00000246596	22	1	10	3	72	7	18	25	23	13	1	58	9	66	20
ENSG00000246627	58	30	25	20	27	55	3	15	45	0	12	23	6	34	2
ENSG00000246640	26	72	89	24	26	33	2	0	158	16	0	8	7	24	0
ENSG00000246662	12	8	30	18	20	13	35	18	15	5	14	14	8	6	45
ENSG00000246695	405	410	548	919	94	232	196	380	411	524	354	447	307	429	161
ENSG00000246705	2686	2547	10216	6454	3220	3105	2328	2381	1321	4437	6306	2502	8955	1490	841
ENSG00000246731	35	20	67	23	18	19	66	99	6	27	23	28	4	2	10
ENSG00000246740	2	0	2	5	7	0	0	0	2	1	2	0	0	0	0
ENSG00000246763	32	27	92	500	226	66	20	31	126	158	25	120	25	59	83
ENSG00000246774	1	2	0	0	2	0	1	2	0	0	0	0	0	3	6
ENSG00000246777	10	12	38	30	35	27	5	2	6	1	6	13	6	3	35
ENSG00000246790	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000246792	8	14	7	10	17	8	2	0	9	13	2	38	1	9	9
ENSG00000246820	1	4	0	2	0	5	0	0	0	1	0	0	0	3	0
ENSG00000246851	3	7	6	1	1	10	4	6	3	2	0	4	0	0	2
ENSG00000246859	146	733	179	16	269	372	282	227	142	309	22	328	74	108	300
ENSG00000246863	1	3	3	11	22	12	0	1	11	8	2	2	0	2	13
ENSG00000246876	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000246877	84	73	153	87	50	139	17	5	1	17	1	38	51	73	10
ENSG00000246889	55	40	30	35	18	34	29	31	82	50	5	25	27	31	36
ENSG00000246898	34	145	21	7	19	6	50	63	29	57	57	11	12	6	5
ENSG00000246922	474	565	538	2019	92	641	147	176	223	95	85	237	87	385	94
ENSG00000246982	24	8	24	25	41	53	12	32	10	18	0	51	59	4	128
ENSG00000246985	821	701	1810	132	1688	362	59	492	26	66	58	999	3170	356	528
ENSG00000247011	0	5	2	226	2	2	0	0	0	0	0	6	2	1	1
ENSG00000247033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247077	1666	1901	919	2513	2353	1973	1708	1202	1856	4377	1030	3462	1901	1275	1908
ENSG00000247081	220	306	479	537	1297	187	48	14	773	311	9	184	15	205	135
ENSG00000247092	138	596	357	287	186	365	136	106	226	163	81	121	163	156	177
ENSG00000247095	531	649	381	712	268	1290	265	82	903	453	28	552	51	301	465
ENSG00000247121	38	100	96	182	145	151	30	53	37	63	84	138	37	40	72
ENSG00000247130	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000247131	0	3	0	0	0	2	0	37	0	0	7	0	0	0	5
ENSG00000247134	14	3	26	4	145	1	9	13	10	383	61	373	23	2	11
ENSG00000247137	67	30	117	43	41	76	19	54	70	43	20	21	33	47	30
ENSG00000247151	3	7	12	23	4	14	3	2	10	3	5	23	1	9	9
ENSG00000247157	14	15	69	76	4	22	16	7	166	104	14	13	27	52	25
ENSG00000247193	0	0	2	0	1	0	0	2	0	0	17	0	0	1	4
ENSG00000247199	22	7	22	12	31	5	18	23	10	3	27	14	9	11	13
ENSG00000247213	0	0	2	0	3	0	0	1	1	0	0	3	0	1	1
ENSG00000247228	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000247240	48	115	134	204	83	119	68	77	158	193	57	100	19	67	118
ENSG00000247271	295	230	634	1162	428	588	161	143	189	830	313	220	181	340	161
ENSG00000247287	9	13	10	2	15	13	10	16	4	0	0	4	0	5	8
ENSG00000247311	2	28	1	9	6	8	1	0	91	7	0	5	0	7	14
ENSG00000247315	1579	1827	574	850	2122	1260	1093	2509	1146	746	1192	1107	2241	536	1476
ENSG00000247317	117	28	109	189	74	43	61	14	9	353	116	34	63	243	12
ENSG00000247324	17	6	14	5	10	11	0	3	3	0	1	5	2	8	1
ENSG00000247345	0	2	2	8	0	3	4	3	2	0	0	3	1	2	7
ENSG00000247363	13	10	28	36	9	44	7	80	16	21	144	8	7	6	5
ENSG00000247372	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0
ENSG00000247373	183	156	190	137	87	151	60	76	101	59	95	123	55	128	33
ENSG00000247381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247400	145	176	130	57	234	207	126	34	74	23	67	611	41	66	164
ENSG00000247402	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247416	114	110	193	1333	133	72	4	13	12	87	12	70	169	173	169
ENSG00000247473	2	3	1	0	1	2	1	1	3	1	0	0	0	1	3
ENSG00000247498	32	20	9	9	18	23	53	26	34	38	14	198	568	11	12
ENSG00000247516	316	651	400	16	13	968	990	223	11	160	216	16	739	404	381
ENSG00000247556	4026	8923	4658	6313	9327	12083	6045	4895	4028	4591	3631	4377	1772	4724	6011
ENSG00000247570	1	1	0	0	1	1	1	1	4	2	0	0	0	0	1
ENSG00000247572	446	597	848	510	611	1094	474	305	272	457	195	605	256	300	261
ENSG00000247595	27	25	24	16	25	25	6	20	29	25	36	56	34	21	21
ENSG00000247596	3126	2521	3695	4073	6348	2924	3293	2583	4769	3553	6520	4519	9388	1554	2813
ENSG00000247624	6	6	12	12	7	10	3	2	2	1	1	1	0	11	3
ENSG00000247626	121	210	94	169	351	235	219	185	349	381	34	196	27	71	114
ENSG00000247627	3781	3138	3280	64	52	4693	1144	1740	2053	18	658	2237	34	1163	1755
ENSG00000247675	12	38	24	44	10	43	10	13	28	16	10	35	22	9	19
ENSG00000247679	153	82	101	61	154	192	94	125	139	326	62	129	64	166	83
ENSG00000247699	0	0	0	2	2	3	0	0	0	1	0	0	2	1	0
ENSG00000247708	56	172	73	52	75	122	51	84	242	91	55	142	40	33	38
ENSG00000247728	6	11	15	22	23	17	2	2	5	3	3	10	1	5	5
ENSG00000247735	14	56	33	52	59	67	11	10	35	77	1	65	1	30	49
ENSG00000247746	249	392	282	516	835	739	207	239	324	17	247	357	278	593	67
ENSG00000247763	1	9	1	0	2	2	0	2	8	0	1	3	2	2	0
ENSG00000247765	1	0	0	1	2	2	0	0	2	1	0	6	2	0	0
ENSG00000247774	232	44	383	76	312	13	143	316	136	234	1809	18	302	65	91
ENSG00000247775	0	7	1	15	0	0	0	0	0	0	0	0	12	0	0
ENSG00000247796	156	131	238	340	281	211	62	65	142	283	155	197	210	156	129
ENSG00000247809	300	72	317	49	257	90	128	388	34	79	50	203	113	39	7
ENSG00000247810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247828	408	219	353	261	524	944	168	169	634	88	304	310	339	243	220
ENSG00000247853	24	19	35	76	25	28	21	16	65	55	16	9	21	15	13
ENSG00000247867	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000247872	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000247877	3	4	5	9	6	5	3	2	0	4	9	0	0	1	2
ENSG00000247903	651	407	451	316	269	329	452	321	912	927	571	264	408	235	174
ENSG00000247911	1	2	0	0	1	0	1	0	1	0	0	0	0	0	1
ENSG00000247925	4	1	3	1	0	8	1	1	1	3	0	2	3	0	1
ENSG00000247934	108	118	147	189	170	270	115	90	196	127	93	126	133	120	53
ENSG00000247950	52	53	59	38	33	47	29	22	16	14	30	44	22	32	21
ENSG00000247970	4	10	21	7	24	10	4	6	0	2	0	1	9	8	5
ENSG00000247982	154	126	162	22	25	96	52	53	82	85	50	62	98	88	246
ENSG00000247993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248008	326	316	219	399	520	474	160	173	347	478	211	484	518	237	418
ENSG00000248015	18	173	75	7	7	37	13	9	4	0	0	10	7	11	7
ENSG00000248019	113	106	79	23	48	65	37	103	125	30	35	72	10	26	68
ENSG00000248027	10	34	16	61	10	13	14	14	5	13	13	9	16	18	13
ENSG00000248029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000248049	506	396	365	548	376	308	296	130	534	183	473	469	727	179	406
ENSG00000248050	0	0	4	16	3	0	0	0	0	0	0	0	0	1	1
ENSG00000248079	18	53	45	77	26	104	15	13	104	80	23	10	123	15	23
ENSG00000248092	823	1884	1290	1754	2946	3014	1414	1053	2189	1124	351	1834	580	859	1441
ENSG00000248098	218	176	170	167	453	229	191	143	162	133	33	274	19	103	451
ENSG00000248099	9	0	8	0	7	0	0	7	0	0	25	1	41	0	3
ENSG00000248100	0	0	1	0	1	0	1	2	1	1	0	0	2	0	0
ENSG00000248101	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
ENSG00000248103	4	1	2	0	0	3	1	0	0	0	0	2	0	2	1
ENSG00000248104	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1
ENSG00000248105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248109	0	0	0	3	0	1	8	7	0	0	0	0	0	9	0
ENSG00000248112	0	0	0	1	1	0	2	1	2	0	0	2	0	0	8
ENSG00000248113	0	1	0	3	3	5	0	0	3	5	0	0	0	1	5
ENSG00000248114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248115	4	1	2	1	2	2	0	3	0	2	1	0	1	0	0
ENSG00000248117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248121	8	19	2	11	4	39	0	1	3	14	0	21	0	4	4
ENSG00000248122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000248124	556	429	419	97	362	305	260	205	235	110	114	173	107	179	164
ENSG00000248125	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000248126	4	10	3	6	8	25	14	4	11	0	3	5	1	6	4
ENSG00000248127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248131	0	0	0	0	135	0	0	0	1	0	0	0	0	0	0
ENSG00000248132	2	2	1	1	2	1	31	9	0	1	0	1	0	0	0
ENSG00000248133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248138	0	1	1	0	3	0	0	2	56	0	0	0	2	0	1
ENSG00000248139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248143	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000248144	19	4	15	11	2	1	1008	3574	2	19	2329	2066	13	2	15
ENSG00000248145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248148	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
