TCGA.50.5066	TCGA.55.6712	TCGA.50.5068	TCGA.55.6979	TCGA.50.5072	TCGA.50.5055	TCGA.55.8615	TCGA.73.A9RS	TCGA.50.5936	TCGA.53.7813	TCGA.95.A4VP
ENSG00000260962	4	0	0	0	0	0	0	0	0	0	0
ENSG00000260963	0	0	0	0	33	2	5	2	0	3	11
ENSG00000260965	0	0	0	0	0	0	0	0	0	1	0
ENSG00000260966	411	73	46	111	98	93	58	37	204	161	77
ENSG00000260967	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260969	4	0	3	0	0	1	2	17	0	0	1
ENSG00000260970	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260971	22	7	2	4	14	3	4	2	3	5	13
ENSG00000260972	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260973	0	0	0	0	0	0	1	0	0	0	0
ENSG00000260974	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260975	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260976	0	0	0	0	24	1	49	7	0	1	1
ENSG00000260978	2	0	0	0	1	0	0	0	0	0	0
ENSG00000260979	2	1	7	1	0	13	2	0	0	2	4
ENSG00000260981	0	0	0	1	0	0	0	0	0	0	16
ENSG00000260983	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260984	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260986	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260988	2	1	0	1	7	1	9	6	1	4	2
ENSG00000260989	11	4	1	1	0	0	3	1	5	1	1
ENSG00000260990	0	0	0	0	1	0	0	1	1	0	2
ENSG00000260991	0	0	0	0	0	0	1	0	0	0	1
ENSG00000260992	114	21	39	18	25	20	48	8	69	24	26
ENSG00000260994	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260995	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260996	16	1	3	2	13	18	7	5	20	4	60
ENSG00000260997	89	60	25	71	90	81	15	8	86	44	149
ENSG00000260999	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261000	3	0	1	1	1	4	1	0	2	4	2
ENSG00000261002	26	2	1	14	4	0	4	4	5	4	7
ENSG00000261003	1	0	0	2	4	0	0	0	17	1	0
ENSG00000261007	5	3	2	1	0	0	0	0	0	1	0
ENSG00000261008	80	7	14	3	55	13	28	40	1	27	45
ENSG00000261009	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261010	0	0	0	0	12	0	0	1	0	0	0
ENSG00000261011	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261012	1	0	0	0	1	0	0	0	0	0	0
ENSG00000261014	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261017	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261018	1	1	0	0	0	0	0	0	0	0	0
ENSG00000261019	16	1	3	1	5	2	5	1	1	6	0
ENSG00000261020	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261024	5	0	0	1	0	0	3	0	0	5	0
ENSG00000261025	0	0	0	0	2	0	0	0	0	0	2
ENSG00000261026	8	0	1	17	1	5	1	0	47	5	11
ENSG00000261028	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261029	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261030	0	0	0	0	0	1	0	0	1	0	0
ENSG00000261033	7	1	0	0	6	1	7	1	0	1	8
ENSG00000261035	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261036	1	0	0	0	1	0	0	0	0	0	0
ENSG00000261037	3	0	0	0	0	1	0	0	0	0	0
ENSG00000261038	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261039	79	6	14	0	25	69	26	2	1	5	4
ENSG00000261040	126	111	465	66	364	548	31	13	75	16	204
ENSG00000261041	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261043	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261044	0	0	0	0	0	0	0	0	0	0	3
ENSG00000261045	0	0	0	0	0	0	1	1	0	0	0
ENSG00000261046	1	0	0	0	26	0	0	0	0	0	0
ENSG00000261047	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261048	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261049	2	2	0	2	2	1	0	0	1	4	1
ENSG00000261051	69	17	5	8	26	8	13	10	11	23	26
ENSG00000261052	6	2	0	1	19	1	3	8	1	1	10
ENSG00000261053	3	0	1	1	0	0	0	0	0	0	0
ENSG00000261054	9	2	0	3	1	0	0	0	2	2	2
ENSG00000261055	4	0	0	2	0	1	0	1	0	0	0
ENSG00000261056	17	0	2	1	1	0	1	1	1	2	3
ENSG00000261057	0	1	0	0	1	0	0	0	0	0	0
ENSG00000261058	2	1	0	0	1	0	0	1	0	0	0
ENSG00000261060	9	0	0	0	4	2	0	0	1	0	2
ENSG00000261061	389	84	66	42	321	101	123	170	41	106	302
ENSG00000261063	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261064	26	5	10	10	23	13	10	6	15	12	9
ENSG00000261065	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261066	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261067	119	10	7	11	25	3	43	48	7	22	100
ENSG00000261068	174	117	5	39	99	12	34	296	36	19	60
ENSG00000261069	66	0	2	4	3	2	12	29	15	8	8
ENSG00000261070	6	2	0	1	6	1	1	1	0	0	0
ENSG00000261071	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261072	3	0	0	0	2	0	0	0	0	0	0
ENSG00000261075	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261076	3	1	1	0	0	2	1	0	0	0	0
ENSG00000261077	1	0	1	0	0	0	0	0	0	0	0
ENSG00000261078	1	0	0	1	0	0	0	0	0	0	0
ENSG00000261079	12	1	3	0	4	5	10	1	7	0	7
ENSG00000261080	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261081	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261082	0	0	0	0	0	0	0	0	3	0	0
ENSG00000261083	15	6	1	11	1	3	2	3	8	11	13
ENSG00000261084	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261087	1189	157	34	35	93	60	157	54	86	197	96
ENSG00000261089	5	1	1	0	11	3	17	8	0	0	34
ENSG00000261090	1	0	1	0	0	0	0	0	0	0	3
ENSG00000261092	0	2	0	0	94	0	0	0	0	0	0
ENSG00000261093	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261094	210	21	50	24	23	23	46	49	23	96	57
ENSG00000261095	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261096	29	0	1	1	4	1	3	2	2	3	3
ENSG00000261097	1	1	2	2	0	1	0	1	9	0	0
ENSG00000261098	354	88	14	78	53	43	28	36	111	95	45
ENSG00000261101	66	9	3	10	11	4	13	12	16	9	5
ENSG00000261102	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261103	0	0	2	0	0	0	0	0	0	0	2
ENSG00000261104	519	31	11	1	27	12	0	0	2	10	0
ENSG00000261105	155	34	90	5	20	46	74	18	7	14	30
ENSG00000261108	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261111	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261113	3	1	0	0	0	0	3	1	0	0	1
ENSG00000261114	85	6	40	15	8	28	15	55	16	56	29
ENSG00000261115	233	39	17	35	1035	185	3	87	45	15	233
ENSG00000261116	18	3	5	8	588	18	2	0	1	101	1
ENSG00000261117	0	0	1	0	2	0	3	0	6	2	0
ENSG00000261118	33	5	18	10	10	11	16	20	7	13	10
ENSG00000261120	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261121	0	1	0	0	0	0	4	3	0	26	0
ENSG00000261122	0	3	1	0	1	0	0	0	0	0	0
ENSG00000261123	157	22	42	1	120	10	151	9	1	37	4
ENSG00000261124	11	3	0	1	0	0	3	4	0	0	4
ENSG00000261126	132	7	9	9	12	5	80	17	15	29	18
ENSG00000261127	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261129	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261130	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261131	10	1	2	6	4	4	6	2	5	16	16
ENSG00000261135	11	1	4	1	8	1	12	1	1	1	6
ENSG00000261136	86	9	19	3	12	4	11	16	4	33	16
ENSG00000261140	4	1	0	1	0	0	0	2	2	1	0
ENSG00000261141	28	4	3	2	0	4	5	9	4	2	1
ENSG00000261143	10	2	0	161	18	3	6	2	664	2	161
ENSG00000261144	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261145	14	0	0	0	1	0	2	0	0	0	0
ENSG00000261146	0	0	0	0	0	0	2	0	0	58	42
ENSG00000261147	10	5	4	1	16	6	7	10	3	6	7
ENSG00000261150	7268	3652	89	505	818	187	1244	436	574	1139	861
ENSG00000261151	0	1	0	0	0	0	0	0	0	0	0
ENSG00000261153	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261154	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261156	1	0	1	0	0	0	1	0	0	0	3
ENSG00000261158	9	2	0	4	0	3	0	0	1	3	1
ENSG00000261159	33	1	6	11	15	6	4	4	2	8	34
ENSG00000261161	0	0	0	0	2	0	0	0	0	0	0
ENSG00000261166	0	0	0	0	1	0	0	2	0	0	0
ENSG00000261167	323	46	16	39	177	48	54	73	93	82	65
ENSG00000261168	24	1	6	3	4	4	9	1	7	1	9
ENSG00000261170	5	0	1	0	1	0	0	0	0	1	0
ENSG00000261172	8	4	1	16	21	2	0	17	19	6	61
ENSG00000261173	15	1	5	0	4	2	2	2	6	8	1
ENSG00000261174	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261175	6	538	8	1	15	12	2	0	1	0	11
ENSG00000261177	0	1	1	0	2	0	0	0	0	0	0
ENSG00000261178	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261181	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261182	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261183	517	103	1536	191	880	246	495	513	215	141	421
ENSG00000261184	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261186	14	2	1	3	5	8	7	3	2	8	29
ENSG00000261187	23	1	5	7	10	3	8	16	7	6	19
ENSG00000261188	253	51	106	30	136	56	75	164	44	82	66
ENSG00000261189	49	9	16	11	299	25	139	306	6	58	49
ENSG00000261190	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261191	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261192	200	2	10	9	48	9	10	6	14	32	49
ENSG00000261193	0	0	0	0	0	1	0	0	0	0	1
ENSG00000261194	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261195	2	2	1	0	1	2	0	0	3	0	0
ENSG00000261196	0	0	0	1	0	0	0	0	1	0	0
ENSG00000261197	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261198	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261199	1	0	0	2	0	0	0	0	0	0	0
ENSG00000261200	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261202	2	1	5	0	2	0	1	0	0	3	0
ENSG00000261203	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261204	6	0	1	1	3	0	2	6	0	0	2
ENSG00000261205	3	0	0	0	0	0	0	0	0	0	0
ENSG00000261206	0	1	1	0	0	0	0	0	0	0	0
ENSG00000261207	39	5	0	3	4	1	8	7	2	8	18
ENSG00000261208	9	3	0	2	2	3	0	0	8	2	1
ENSG00000261209	0	0	0	0	0	0	1	0	0	3	1
ENSG00000261210	10	5	2	2	5	1	0	1	4	4	3
ENSG00000261211	56	13	16	6	135	6	67	78	31	15	27
ENSG00000261212	3	0	0	1	0	0	0	1	0	3	0
ENSG00000261213	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261215	9	4	4	6	7	3	2	5	3	3	6
ENSG00000261216	8	0	0	5	1	0	5	2	5	2	15
ENSG00000261217	5	0	1	0	2	0	0	0	0	0	0
ENSG00000261218	22	12	21	10	20	65	5	1	5	29	35
ENSG00000261219	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261220	40	11	31	11	20	15	8	7	14	187	65
ENSG00000261221	1655	432	154	385	734	506	1788	833	632	396	1392
ENSG00000261222	7	2	2	6	2	4	0	0	22	0	11
ENSG00000261226	4	1	2	1	3	2	2	1	4	1	4
ENSG00000261227	0	0	0	0	3	1	3	0	0	0	3
ENSG00000261229	26	11	11	9	20	9	13	15	11	5	16
ENSG00000261231	14	10	2	0	0	65	0	1	0	5	5
ENSG00000261232	0	1	0	2	1	0	1	0	0	0	0
ENSG00000261233	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261234	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261235	4	1	51	2	37	11	16	0	2	2	28
ENSG00000261236	9292	1562	557	417	3897	852	2857	959	647	954	5392
ENSG00000261238	0	0	0	0	0	2	0	0	0	0	0
ENSG00000261239	2	2	1	0	0	0	0	0	0	2	1
ENSG00000261240	7	0	0	0	0	0	1	1	0	1	0
ENSG00000261241	3	0	0	1	0	1	0	0	0	0	20
ENSG00000261242	10	2	5	0	5	0	7	3	1	1	6
ENSG00000261243	6	1	0	0	2	0	1	3	1	2	0
ENSG00000261244	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261245	4	0	0	3	1	0	0	2	0	0	3
ENSG00000261247	3	0	0	0	4	1	0	0	1	0	1
ENSG00000261248	0	0	0	0	0	0	2	0	0	2	0
ENSG00000261249	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261250	1	0	0	0	0	0	0	1	0	0	0
ENSG00000261251	16	8	2	2	12	3	9	7	2	11	8
ENSG00000261253	8	5	4	3	10	2	8	5	4	4	8
ENSG00000261257	2	0	0	5	0	0	8	0	11	2	24
ENSG00000261259	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261260	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261261	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261263	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261265	5	0	0	2	0	1	0	2	1	0	1
ENSG00000261266	8	2	0	0	0	0	2	0	0	2	2
ENSG00000261267	11	2	1	4	3	0	1	3	2	2	5
ENSG00000261268	2	0	1	0	8	0	0	3	0	0	4
ENSG00000261269	156	91	52	204	118	192	68	36	372	29	265
ENSG00000261270	52	10	36	12	16	13	25	58	12	60	18
ENSG00000261272	232	25	4	13	8	3	2	0	24	11	2
ENSG00000261273	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261274	0	0	0	0	6	0	0	3	0	0	0
ENSG00000261275	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261276	4	0	0	0	0	1	0	0	3	0	0
ENSG00000261278	1	0	0	0	0	0	0	0	1	0	1
ENSG00000261279	0	0	0	0	1	0	0	0	2	1	0
ENSG00000261281	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261282	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261284	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261285	0	0	0	0	0	0	0	0	0	0	1
ENSG00000261286	80	12	2	15	7	3	87	48	35	23	135
ENSG00000261288	0	1	0	0	0	0	0	0	0	0	0
ENSG00000261289	15	2	0	0	2	1	0	1	0	0	1
ENSG00000261290	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261291	1	0	0	2	1	1	0	0	1	1	2
ENSG00000261292	14	0	0	0	0	0	0	0	2	1	2
ENSG00000261293	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261294	0	0	0	1	0	0	0	1	0	0	0
ENSG00000261296	1	1	0	2	2	0	31	12	0	2	13
ENSG00000261298	0	0	12	0	4	0	12	0	0	0	23
ENSG00000261299	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261302	6	2	0	0	1	0	4	1	1	2	3
ENSG00000261303	8	1	0	0	15	0	2	0	0	0	0
ENSG00000261304	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261305	13	110	3	7	11	5	11	3	2	1	1
ENSG00000261307	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261308	29	0	1	5	9	12	121	1	15	5	13
ENSG00000261310	0	0	0	0	2	0	0	0	0	0	0
ENSG00000261312	0	0	0	0	0	0	0	1	1	1	0
ENSG00000261313	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261314	2	1	1	0	5	0	2	0	0	0	0
ENSG00000261315	0	0	0	0	1	0	0	1	0	0	0
ENSG00000261316	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261318	1	3	0	0	7	1	4	4	0	1	0
ENSG00000261319	0	0	0	0	0	0	0	0	0	2	12
ENSG00000261320	3	0	0	0	1	0	0	0	0	0	0
ENSG00000261324	371	57	76	26	41	42	212	164	43	201	111
ENSG00000261325	2	2	1	0	1	6	0	1	0	0	1
ENSG00000261326	585	131	63	46	95	30	133	165	15	461	270
ENSG00000261327	20	4	6	2	23	18	33	6	2	6	22
ENSG00000261329	9	3	0	0	2	0	1	1	0	0	0
ENSG00000261330	1	1	1	0	3	0	1	0	1	1	1
ENSG00000261332	10	2	0	0	16	0	6	54	0	0	1
ENSG00000261333	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261334	16	2	0	0	2	0	5	1	0	0	1
ENSG00000261335	19	1	21	0	15	4	9	10	8	5	4
ENSG00000261336	3	1	0	0	1	0	1	0	0	1	0
ENSG00000261338	170	46	113	149	38	151	63	6	203	32	112
ENSG00000261340	2	0	0	0	0	1	1	0	9	0	0
ENSG00000261341	1	1	5	0	18	1	2	5	0	0	2
ENSG00000261342	130	13	3	4	18	11	32	27	11	1	45
ENSG00000261346	2	0	0	0	2	0	3	1	0	0	0
ENSG00000261347	0	1	0	0	0	0	0	0	1	0	0
ENSG00000261348	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261349	31	0	3	3	3	0	16	8	0	13	10
ENSG00000261350	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261351	164	29	37	56	42	35	43	59	34	26	62
ENSG00000261356	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261357	4	0	2	3	4	2	3	3	5	0	11
ENSG00000261359	3	4	6	2	13	5	6	1	3	0	7
ENSG00000261360	66	10	17	1	8	3	34	27	4	16	19
ENSG00000261362	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261363	0	0	0	0	0	0	0	0	0	0	4
ENSG00000261364	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261365	0	0	0	0	14	0	0	0	0	0	0
ENSG00000261366	69	6	36	4	12	3	6	8	12	15	7
ENSG00000261367	9	0	3	2	1	0	0	0	0	1	0
ENSG00000261368	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261369	4	0	0	0	0	0	0	0	0	0	0
ENSG00000261371	11900	5022	3344	11509	8872	9228	3688	2091	29495	2586	11857
ENSG00000261373	453	7	29	18	313	34	286	112	15	50	283
ENSG00000261375	3	0	0	0	0	0	0	0	0	0	3
ENSG00000261376	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261377	49	9	24	7	97	31	424	3	24	86	161
ENSG00000261379	8	4	1	1	1	0	3	0	0	4	0
ENSG00000261382	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261384	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261385	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261386	8	1	2	1	2	3	8	1	1	20	13
ENSG00000261390	15	0	3	9	40	3	6	1	19	6	19
ENSG00000261391	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261392	3	0	0	0	1	0	0	1	0	1	0
ENSG00000261393	3	0	0	0	0	0	0	2	0	0	7
ENSG00000261394	0	0	0	0	2	0	0	0	0	8	0
ENSG00000261395	9	2	0	1	1	0	0	0	0	1	1
ENSG00000261396	4	0	0	4	1	0	3	0	2	3	1
ENSG00000261397	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261398	0	0	0	0	2	0	0	0	0	0	0
ENSG00000261399	2	0	1	0	0	1	2	0	0	3	5
ENSG00000261400	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261401	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261402	3	1	0	0	0	0	1	0	0	0	0
ENSG00000261403	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261404	3	0	2	2	4	0	1	2	1	2	9
ENSG00000261405	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261407	3	1	1	0	2	1	2	1	3	0	3
ENSG00000261408	194	5	11	30	23	20	146	44	41	50	102
ENSG00000261409	154	1	0	1	0	0	0	0	5	8	2
ENSG00000261410	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261411	1	0	0	0	3	0	0	0	0	0	0
ENSG00000261416	36	4	9	4	6	33	7	4	6	4	33
ENSG00000261418	7	0	0	0	0	0	0	0	2	5	5
ENSG00000261419	12	0	0	0	2	0	3	0	0	1	4
ENSG00000261420	22	1	3	2	5	2	5	3	2	3	4
ENSG00000261421	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261423	55	20	5	22	34	11	27	40	33	21	32
ENSG00000261424	2	0	0	0	0	1	0	0	0	0	1
ENSG00000261426	0	0	0	0	0	0	5	0	0	1	0
ENSG00000261427	4	1	0	1	0	0	0	0	1	0	1
ENSG00000261429	0	0	0	0	1	1	0	0	0	0	0
ENSG00000261430	5	0	0	0	0	2	0	0	0	0	1
ENSG00000261431	1	1	4	0	3	0	1	1	1	0	9
ENSG00000261432	0	0	2	0	1	0	0	0	0	0	3
ENSG00000261433	15	1	0	0	5	1	0	2	2	3	1
ENSG00000261434	23	0	2	0	1	2	10	2	0	4	0
ENSG00000261435	1	0	0	2	0	2	1	0	0	6	0
ENSG00000261436	0	0	0	0	7	0	0	0	0	0	0
ENSG00000261437	322	32	113	45	202	29	150	78	37	256	133
ENSG00000261438	91	50	65	35	42	52	6	2	42	16	50
ENSG00000261439	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261440	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261441	24	5	18	5	15	2	16	11	7	1	9
ENSG00000261442	14	1	1	4	2	0	9	3	1	0	8
ENSG00000261444	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261445	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261446	0	1	0	0	0	0	0	0	0	0	0
ENSG00000261447	6	1	5	1	0	1	0	0	3	0	0
ENSG00000261448	17	4	17	6	52	33	2	2	2	6	111
ENSG00000261449	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261451	9	1	0	2	3	0	6	0	9	1	2
ENSG00000261453	3	0	0	0	0	0	0	0	0	6	0
ENSG00000261455	366	69	361	98	84	118	240	191	201	74	70
ENSG00000261456	33	2	10	1	39	7	39	12	0	37	39
ENSG00000261457	33	3	0	1	10	1	2	0	2	0	1
ENSG00000261458	2	0	0	0	1	0	0	0	0	0	0
ENSG00000261459	1	1	1	0	0	1	0	1	2	0	2
ENSG00000261460	134	10	33	26	37	11	41	55	17	35	59
ENSG00000261461	52	8	21	11	25	12	19	20	8	3	29
ENSG00000261462	1	0	0	1	0	0	0	0	0	2	0
ENSG00000261465	10	2	3	6	6	4	5	0	1	2	5
ENSG00000261466	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261467	0	0	0	2	1	0	0	0	0	0	0
ENSG00000261468	114	37	8	91	33	28	16	7	115	18	65
ENSG00000261469	46	17	5	6	11	1	56	6	17	3	23
ENSG00000261470	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261471	8	2	4	2	1	4	4	0	2	8	20
ENSG00000261472	1	0	0	0	0	0	0	0	0	1	0
ENSG00000261474	102	29	6	24	44	27	33	73	28	27	99
ENSG00000261475	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261476	15	1	0	4	1	0	5	2	1	0	0
ENSG00000261478	5	0	2	0	0	0	0	0	0	0	0
ENSG00000261480	1	0	0	0	0	0	1	0	0	0	0
ENSG00000261481	5	3	2	0	5	1	0	1	1	0	2
ENSG00000261482	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261485	42	5	31	19	7	27	29	33	52	16	51
ENSG00000261486	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261487	23	1	11	5	8	5	7	2	5	3	5
ENSG00000261488	199	50	19	66	83	13	270	6	43	34	172
ENSG00000261489	0	1	0	0	1	0	0	2	0	0	0
ENSG00000261490	214	38	61	43	12	49	50	33	74	148	105
ENSG00000261491	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261497	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261498	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261499	5	6	12	0	3	0	3	0	5	2	4
ENSG00000261501	0	0	0	0	1	0	0	1	0	0	0
ENSG00000261502	0	0	4	0	3	2	0	0	0	10	5
ENSG00000261504	33	5	16	5	23	31	14	1	12	12	21
ENSG00000261505	482	50	9	60	80	25	177	105	44	157	241
ENSG00000261507	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261509	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261511	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261512	243	69	24	59	134	69	106	68	114	25	134
ENSG00000261513	0	0	0	0	0	0	1	2	1	0	13
ENSG00000261514	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261515	0	0	0	0	0	0	0	0	0	2	0
ENSG00000261517	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261519	5	0	0	0	2	1	3	1	0	1	1
ENSG00000261520	1	37	2	0	1	1	0	0	2	3	7
ENSG00000261522	1	0	0	0	0	1	0	0	0	4	0
ENSG00000261523	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261524	0	0	0	0	12	0	0	0	0	0	0
ENSG00000261526	174	16	245	29	43	68	160	104	21	70	165
ENSG00000261527	5	0	0	0	1	0	1	2	0	0	2
ENSG00000261528	18	0	0	2	0	1	0	4	1	2	1
ENSG00000261529	9	0	0	1	1	0	3	1	1	1	1
ENSG00000261532	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261534	542	391	38	88	39	69	140	7	164	71	239
ENSG00000261535	8	0	0	2	1	1	1	2	3	6	8
ENSG00000261536	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261537	1	0	0	1	0	0	1	1	0	4	1
ENSG00000261538	2	0	0	0	1	0	0	0	0	0	1
ENSG00000261540	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261541	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261542	154	22	16	22	35	16	25	19	18	70	24
ENSG00000261543	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261544	3	0	0	1	0	0	0	1	0	1	0
ENSG00000261546	24	1	4	2	3	3	3	1	1	1	0
ENSG00000261548	11	12	3	1	0	0	0	1	1	1	0
ENSG00000261549	6	0	1	0	1	0	1	0	0	0	0
ENSG00000261552	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261553	325	120	14	113	75	17	23	27	86	9	39
ENSG00000261554	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261555	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261556	93	21	22	19	32	41	99	76	27	74	97
ENSG00000261557	89	15	6	24	31	4	11	3	3	4	10
ENSG00000261558	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261559	16	7	0	0	6	0	0	0	0	0	1
ENSG00000261560	44	2	6	44	17	7	12	9	48	46	41
ENSG00000261561	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261564	0	0	0	0	0	0	14	0	0	1	9
ENSG00000261566	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261569	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261570	2	0	0	0	0	0	0	0	0	1	0
ENSG00000261572	380	75	112	83	115	25	123	229	265	16	85
ENSG00000261573	0	0	0	0	0	1	0	1	0	1	0
ENSG00000261575	9	2	22	5	10	7	6	7	1	5	4
ENSG00000261578	1128	129	8	9	203	42	71	379	16	9	21
ENSG00000261580	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261581	0	0	1	0	0	0	0	0	0	0	0
