TCGA.NH.A50U	TCGA.A6.A565	TCGA.AA.A02K	TCGA.AZ.6606	TCGA.NH.A8F8	TCGA.AZ.4682	TCGA.AA.3973	TCGA.AZ.6600	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.AA.3692
ENSG00000263011	3	5	8	2	5	5	5	7	10	1	1	2
ENSG00000263015	0	2	0	0	0	0	0	0	0	1	0	1
ENSG00000263017	0	1	0	0	0	1	7	0	0	5	1	4
ENSG00000263020	9	7	6	4	4	14	2	11	6	5	0	10
ENSG00000263029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263033	1	15	5	12	5	1	3	4	6	3	0	6
ENSG00000263041	0	2	2	1	0	5	0	0	0	0	2	1
ENSG00000263045	1	6	1	0	0	0	0	3	1	0	0	0
ENSG00000263050	41	71	12	20	9	22	4	45	6	14	4	13
ENSG00000263051	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263063	5	3	3	3	0	3	2	2	3	1	0	13
ENSG00000263065	3	2	0	0	9	1	2	4	1	0	6	0
ENSG00000263069	62	101	39	16	36	19	19	25	51	12	13	21
ENSG00000263070	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263072	433	379	814	235	346	341	122	126	333	139	125	188
ENSG00000263080	17	12	14	9	5	22	6	9	3	13	2	9
ENSG00000263081	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263089	26	113	28	28	54	3	10	31	47	12	13	6
ENSG00000263096	0	0	2	1	4	1	0	1	19	10	15	8
ENSG00000263098	0	3	2	0	2	2	0	0	0	1	0	0
ENSG00000263105	13	8	9	1	3	11	2	4	7	13	1	1
ENSG00000263107	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263120	2	7	1	1	1	0	1	0	0	0	0	0
ENSG00000263125	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000263126	150	151	90	30	83	44	26	34	56	36	44	30
ENSG00000263142	200	263	237	141	228	52	39	167	205	46	64	92
ENSG00000263146	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263154	4	8	42	24	0	0	24	0	2	5	1	0
ENSG00000263155	168	561	201	211	282	259	63	163	261	38	94	57
ENSG00000263159	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263164	16	15	0	1	2	3	3	8	1	4	1	8
ENSG00000263165	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263167	0	1	6	1	1	1	3	0	1	0	0	0
ENSG00000263171	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263176	0	1	0	0	0	0	2	0	0	0	0	0
ENSG00000263177	8	5	0	2	0	2	0	2	0	4	0	0
ENSG00000263179	4	11	3	5	1	2	4	4	0	4	3	7
ENSG00000263189	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000263196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263199	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000263201	1	1	0	1	0	0	0	0	0	0	0	0
ENSG00000263206	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263207	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263212	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000263218	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263219	11	6	1	0	1	5	19	2	0	12	16	20
ENSG00000263220	4	14	4	6	2	1	0	5	1	0	3	0
ENSG00000263232	1	22	6	5	2	10	49	3	1	10	4	10
ENSG00000263234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263235	33	32	87	14	22	6	11	4	38	13	14	19
ENSG00000263237	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263241	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000263244	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263252	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263253	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263257	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000263264	3	356	11	21	9	14	12	23	6	7	2	9
ENSG00000263266	463	311	270	355	120	1496	574	115	171	905	226	841
ENSG00000263271	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263272	387	382	222	149	197	66	142	117	82	84	58	93
ENSG00000263276	27	41	18	11	29	12	27	11	18	15	12	10
ENSG00000263278	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263279	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263280	6	15	31	1	5	6	10	4	6	6	4	8
ENSG00000263293	6	27	3	5	11	6	0	18	4	2	2	7
ENSG00000263300	4	4	3	0	0	0	0	0	2	0	0	0
ENSG00000263301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263305	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263307	27	22	11	2	17	7	6	15	6	6	3	7
ENSG00000263311	1	4	1	0	2	0	9	0	0	2	0	0
ENSG00000263312	2	6	0	5	0	1	0	7	2	3	0	1
ENSG00000263316	0	0	5	7	0	0	0	0	10	0	4	1
ENSG00000263317	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000263321	12	14	16	2	5	3	3	4	9	2	3	3
ENSG00000263325	3	55	0	21	13	7	1	2	159	10	6	2
ENSG00000263326	8	23	9	4	8	1	2	4	2	2	0	3
ENSG00000263327	143	199	95	17	46	91	91	118	29	55	23	133
ENSG00000263331	33	5	7	0	1	5	9	0	0	4	4	4
ENSG00000263335	41	93	58	58	139	37	33	39	24	12	80	20
ENSG00000263338	2	3	5	2	0	1	6	2	0	2	1	0
ENSG00000263342	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000263343	2	4	0	2	0	2	2	1	0	2	0	2
ENSG00000263345	80	119	46	21	33	12	15	14	24	9	8	5
ENSG00000263353	0	1	1	6	1	6	4	0	0	3	0	1
ENSG00000263354	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263360	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263361	0	6	8	2	3	0	0	2	2	0	0	0
ENSG00000263363	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263366	1	12	2	1	0	2	2	1	0	1	3	2
ENSG00000263368	2	0	0	0	0	1	0	1	1	0	1	0
ENSG00000263369	1	0	0	0	0	4	0	0	0	0	0	0
ENSG00000263370	6	11	2	1	0	0	1	1	2	0	1	0
ENSG00000263372	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263375	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263381	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263382	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000263388	2	0	1	1	1	0	0	2	0	1	0	1
ENSG00000263389	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263390	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263393	5	21	3	1	5	1	0	8	3	7	1	1
ENSG00000263394	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263396	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000263399	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263400	39	89	6	8	15	30	1	111	3	6	3	31
ENSG00000263403	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000263405	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000263407	0	1	0	0	0	0	1	0	0	0	2	0
ENSG00000263409	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263410	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263412	48	19	78	39	19	23	11	2	12	4	4	15
ENSG00000263413	0	15	0	0	1	0	0	2	1	0	0	1
ENSG00000263414	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263417	0	12	0	0	0	0	0	0	0	0	0	0
ENSG00000263424	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263426	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263427	0	11	2	1	0	0	0	0	2	0	0	0
ENSG00000263429	1367	2386	792	1733	409	1027	281	2981	263	760	214	761
ENSG00000263432	5	28	5	49	25	17	6	26	23	5	15	4
ENSG00000263433	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263435	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263436	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263438	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000263439	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263443	0	0	0	1	1	1	0	0	0	0	1	0
ENSG00000263445	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000263450	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000263453	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263456	0	2	0	0	1	0	0	0	0	0	0	0
ENSG00000263458	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263460	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263464	2	6	0	0	0	2	0	1	1	0	0	0
ENSG00000263465	4514	3239	2659	3397	2342	2892	2127	3356	1766	1277	988	2006
ENSG00000263466	3	20	11	2	3	2	1	7	5	1	4	1
ENSG00000263468	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263476	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263477	0	0	1	0	0	0	0	4	1	0	0	0
ENSG00000263479	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263482	0	21	0	0	1	0	1	5	1	0	0	1
ENSG00000263483	1	0	1	0	0	1	0	0	0	0	1	0
ENSG00000263485	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263489	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263490	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263494	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263499	2	4	1	0	0	0	0	3	0	0	0	0
ENSG00000263501	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263503	0	34	0	9	0	1	8	0	1	0	0	1
ENSG00000263505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263508	12	56	8	24	0	16	1	65	1	7	4	1
ENSG00000263510	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263511	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000263512	0	0	0	1	0	1	0	0	0	0	0	2
ENSG00000263513	5	36	54	10	5	6	0	1	11	2	1	3
ENSG00000263514	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263515	0	0	0	1	2	0	0	1	0	0	1	0
ENSG00000263520	57	0	58	11	4	20	1	0	28	0	1	8
ENSG00000263526	1	2	1	0	2	0	0	0	0	0	0	0
ENSG00000263527	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263528	2480	1451	1245	1640	811	1895	589	874	1318	500	328	930
ENSG00000263529	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263531	10	6	38	8	5	2	4	11	4	2	1	7
ENSG00000263533	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263535	13	10	6	21	7	33	0	10	5	0	0	4
ENSG00000263537	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263540	2	0	0	0	1	1	0	0	2	1	0	0
ENSG00000263547	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000263551	0	0	20	0	0	0	0	0	0	0	0	0
ENSG00000263556	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263558	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263561	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263563	310	219	163	296	113	189	219	185	60	193	556	226
ENSG00000263567	3	2	3	0	2	0	0	0	0	0	0	0
ENSG00000263571	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263572	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263573	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263574	1	12	0	4	0	0	0	0	0	0	0	0
ENSG00000263575	0	0	1	0	3	0	1	2	0	0	0	0
ENSG00000263581	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263583	0	0	0	0	1	0	0	0	1	0	2	0
ENSG00000263584	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263585	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263586	5	11	0	3	3	2	0	7	0	0	2	2
ENSG00000263588	18	18	24	5	9	49	12	9	15	37	6	26
ENSG00000263590	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000263593	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263594	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263595	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000263597	25	34	40	12	11	10	7	25	6	9	12	8
ENSG00000263600	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263602	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263603	10	7	5	2	0	0	5	1	4	2	2	0
ENSG00000263604	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263606	6	9	2	2	2	1	0	2	1	0	3	3
ENSG00000263608	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000263609	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263611	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263612	3	7	4	1	2	3	1	1	2	1	0	0
ENSG00000263613	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263615	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263616	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263618	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263620	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263622	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263624	8	21	9	2	22	1	0	2	4	0	1	0
ENSG00000263627	2	9	1	2	1	1	0	1	1	0	0	3
ENSG00000263628	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263631	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263634	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263635	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263637	0	0	0	1	0	0	0	1	1	0	0	0
ENSG00000263639	0	0	1	11	0	8	0	0	0	1	0	0
ENSG00000263641	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263642	0	0	1	0	0	0	0	4	0	0	0	0
ENSG00000263643	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263644	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000263647	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000263648	4	5	2	1	3	3	4	5	1	3	0	5
ENSG00000263649	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263652	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263655	1	1	0	0	0	0	0	1	0	0	0	0
ENSG00000263657	3	7	5	2	1	0	3	2	2	1	2	5
ENSG00000263666	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000263667	0	4	0	0	1	0	0	0	0	0	0	0
ENSG00000263669	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000263670	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000263672	1	1	0	0	2	0	0	0	0	0	0	1
ENSG00000263674	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263675	9	10	3	2	1	3	0	8	9	1	1	0
ENSG00000263676	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000263677	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263680	11	19	5	11	7	6	2	2	17	5	7	7
ENSG00000263681	3	4	0	0	1	0	0	1	2	2	0	1
ENSG00000263682	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263683	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263684	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263688	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263690	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263693	0	1	1	0	1	0	0	2	0	1	0	0
ENSG00000263697	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000263698	0	2	3	2	1	3	0	1	3	0	1	1
ENSG00000263705	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263707	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263708	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000263709	0	2	0	0	1	0	0	0	0	0	0	0
ENSG00000263711	248	1	218	1	1	1	0	0	0	0	0	602
ENSG00000263712	3	1	1	0	4	0	2	3	2	1	0	0
ENSG00000263715	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263716	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263717	4	6	8	0	0	0	4	1	0	0	0	1
ENSG00000263718	17	44	9	26	0	9	1	25	5	0	5	2
ENSG00000263720	3	0	6	0	0	0	0	0	0	0	0	0
ENSG00000263723	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000263724	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000263725	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263727	1	2	2	1	0	1	0	2	1	0	2	0
ENSG00000263729	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263730	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263731	276	210	278	198	283	246	56	292	492	106	155	178
ENSG00000263733	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000263734	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263735	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263740	4	2	6	11	1	39	12	10	6	2	1	4
ENSG00000263741	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263742	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000263744	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263745	29	10	38	2	5	3	6	2	2	1	1	26
ENSG00000263746	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263748	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263749	0	0	2	0	1	0	0	0	0	0	0	0
ENSG00000263750	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263752	1	0	2	0	0	0	0	0	1	0	1	0
ENSG00000263753	1615	1424	1452	603	556	747	423	1330	953	435	387	1075
ENSG00000263755	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263756	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263761	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263762	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000263763	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263764	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263765	0	3	0	1	0	0	0	0	0	0	1	0
ENSG00000263766	21	17	20	18	15	15	9	12	14	3	6	13
ENSG00000263772	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263776	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263781	1	3	4	5	1	3	16	3	1	17	13	23
ENSG00000263783	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263785	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263786	40	59	35	16	21	19	11	35	44	10	19	14
ENSG00000263787	1	4	12	1	0	1	0	1	4	1	4	4
ENSG00000263788	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263790	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263793	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263794	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263795	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263797	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263798	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000263800	0	0	1	1	0	0	1	0	1	0	0	1
ENSG00000263809	2	8	0	2	2	0	3	3	1	1	0	1
ENSG00000263811	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263813	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000263815	2	0	0	1	0	1	1	0	0	1	0	0
ENSG00000263816	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263818	14	13	103	6	6	19	6	3	3	9	7	23
ENSG00000263821	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000263823	34	47	45	23	20	15	7	42	29	4	7	17
ENSG00000263826	59	52	40	17	33	16	9	24	49	4	13	7
ENSG00000263828	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263829	9	3	1	4	1	3	12	4	3	15	4	10
ENSG00000263831	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263834	3	2	17	3	24	1	2	2	8	3	2	1
ENSG00000263838	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263841	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000263843	57	109	68	35	55	40	39	28	58	12	13	45
ENSG00000263846	3	2	6	3	0	4	9	2	1	13	1	15
ENSG00000263847	9	43	22	7	4	2	8	11	20	0	3	3
ENSG00000263849	3	1	1	0	0	0	0	0	1	0	0	0
ENSG00000263857	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000263858	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263859	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263860	1	2	0	1	0	0	0	0	0	1	0	0
ENSG00000263861	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263862	0	4	3	0	1	0	1	4	1	0	0	0
ENSG00000263863	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263870	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000263872	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263873	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263874	86	75	493	48	107	56	25	69	39	8	14	24
ENSG00000263878	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263881	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263882	0	1	0	0	0	1	0	0	0	0	1	0
ENSG00000263883	1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000263884	6	21	20	6	2	7	5	6	9	3	3	9
ENSG00000263885	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263887	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000263890	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263892	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000263893	48	66	6	53	28	57	22	31	68	17	15	43
ENSG00000263894	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263895	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263897	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263904	0	3	0	2	1	1	0	1	2	0	0	0
ENSG00000263905	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000263908	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000263909	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000263914	0	4	0	1	0	0	0	0	1	0	0	2
ENSG00000263916	9	28	8	5	6	2	0	6	4	2	5	4
ENSG00000263917	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263918	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263923	0	1	0	0	0	0	0	2	0	0	0	1
ENSG00000263924	1	5	1	0	0	1	0	1	0	0	2	0
ENSG00000263926	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263932	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263934	1	2	1	7	2	2	0	8	0	0	0	0
ENSG00000263935	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000263938	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263940	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263941	16	5	5	3	3	4	1	4	0	3	0	2
ENSG00000263944	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000263945	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263946	0	0	6	6	0	0	0	0	0	0	0	0
ENSG00000263952	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263955	0	1	3	0	1	0	0	0	0	0	0	0
ENSG00000263956	356	396	287	309	272	217	166	125	176	57	80	137
ENSG00000263958	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000263961	157	190	8	6	7	14	4	129	27	1	0	14
ENSG00000263963	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263964	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263967	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263968	46	35	32	21	33	7	5	2	11	8	0	7
ENSG00000263969	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000263970	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000263972	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263973	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263974	0	1	0	0	0	1	0	1	0	0	0	0
ENSG00000263976	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263978	0	1	0	1	0	0	0	0	0	1	0	0
ENSG00000263979	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000263981	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263982	3	5	3	1	2	1	0	0	3	0	2	1
ENSG00000263986	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263987	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000263988	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263989	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000263990	51	36	40	5	36	11	17	11	20	8	8	12
ENSG00000263993	0	3	2	1	0	0	0	0	0	0	0	0
ENSG00000263999	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264000	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000264002	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264004	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264005	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000264006	24	7	7	2	0	2	1	0	13	2	2	1
ENSG00000264007	2	1	1	0	2	0	0	0	0	0	0	0
ENSG00000264010	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264012	5	16	9	3	8	0	0	6	3	2	2	3
ENSG00000264013	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264014	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000264015	1	1	0	0	1	0	0	0	1	0	0	0
ENSG00000264016	0	28	0	3	4	5	0	39	0	0	5	9
ENSG00000264017	0	2	2	0	2	1	0	1	0	0	0	0
ENSG00000264019	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264023	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264024	0	3	1	0	0	0	0	1	0	0	0	0
ENSG00000264026	5	3	7	2	5	0	5	2	1	2	2	1
ENSG00000264028	1	4	0	1	0	0	1	0	0	0	1	0
ENSG00000264029	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000264030	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264031	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000264032	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264036	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264037	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264040	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264041	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000264044	15	10	9	3	7	3	1	1	6	2	1	3
ENSG00000264047	1	1	0	0	0	0	0	0	1	0	0	0
ENSG00000264049	5	3	0	1	0	1	0	1	1	0	1	7
ENSG00000264050	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000264054	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000264056	1	3	0	0	1	0	0	2	1	0	0	0
ENSG00000264057	18	28	17	6	6	6	7	1	5	1	0	6
