TCGA.FS.A1ZE	TCGA.W3.AA1O	TCGA.EE.A185	TCGA.GN.A8LK	TCGA.EE.A2MD	TCGA.EE.A2MQ	TCGA.HR.A2OH	TCGA.EB.A5FP	TCGA.EE.A3JI	TCGA.FS.A4F0	TCGA.EE.A29Q	TCGA.EE.A29V	TCGA.EE.A2ML	TCGA.ER.A19H
ENSG00000269136	1	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000269138	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000269139	0	3	1	0	0	0	0	0	1	5	2	1	1	3
ENSG00000269145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269148	8	7	3	5	6	2	5	11	18	14	5	1	5	7
ENSG00000269151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269153	3	4	0	0	2	4	6	6	3	3	6	5	2	2
ENSG00000269154	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000269155	13	23	0	1	11	10	1	10	1	3	15	13	3	22
ENSG00000269161	4	9	0	0	0	15	1	7	26	21	7	2	0	10
ENSG00000269172	1	0	0	0	1	0	1	0	1	0	0	0	0	1
ENSG00000269176	26	56	11	46	29	54	44	55	52	85	111	214	64	84
ENSG00000269177	0	2	0	1	0	0	0	1	1	1	2	0	1	0
ENSG00000269179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269189	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000269190	1706	1914	646	1041	1592	1318	732	588	3327	3220	3155	2074	1350	705
ENSG00000269191	8	12	3	5	5	5	4	7	8	10	9	1	4	12
ENSG00000269194	28	38	14	138	21	12	21	43	81	20	91	24	27	24
ENSG00000269210	6	0	2	17	0	1	161	2	1	0	69	67	2	4
ENSG00000269220	11	4	1	1	24	6	70	5	16	3	18	7	27	29
ENSG00000269226	9	0	1	0	0	2	4	0	0	0	11	2	4	0
ENSG00000269228	0	0	0	2	0	0	1	0	12	4	7	3	1	0
ENSG00000269235	16	1	0	2	13	2	4	8	8	16	5	3	4	1
ENSG00000269236	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000269237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269242	14	17	12	27	15	10	26	10	85	21	64	21	20	17
ENSG00000269243	6	8	3	4	2	5	3	9	16	9	6	5	3	5
ENSG00000269244	2	0	0	0	0	0	1	0	1	0	3	0	0	0
ENSG00000269246	1	7	4	17	15	6	3	2	12	6	8	11	1	7
ENSG00000269253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269256	4	0	1	0	0	5	0	0	0	1	0	0	0	0
ENSG00000269266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269274	0	0	0	0	0	1	0	0	0	1	0	0	0	1
ENSG00000269275	0	6	0	0	0	0	0	0	6	0	3	0	0	0
ENSG00000269281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269288	0	0	0	2	4	4	0	6	1	1	0	2	0	0
ENSG00000269289	0	0	4	1	3	0	1	0	3	0	0	1	0	0
ENSG00000269292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269293	265	525	272	1236	978	498	427	717	340	377	758	1111	256	301
ENSG00000269296	5	1	2	4	2	1	4	0	2	0	2	3	0	2
ENSG00000269300	0	0	2	1	0	0	0	2	5	9	3	1	0	0
ENSG00000269303	0	0	0	1	1	0	2	2	1	1	5	1	2	6
ENSG00000269304	2	3	3	1	0	2	5	5	5	4	6	6	2	0
ENSG00000269307	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000269313	36	136	83	183	61	76	80	156	153	101	147	359	40	127
ENSG00000269316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269318	18	11	6	18	16	14	7	13	28	30	21	20	7	28
ENSG00000269320	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000269321	9	7	0	0	6	0	1	4	1	2	5	1	3	2
ENSG00000269332	0	0	0	0	3	0	0	0	0	2	0	0	0	0
ENSG00000269335	344	370	253	444	359	496	443	479	425	982	636	645	514	557
ENSG00000269343	636	637	447	353	1158	397	362	2177	882	703	948	872	232	979
ENSG00000269345	0	1	0	1	5	11	0	0	0	5	0	0	0	0
ENSG00000269349	1	0	1	0	5	5	0	1	0	5	0	0	1	3
ENSG00000269350	2	0	0	0	2	0	0	1	1	0	1	0	0	0
ENSG00000269352	140	157	29	115	114	74	95	140	254	380	123	87	81	127
ENSG00000269353	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000269354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269356	7	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000269364	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000269365	2	0	0	3	0	0	5	2	0	0	9	0	0	7
ENSG00000269371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269373	0	0	0	1	0	0	0	0	0	2	0	0	1	0
ENSG00000269374	69	28	53	26	113	35	32	56	33	46	27	70	32	113
ENSG00000269376	42	0	0	6	0	0	7	5	1	0	0	0	0	0
ENSG00000269378	43	24	8	5	23	21	27	11	70	17	80	15	19	23
ENSG00000269383	2	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000269385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269386	66	45	31	31	84	123	60	57	221	125	176	61	84	106
ENSG00000269387	2	0	0	0	0	0	2	0	2	2	0	0	0	1
ENSG00000269388	2	1	41	13	2	1	19	17	6	28	32	33	5	5
ENSG00000269391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269392	2	5	1	3	3	4	6	8	4	33	13	0	3	0
ENSG00000269397	2	57	19	77	37	0	33	10	45	91	107	28	15	9
ENSG00000269399	68	26	27	56	49	43	35	29	104	139	82	64	25	56
ENSG00000269400	0	0	0	0	1	0	0	0	0	1	4	1	0	0
ENSG00000269403	3	15	3	4	5	9	15	3	3	6	56	14	9	12
ENSG00000269404	5	16	1	10	255	22	132	6	20	18	70	39	229	478
ENSG00000269405	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000269416	1	0	0	1	2	0	0	0	2	2	1	7	1	3
ENSG00000269419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269420	22	14	8	4	10	1	4	13	95	38	25	0	12	9
ENSG00000269421	0	4	0	2	6	0	1	0	3	0	3	1	1	1
ENSG00000269425	1	3	1	1	1	4	0	1	10	5	23	1	3	15
ENSG00000269427	108	18	17	10	36	33	22	6	81	41	85	56	37	56
ENSG00000269431	0	0	0	0	0	0	0	0	1	2	0	0	1	0
ENSG00000269433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269437	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000269439	128	150	40	53	64	174	47	29	222	315	145	37	84	82
ENSG00000269444	0	2	1	3	0	0	0	3	3	1	0	0	4	3
ENSG00000269445	0	0	0	0	1	0	0	0	1	0	0	2	0	0
ENSG00000269446	0	0	0	2	7	1	2	0	0	0	0	3	5	0
ENSG00000269458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269460	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000269463	2	6	3	2	2	4	2	7	16	10	1	3	3	8
ENSG00000269466	0	0	1	1	6	0	2	0	0	0	5	0	1	11
ENSG00000269469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269471	0	1	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000269473	60	27	17	36	14	1	18	11	29	74	33	18	26	8
ENSG00000269475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269476	2	1	3	6	2	2	3	1	3	0	13	5	1	2
ENSG00000269480	4	3	0	2	4	0	0	1	3	5	2	1	0	1
ENSG00000269481	16	10	8	7	20	18	9	4	44	62	18	21	4	21
ENSG00000269482	1	4	0	0	0	3	0	1	1	4	5	0	0	0
ENSG00000269483	0	1	0	1	1	0	3	0	3	1	1	0	1	0
ENSG00000269486	36	73	6	4	32	23	16	5	42	46	73	12	11	21
ENSG00000269487	0	0	0	2	1	2	4	1	3	2	4	1	3	5
ENSG00000269489	11	9	0	4	1	3	8	2	3	13	1	1	0	1
ENSG00000269495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269504	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000269505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269506	0	0	0	0	0	0	0	0	5	4	0	1	0	0
ENSG00000269509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269514	9	16	9	9	21	14	8	29	40	129	13	3	15	25
ENSG00000269516	0	0	1	2	0	0	0	0	1	0	2	2	0	0
ENSG00000269519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269524	0	0	0	0	0	0	1	0	0	2	1	0	2	1
ENSG00000269526	0	0	6	0	20	0	1	1	0	0	0	0	10	0
ENSG00000269533	11	3	6	4	11	9	0	5	33	10	4	4	11	8
ENSG00000269534	15	15	2	11	17	6	34	13	27	21	4	10	20	19
ENSG00000269535	4	2	0	3	1	1	0	2	5	0	1	1	1	0
ENSG00000269540	0	0	0	0	0	0	0	1	0	2	1	0	0	0
ENSG00000269543	1	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000269546	0	0	0	0	0	1	0	0	3	0	0	0	0	0
ENSG00000269547	1	1	0	1	0	0	0	0	1	3	1	0	0	0
ENSG00000269552	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000269553	4	11	0	1	5	2	1	0	15	3	4	2	6	6
ENSG00000269556	1806	450	647	873	1401	625	562	913	1171	2949	1946	1374	1146	555
ENSG00000269559	2	32	4	10	1	10	6	8	20	30	59	22	9	20
ENSG00000269560	1	5	1	3	2	1	1	3	9	8	3	1	1	5
ENSG00000269564	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000269565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269570	13	18	2	3	5	10	3	14	22	13	2	0	5	10
ENSG00000269575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269583	1	0	0	0	0	0	0	1	1	1	2	0	0	2
ENSG00000269584	0	2	0	0	0	0	0	1	1	1	0	0	0	0
ENSG00000269586	0	0	0	0	3	0	0	0	0	2	2	0	0	0
ENSG00000269588	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000269590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269600	0	1	0	3	0	2	0	2	2	10	2	0	4	0
ENSG00000269604	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269608	1	2	2	1	2	1	2	1	1	2	2	0	1	0
ENSG00000269609	413	473	113	152	120	292	181	424	810	451	2434	570	172	283
ENSG00000269615	0	0	0	0	1	0	0	0	0	4	0	0	0	1
ENSG00000269621	0	0	0	0	0	1	1	1	0	0	0	0	1	0
ENSG00000269622	5	0	0	0	0	0	2	0	0	4	4	0	0	0
ENSG00000269635	0	0	0	0	0	0	2	0	0	1	0	0	0	0
ENSG00000269637	3	1	0	2	3	2	1	1	6	0	5	3	1	3
ENSG00000269646	4	0	1	4	0	0	4	3	7	4	0	11	0	2
ENSG00000269651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269652	0	1	0	1	0	1	0	0	0	0	0	1	1	0
ENSG00000269653	1	0	0	3	1	2	1	7	7	5	1	2	2	2
ENSG00000269656	26	2	1	1	8	1	2	2	35	7	49	2	1	9
ENSG00000269662	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000269667	0	0	0	0	0	0	3	0	0	0	0	0	1	3
ENSG00000269678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269680	2	6	1	1	2	1	5	4	11	6	5	1	3	3
ENSG00000269681	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSG00000269688	30	29	7	24	9	38	16	19	57	37	16	7	11	446
ENSG00000269692	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000269693	131	18	66	67	129	71	93	46	233	133	177	161	105	204
ENSG00000269694	18	17	5	13	2	0	6	14	15	21	9	6	5	27
ENSG00000269696	56	4	33	30	24	33	19	34	33	50	50	53	7	17
ENSG00000269699	13	0	0	1	41	0	0	3	0	0	0	0	0	1
ENSG00000269706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269707	0	0	9	4	0	119	34	0	204	198	36	0	153	407
ENSG00000269711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269713	1553	1338	823	538	676	1233	303	1613	974	1506	1010	855	877	1060
ENSG00000269720	0	10	0	0	4	3	8	3	29	94	1	1	5	0
ENSG00000269729	0	0	0	0	1	0	0	8	1	0	0	5	0	0
ENSG00000269732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269736	2	1	0	0	0	0	1	1	1	4	3	0	1	1
ENSG00000269737	56	44	14	23	8	96	23	44	88	82	22	7	9	63
ENSG00000269741	0	0	1	0	0	0	0	132	1	0	0	26	0	0
ENSG00000269742	0	0	0	2	1	0	0	0	4	4	0	0	0	0
ENSG00000269743	171	95	89	175	289	249	255	118	255	233	357	233	174	209
ENSG00000269745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269749	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269752	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000269755	8	3	0	6	1	1	1	4	8	11	4	0	1	4
ENSG00000269758	0	1	0	0	0	0	0	1	1	0	1	0	0	0
ENSG00000269761	0	1	0	1	0	0	0	0	0	0	0	3	0	0
ENSG00000269763	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000269765	0	0	0	0	1	0	1	0	1	1	3	0	0	0
ENSG00000269776	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000269779	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269782	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269791	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000269792	0	0	0	0	1	1	0	0	0	0	0	0	2	0
ENSG00000269793	61	1	0	0	68	0	0	2	0	0	1	0	2	0
ENSG00000269794	13	3	3	2	3	2	4	17	10	21	4	0	0	7
ENSG00000269796	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000269799	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000269800	1	7	1	0	15	5	18	5	8	1	7	2	25	16
ENSG00000269802	2	0	0	0	0	1	1	2	0	0	0	0	0	0
ENSG00000269806	1	0	0	1	0	0	0	1	1	0	0	0	1	2
ENSG00000269807	0	0	0	0	2	0	0	1	0	4	0	2	0	0
ENSG00000269811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269815	7	5	9	2	4	11	7	8	33	42	26	27	3	20
ENSG00000269821	519	514	162	256	314	904	194	603	327	543	834	6	443	258
ENSG00000269825	211	63	84	22	163	136	49	311	265	190	74	65	34	19
ENSG00000269826	0	17	0	2	5	6	0	0	0	0	0	1	0	1
ENSG00000269833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269834	263	56	185	188	503	174	24	720	150	122	31	273	67	134
ENSG00000269836	12	4	1	1	5	0	4	5	4	4	4	3	2	4
ENSG00000269837	77	152	81	172	368	93	106	124	429	381	510	82	161	48
ENSG00000269839	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ENSG00000269842	2	1	0	2	0	2	2	0	2	2	2	6	4	2
ENSG00000269843	18	12	6	9	5	22	5	1	92	136	14	34	73	31
ENSG00000269845	4	1	1	7	7	3	7	6	10	29	17	3	0	10
ENSG00000269846	4	4	0	1	7	2	1	4	3	1	6	5	1	1
ENSG00000269848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269855	2	0	1	0	2	0	0	0	0	2	0	8	0	0
ENSG00000269858	1500	1299	1144	2293	1698	1274	1254	1777	1736	1002	2091	2548	1022	2061
ENSG00000269859	0	2	2	0	2	1	1	0	0	1	0	0	0	0
ENSG00000269867	184	53	117	128	257	96	140	125	296	237	299	92	78	114
ENSG00000269873	1	2	0	0	1	0	0	1	3	6	0	1	0	0
ENSG00000269877	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000269883	0	1	0	1	0	1	1	0	0	0	0	6	0	0
ENSG00000269885	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000269886	14	1	3	4	2	0	4	2	10	6	3	3	1	5
ENSG00000269887	1	24	0	5	1	0	0	5	0	4	22	9	0	0
ENSG00000269888	14	19	18	4	23	17	28	9	25	21	30	26	36	23
ENSG00000269889	6	13	1	3	2	2	9	14	8	2	41	26	8	7
ENSG00000269891	2	0	0	0	1	2	0	0	0	1	2	0	2	2
ENSG00000269892	67	12	7	9	25	27	9	6	45	70	32	3	9	44
ENSG00000269893	2893	1700	1427	640	1481	917	954	1158	4360	3577	5639	2726	851	1890
ENSG00000269894	24	25	1	12	2	3	7	26	29	56	17	1	4	16
ENSG00000269895	0	0	1	0	0	4	1	2	1	0	0	0	0	1
ENSG00000269896	206	173	111	90	86	71	211	62	64	33	215	20	44	52
ENSG00000269897	11	1	0	0	3	2	0	0	2	1	2	0	2	1
ENSG00000269898	2	0	0	1	0	0	0	1	0	2	0	2	0	1
ENSG00000269899	92	66	118	184	143	491	246	110	82	158	85	99	142	51
ENSG00000269900	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000269901	3	8	0	2	4	8	4	9	1	9	7	15	1	36
ENSG00000269902	0	2	0	0	0	0	0	0	12	2	1	1	2	0
ENSG00000269903	12	4	2	4	3	2	3	1	12	6	5	17	4	6
ENSG00000269904	14	23	6	5	6	9	31	12	15	21	25	3	25	36
ENSG00000269906	8	48	25	44	48	11	13	53	69	35	43	68	39	55
ENSG00000269907	7	1	0	1	1	2	2	1	3	2	5	0	0	6
ENSG00000269910	35	110	90	29	74	105	65	147	80	94	112	118	90	43
ENSG00000269911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269915	0	1	1	1	0	0	0	1	1	0	1	1	0	0
ENSG00000269918	256	3	1	91	178	151	72	10	305	431	45	2	92	247
ENSG00000269919	0	3	0	0	4	2	14	0	3	2	1	0	6	4
ENSG00000269921	13	16	8	9	13	2	10	15	24	22	29	16	18	21
ENSG00000269924	2	9	1	5	0	6	4	1	3	5	4	1	1	7
ENSG00000269925	35	25	10	44	12	39	17	38	86	105	20	18	11	18
ENSG00000269926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269927	0	46	0	0	18	0	12	88	0	0	2	13	3	1
ENSG00000269929	14	3	1	0	1	0	3	18	14	11	9	0	2	12
ENSG00000269930	0	2	0	1	1	1	2	1	0	16	23	1	1	3
ENSG00000269931	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000269933	1	0	0	1	0	1	0	1	0	4	0	0	4	0
ENSG00000269934	3	15	1	2	6	1	9	0	1	0	35	60	2	30
ENSG00000269935	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000269937	22	5	12	4	7	30	25	6	4	6	13	4	2	30
ENSG00000269938	6	3	0	5	4	4	0	5	11	9	0	3	3	2
ENSG00000269939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269940	49	130	76	41	91	136	68	178	117	139	179	176	118	59
ENSG00000269944	0	1	0	0	1	0	0	0	2	0	0	0	0	1
ENSG00000269945	0	16	0	0	1	1	15	10	2	1	21	2	8	13
ENSG00000269947	22	35	3	22	22	3	16	10	41	98	199	12	23	36
ENSG00000269949	13	15	5	15	12	0	4	2	30	25	66	18	10	10
ENSG00000269950	0	0	0	0	0	1	1	0	0	0	0	0	0	3
ENSG00000269951	11	22	6	75	34	64	15	26	58	51	13	76	12	122
ENSG00000269952	8	38	7	30	19	5	17	16	30	31	25	24	11	6
ENSG00000269954	0	2	0	4	2	0	0	0	0	102	1	3	0	0
ENSG00000269955	0	5	0	1	0	1	0	1	2	0	1	0	0	0
ENSG00000269956	3	7	2	5	5	6	5	13	23	38	6	0	4	14
ENSG00000269957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269958	224	894	304	563	404	521	514	1154	492	906	947	781	448	255
ENSG00000269959	1	2	1	16	3	5	9	13	4	51	13	2	5	12
ENSG00000269961	13	33	4	15	8	13	11	21	13	24	21	51	9	15
ENSG00000269964	10	1	0	1	14	0	1	1	0	47	5	0	1	4
ENSG00000269966	1	0	0	0	0	0	0	0	1	0	0	0	2	0
ENSG00000269967	1	3	0	2	4	1	4	1	2	7	0	0	1	2
ENSG00000269968	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269970	0	0	0	0	0	1	4	2	0	0	3	6	1	1
ENSG00000269971	0	0	0	0	6	3	1	0	2	5	0	0	0	2
ENSG00000269972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269973	357	243	93	337	489	373	202	264	1116	418	903	106	220	395
ENSG00000269976	3	11	0	2	0	9	7	0	18	12	5	2	8	9
ENSG00000269978	18	0	0	4	4	0	2	0	10	35	4	1	1	1
ENSG00000269980	4	2	0	2	0	6	2	8	1	5	3	3	2	2
ENSG00000269981	2	1	0	4	1	1	48	2	4	0	7	0	11	4
ENSG00000269982	363	85	43	58	96	71	90	78	545	147	281	42	164	119
ENSG00000269983	0	1	0	0	0	2	1	0	16	0	1	0	1	1
ENSG00000269984	16	54	9	0	5	11	26	45	26	42	25	8	23	15
ENSG00000269985	0	1	1	0	0	0	0	1	6	0	2	7	0	2
ENSG00000269986	16	0	0	0	1	0	0	0	0	4	14	0	10	15
ENSG00000269987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269993	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000269994	9	8	1	0	1	5	2	4	1	8	6	0	0	3
ENSG00000269997	6	5	2	2	8	6	0	9	14	13	3	2	8	5
ENSG00000270000	3	4	4	5	2	18	15	17	11	10	10	2	17	5
ENSG00000270001	17	8	1	2	4	2	6	6	5	9	15	6	10	7
ENSG00000270002	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000270006	7	150	3	18	8	22	14	7	14	16	18	160	7	12
ENSG00000270008	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000270011	3	16	11	4	10	42	4	23	23	58	36	3	16	30
ENSG00000270012	106	73	20	37	47	29	58	73	130	139	89	44	56	72
ENSG00000270016	1	2	1	0	0	0	4	1	1	3	6	1	0	1
ENSG00000270017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270019	8	16	3	6	7	11	6	8	13	17	11	17	5	16
ENSG00000270020	13	4	0	11	10	4	12	0	6	3	0	20	4	3
ENSG00000270021	17	100	23	66	16	21	62	6	21	41	320	39	52	70
ENSG00000270022	3	1	3	1	1	5	0	3	1	0	3	5	0	3
ENSG00000270025	0	0	0	2	2	0	0	0	0	6	0	0	0	4
ENSG00000270030	0	9	0	0	0	2	0	0	1	1	2	0	2	17
ENSG00000270031	3	6	1	1	1	5	4	6	7	14	4	0	3	0
ENSG00000270035	13	0	0	2	2	1	0	0	2	20	3	0	1	0
ENSG00000270036	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000270038	0	1	0	0	181	7	2	3	2	15	38	5	40	29
ENSG00000270039	90	18	17	31	31	13	27	20	43	32	42	52	27	24
ENSG00000270048	2	4	1	2	3	7	1	1	7	8	0	0	3	0
ENSG00000270049	47	50	12	128	28	36	53	80	30	132	153	185	47	62
ENSG00000270050	0	0	0	0	1	2	0	3	1	1	1	0	0	0
ENSG00000270052	1	1	0	0	0	1	0	0	4	5	0	0	1	1
ENSG00000270055	85	134	21	9	39	55	62	143	216	346	153	30	67	95
ENSG00000270059	0	2	0	2	1	0	0	0	1	0	1	0	0	2
ENSG00000270060	29	65	12	9	17	19	19	34	82	97	28	6	20	76
ENSG00000270061	4	7	1	1	1	4	2	9	4	13	3	0	3	5
ENSG00000270062	22	116	22	48	24	39	53	78	297	78	81	51	103	70
ENSG00000270066	0	1	1	0	1	0	0	1	2	0	0	1	0	0
ENSG00000270068	0	1	1	0	0	1	0	0	0	3	0	0	0	0
ENSG00000270069	105	119	27	32	58	127	79	113	634	131	115	10	203	55
ENSG00000270071	1	0	0	0	0	3	1	3	0	1	0	0	0	2
ENSG00000270072	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000270073	0	0	0	0	97	0	0	0	0	0	0	0	0	0
ENSG00000270074	2	3	1	5	0	3	2	1	3	18	12	1	12	0
ENSG00000270075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270076	3	0	0	1	0	1	0	0	4	17	1	3	0	13
ENSG00000270077	24	0	2	1	0	1	1	0	16	7	0	3	2	1
ENSG00000270082	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270083	24	36	4	12	8	20	10	22	17	26	7	11	5	8
ENSG00000270084	58	72	11	51	39	40	61	54	75	55	129	31	58	51
ENSG00000270087	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270090	922	740	250	439	888	204	575	792	28	450	50	1506	23	65
ENSG00000270091	85	62	7	28	25	10	57	33	78	134	107	16	56	35
ENSG00000270094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270095	2	2	1	0	1	0	0	1	1	1	0	0	1	0
ENSG00000270096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270098	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000270099	1	0	0	0	3	0	1	0	0	0	0	0	1	0
ENSG00000270100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270104	3	0	0	1	0	1	3	0	1	4	0	1	0	2
ENSG00000270105	1	2	0	0	0	0	1	1	1	2	1	0	1	2
ENSG00000270106	5	1	0	5	3	3	2	2	1	1	4	1	0	0
ENSG00000270108	11	16	12	3	6	27	10	25	35	43	14	2	22	19
ENSG00000270110	6	9	0	1	0	0	4	0	11	46	27	1	3	14
ENSG00000270111	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000270112	3	0	0	3	0	0	0	0	1	0	2	0	2	0
ENSG00000270114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270115	11	3	1	2	3	7	1	13	8	4	6	1	1	8
ENSG00000270116	2	2	2	4	12	4	3	4	2	7	4	6	5	8
ENSG00000270117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
