TCGA.L9.A7SV	TCGA.69.7973	TCGA.55.8505	TCGA.55.8508	TCGA.91.7771	TCGA.97.8176	TCGA.64.5815	TCGA.86.A4P8	TCGA.64.5779	TCGA.50.8459	TCGA.73.4675	TCGA.73.7498	TCGA.55.8205	TCGA.55.7283	TCGA.55.A48Y	TCGA.55.A48X	TCGA.55.7576
ENSG00000265160	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000265163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000265172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265174	0	1	0	1	0	0	0	4	0	0	0	1	0	0	0	0	1
ENSG00000265176	1	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	1
ENSG00000265178	23	7	2	1	1	0	0	0	1	3	5	11	0	0	0	3	2
ENSG00000265179	0	51	4	4	38	4	4	0	6	20	2	26	24	0	1	17	24
ENSG00000265180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265182	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000265185	9	0	0	4	0	0	0	0	2	2	1	0	0	0	0	1	3
ENSG00000265188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265190	3	5	240	2	7	37	502	80	0	574	51	31	693	64	12	53	8
ENSG00000265193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265194	44	78	2	27	40	26	2	70	39	17	25	46	101	4	40	40	6
ENSG00000265195	3	2	0	0	5	3	0	9	2	1	4	9	3	2	0	0	1
ENSG00000265201	0	4	1	3	3	1	1	5	1	0	2	4	3	0	0	0	1
ENSG00000265203	1	235	0	0	0	0	0	0	1	0	1	0	0	14	0	0	2
ENSG00000265204	1	4	0	0	1	2	0	0	1	0	1	1	2	2	0	1	2
ENSG00000265205	167	10	12	4	13	17	0	54	18	9	13	86	18	4	31	41	12
ENSG00000265206	100	53	34	36	46	50	6	162	26	109	46	202	350	14	13	246	44
ENSG00000265210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265213	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
ENSG00000265214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265215	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1
ENSG00000265217	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0
ENSG00000265218	52	12	14	1	14	21	0	56	9	5	4	50	1	1	2	23	9
ENSG00000265222	42	12	9	5	1	3	0	6	7	0	11	9	10	7	2	7	26
ENSG00000265226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265227	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000265233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265241	10761	12360	3108	2998	4013	5304	1908	3220	3073	3290	5644	10179	4706	5949	3974	5035	10252
ENSG00000265243	0	0	0	16	1	0	0	0	20	1	2	3	0	0	5	2	1
ENSG00000265246	14	6	5	5	0	6	0	2	35	2	5	38	3	0	0	6	43
ENSG00000265247	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265251	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000265252	0	0	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0
ENSG00000265253	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265254	16	18	2	0	1	0	1	9	0	7	6	6	6	2	2	2	3
ENSG00000265257	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	2	0
ENSG00000265258	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000265260	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000265261	2	7	0	1	5	0	0	4	2	0	4	5	2	1	0	1	0
ENSG00000265262	0	1	3	3	1	3	0	0	1	1	2	1	0	1	1	1	1
ENSG00000265263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265272	3	1	0	0	1	0	1	2	0	1	0	1	0	0	0	1	0
ENSG00000265273	1	0	17	0	1	4	0	3	2	1	31	3	2	2	4	0	3
ENSG00000265279	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265281	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000265282	2	12	4	1	2	2	2	5	1	5	10	10	7	1	3	4	9
ENSG00000265284	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000265287	5	2	0	4	2	2	0	1	4	0	2	1	6	0	1	5	1
ENSG00000265289	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
ENSG00000265291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265293	68	11	5	0	4	6	0	23	8	2	5	34	10	0	1	5	8
ENSG00000265296	0	0	1	1	0	3	0	4	0	0	6	1	1	1	0	2	1
ENSG00000265298	1417	313	156	161	80	383	107	1159	99	471	653	918	401	131	89	586	497
ENSG00000265301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265313	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265315	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265319	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000265321	19	15	12	5	22	12	5	8	2	10	20	16	9	13	12	10	39
ENSG00000265322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265327	0	0	1	0	1	3	0	1	0	0	1	0	0	0	0	2	0
ENSG00000265328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265331	0	0	0	0	3	0	0	5	2	0	0	1	2	0	2	0	1
ENSG00000265333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265334	3	3	3	0	1	2	0	1	3	1	2	3	1	1	2	4	1
ENSG00000265337	4	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	2
ENSG00000265340	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265342	13	6	2	0	0	1	1	3	1	0	2	3	3	0	4	1	3
ENSG00000265345	0	0	1	0	0	2	1	0	0	1	9	3	2	1	0	0	0
ENSG00000265347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265349	17	11	2	1	0	5	0	1	0	0	6	5	0	0	0	4	0
ENSG00000265352	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000265354	4110	5544	1707	864	2141	2448	1157	1257	1053	1492	4587	3199	5424	2378	2827	1262	4239
ENSG00000265355	0	1	1	1	2	1	0	2	2	0	0	2	1	0	2	0	0
ENSG00000265356	0	2	2	1	1	0	0	0	0	3	1	0	1	0	1	0	2
ENSG00000265357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265359	1	0	0	0	0	1	0	1	2	0	4	1	0	0	0	0	0
ENSG00000265366	126	12	18	7	2	5	2	7	7	3	17	24	5	9	13	11	30
ENSG00000265368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265369	1	39	0	1	0	2	0	2	321	3	1	13	0	0	0	1	0
ENSG00000265370	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
ENSG00000265372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265374	1	0	0	0	1	3	0	3	0	11	8	0	3	2	0	10	0
ENSG00000265375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265380	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	3	0
ENSG00000265386	0	1	1	2	0	3	0	0	1	0	1	7	0	0	0	0	2
ENSG00000265388	0	7	0	1	3	3	0	1	1	0	3	2	1	0	0	3	1
ENSG00000265390	0	1	2	0	2	1	1	3	2	0	1	1	0	0	0	0	0
ENSG00000265392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265393	23	3	4	5	4	5	2	1	0	2	14	8	10	4	3	5	14
ENSG00000265394	6	3	0	0	0	2	0	1	2	1	0	4	1	0	0	3	1
ENSG00000265395	0	0	0	2	0	0	0	0	2	1	1	2	2	0	0	0	0
ENSG00000265396	0	0	0	0	3	0	0	0	3	0	1	1	3	0	0	0	2
ENSG00000265399	37	71	72	23	54	33	8	43	49	42	52	45	24	16	6	22	45
ENSG00000265400	1	0	0	1	0	1	1	0	0	0	0	0	1	0	2	0	0
ENSG00000265401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265407	12	3	0	1	2	0	1	3	1	0	3	2	1	0	0	5	3
ENSG00000265408	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
ENSG00000265411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265413	21	25	23	12	34	15	1	167	8	12	88	122	4	6	12	28	20
ENSG00000265415	107	322	66	30	31	99	70	28	56	48	42	28	443	65	38	37	355
ENSG00000265417	22	1	3	0	1	1	0	2	3	0	1	0	58	0	0	0	1
ENSG00000265418	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0
ENSG00000265420	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000265421	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000265422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265429	1	2	0	0	2	0	0	1	6	0	1	1	1	0	0	1	0
ENSG00000265432	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265435	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000265437	0	0	1	0	0	0	0	0	1	0	0	0	1	2	1	0	0
ENSG00000265439	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265442	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0
ENSG00000265443	9	15	1	1	10	2	0	10	4	2	5	17	3	1	0	5	5
ENSG00000265444	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000265445	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000265450	2	0	0	0	2	1	0	1	1	0	1	0	1	0	0	1	0
ENSG00000265451	3	6	6	4	4	3	0	3	4	4	4	14	4	2	2	7	5
ENSG00000265452	50	9	7	6	4	15	2	16	3	6	13	10	18	5	8	14	25
ENSG00000265453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265458	117	50	43	26	25	41	18	30	22	63	48	88	62	36	17	61	151
ENSG00000265460	11	5	1	0	1	1	0	1	2	3	5	3	0	0	0	0	0
ENSG00000265462	1	3	0	0	0	1	1	1	0	1	2	4	0	1	0	0	1
ENSG00000265465	0	1	3	0	1	0	1	0	3	7	7	1	2	0	6	0	3
ENSG00000265469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265474	73	9	12	21	5	11	0	13	14	3	18	37	2	10	2	24	3
ENSG00000265477	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
ENSG00000265478	18	15	25	4	15	13	2	9	10	8	86	26	5	17	13	8	31
ENSG00000265479	14	32	40	23	23	77	7	74	23	31	54	39	89	22	25	58	41
ENSG00000265480	21	2	4	2	7	8	3	1	4	4	7	4	6	11	0	7	4
ENSG00000265483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265484	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSG00000265485	0	7	3	1	25	5	13	24	7	14	27	27	11	13	16	12	9
ENSG00000265486	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265487	8	7	3	7	4	2	0	10	5	0	1	8	0	2	1	11	1
ENSG00000265489	0	2	1	1	1	0	0	6	2	0	2	5	8	2	3	2	5
ENSG00000265490	10	8	7	5	5	4	1	18	1	2	10	14	6	2	0	8	3
ENSG00000265491	6966	5649	1683	1620	2660	2006	1153	2411	1762	1905	3528	6627	3573	2838	2461	2975	4971
ENSG00000265494	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000265496	11	8	2	3	6	0	2	4	6	2	3	11	1	2	3	1	0
ENSG00000265499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265503	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000265507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265510	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000265511	132	52	14	43	6	23	0	68	22	16	44	135	16	18	14	68	12
ENSG00000265514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265519	161	340	139	84	107	124	47	142	127	161	178	558	115	138	87	165	230
ENSG00000265520	0	7	1	0	7	1	0	3	2	0	2	2	1	3	0	1	0
ENSG00000265521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000265526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265527	1	2	0	0	1	1	0	1	9	0	5	3	0	0	0	1	0
ENSG00000265531	13	5	7	12	10	18	21	76	6	43	32	22	99	5	9	15	65
ENSG00000265533	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0
ENSG00000265535	0	0	0	0	0	1	0	5	0	4	4	0	0	0	0	4	0
ENSG00000265537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265538	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000265539	3	3	1	0	1	0	0	6	5	0	0	14	5	0	0	7	1
ENSG00000265541	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000265542	2	2	0	1	4	1	3	3	0	1	6	5	0	0	0	3	4
ENSG00000265544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265545	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0
ENSG00000265547	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
ENSG00000265552	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000265554	1	2	4	0	0	9	1	0	4	0	1	1	3	1	2	8	8
ENSG00000265555	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000265556	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000265558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265559	1	0	1	1	1	5	0	12	1	0	2	8	1	1	1	3	2
ENSG00000265561	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000265564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265566	3	7	1	2	0	0	2	0	1	0	4	1	1	0	1	0	6
ENSG00000265574	3	1	1	3	1	0	7	2	1	0	6	17	13	2	2	7	0
ENSG00000265579	2	1	31	5	24	1	46	0	2	75	9	1	3	0	27	62	11
ENSG00000265584	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000265588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265590	22	12	1	3	1	3	2	5	0	1	24	9	1	2	5	12	2
ENSG00000265593	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000265595	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265598	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000265599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265612	3	5	2	17	4	0	2	1	13	5	1	19	7	0	2	13	4
ENSG00000265614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265617	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000265618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000265625	16	2	1	3	3	8	0	27	10	2	10	11	7	4	2	10	4
ENSG00000265626	0	0	0	0	2	0	0	0	0	0	4	1	0	2	0	0	0
ENSG00000265630	5	2	1	0	2	3	0	0	1	2	9	2	0	2	0	1	3
ENSG00000265631	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
ENSG00000265635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265639	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000265641	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000265643	0	0	0	0	0	0	0	0	18	0	12	2	0	0	1	0	0
ENSG00000265644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265646	3	1	6	2	1	0	0	2	0	0	3	1	0	1	1	1	2
ENSG00000265648	3	2	0	1	2	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000265653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265656	14	11	4	1	5	3	0	9	8	1	2	5	6	2	0	2	8
ENSG00000265657	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1
ENSG00000265658	0	0	1	0	0	0	0	4	1	2	1	2	0	1	0	0	1
ENSG00000265660	27	54	32	20	42	26	3	19	15	1	24	106	50	15	6	17	17
ENSG00000265664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265666	169	318	98	112	120	131	59	244	106	168	793	633	123	118	93	260	381
ENSG00000265669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265675	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000265678	196	42	13	15	20	40	3	86	16	29	34	68	28	7	10	56	10
ENSG00000265681	4037	3642	584	1072	1436	1150	587	1507	2364	758	3732	2255	3053	1110	1378	1384	1838
ENSG00000265682	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
ENSG00000265683	60	36	23	21	11	18	2	7	55	6	31	22	21	3	8	27	14
ENSG00000265684	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000265688	275	1021	313	310	53	389	138	80	183	165	1019	459	89	383	95	227	1389
ENSG00000265689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265692	138	8	8	18	1	19	3	9	8	7	4	18	11	3	1	8	6
ENSG00000265693	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0
ENSG00000265694	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265697	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000265698	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265699	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000265702	14	4	3	4	1	6	7	2	0	10	7	4	0	3	0	7	29
ENSG00000265706	14	1	0	1	6	1	0	3	2	0	4	5	3	1	2	1	3
ENSG00000265712	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265713	3	5	0	0	1	1	0	3	3	0	5	5	0	1	0	0	10
ENSG00000265717	10	1	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0
ENSG00000265719	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000265724	2	1	3	4	0	0	0	0	4	1	4	1	5	1	0	0	2
ENSG00000265725	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265727	5	2	1	1	3	1	0	8	0	0	5	9	2	1	0	2	2
ENSG00000265728	0	0	3	18	1	1	1	2	2	1	6	0	0	0	0	4	3
ENSG00000265733	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265735	8	15	8	11	20	9	12	10	11	3	61	14	11	12	2	5	3
ENSG00000265737	0	0	0	0	1	0	0	0	0	0	1	0	5	0	0	0	0
ENSG00000265739	1	2	1	1	5	0	0	1	1	0	3	2	0	0	0	1	3
ENSG00000265740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000265743	132	40	13	11	61	27	35	110	18	38	41	60	130	29	26	40	129
ENSG00000265744	0	1	1	0	2	3	0	0	1	0	0	1	0	0	0	0	0
ENSG00000265745	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000265746	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265749	102	78	29	20	23	33	6	55	29	17	45	91	23	20	10	41	63
ENSG00000265750	79	132	10	49	18	19	2	16	35	11	102	42	13	6	3	10	18
ENSG00000265751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265752	20	54	8	17	19	17	3	60	6	59	25	14	4	5	3	44	4
ENSG00000265753	15	1	0	0	3	5	0	3	5	0	1	6	1	0	0	4	4
ENSG00000265758	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ENSG00000265763	11	188	90	4	11	6	14	13	10	28	24	12	28	75	2	5	126
ENSG00000265766	0	1	1	0	0	0	0	0	1	0	0	2	6	0	0	1	2
ENSG00000265768	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000265775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265777	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000265778	25	153	29	24	35	18	5	32	10	17	131	42	40	21	15	31	18
ENSG00000265781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265787	12	9	47	8	19	58	2	73	24	26	22	116	7	3	0	70	18
ENSG00000265788	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000265789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265790	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	1	1
ENSG00000265791	88	30	10	14	16	7	3	44	21	14	25	32	29	11	11	31	17
ENSG00000265793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265798	19	14	6	7	11	7	5	44	1	7	7	21	9	9	7	9	11
ENSG00000265799	1	6	0	2	4	1	0	2	1	1	6	3	1	2	3	2	0
ENSG00000265800	227	39	27	8	39	32	5	24	32	6	15	33	65	6	28	26	28
ENSG00000265801	2	4	0	0	3	1	0	0	2	0	3	3	3	0	0	0	2
ENSG00000265802	4	2	2	2	5	1	0	7	3	1	2	13	19	1	3	4	3
ENSG00000265806	48	13	12	12	16	14	1	31	15	6	12	47	60	10	9	21	16
ENSG00000265808	2715	3473	3058	1009	2573	2754	1357	2060	1297	1667	4011	2658	3448	2038	1848	2678	7768
ENSG00000265810	0	1	0	6	0	0	0	0	4	2	0	3	0	1	0	0	0
ENSG00000265813	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0
ENSG00000265814	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0
ENSG00000265815	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
ENSG00000265817	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000265818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265820	0	4	0	1	1	2	0	1	1	0	0	2	0	0	0	0	0
ENSG00000265822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265828	0	1	0	0	1	1	0	0	0	1	0	0	3	1	0	1	1
ENSG00000265829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265841	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265843	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
ENSG00000265844	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000265845	17	10	0	6	7	8	2	6	7	3	16	18	2	2	2	10	11
