TCGA.86.7954	TCGA.55.5899	TCGA.97.8547	TCGA.50.6590	TCGA.55.7281	TCGA.49.AAR4	TCGA.55.8301	TCGA.86.8054	TCGA.55.7994	TCGA.50.5933	TCGA.50.5051	TCGA.55.7995	TCGA.55.1596	TCGA.49.AAR2
ENSG00000277001	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277007	46	11	9	15	11	31	33	15	7	2	46	24	10	64
ENSG00000277008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277010	2	23	1	1	0	0	0	2	1	1	0	1	0	3
ENSG00000277011	0	12	2	0	0	1	0	0	0	0	9	0	0	3
ENSG00000277013	101	6	16	84	13	25	11	15	2	17	25	24	35	53
ENSG00000277014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277017	0	2	0	0	0	0	0	2	0	0	1	0	0	0
ENSG00000277020	3	2	2	0	1	1	5	5	4	1	1	5	3	10
ENSG00000277022	5	1	2	0	0	1	1	6	3	0	4	4	3	7
ENSG00000277024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277030	21	10	1	31	2	20	77	1	38	1	11	67	6	5
ENSG00000277031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277035	1	0	0	0	1	0	2	1	2	0	0	0	0	0
ENSG00000277039	8	0	0	2	0	1	4	3	44	1	2	4	0	0
ENSG00000277040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277043	0	0	0	3	0	0	1	2	3	4	3	0	0	0
ENSG00000277047	15	11	1	0	0	1	0	7	2	0	0	1	0	1
ENSG00000277049	0	3	0	7	0	1	1	1	1	0	0	3	0	0
ENSG00000277050	5	1	19	10	4	32	18	8	11	1	1	11	3	0
ENSG00000277051	10	1	5	2	7	13	10	3	22	9	1	7	0	3
ENSG00000277052	2	0	0	0	0	4	1	1	2	0	0	0	1	3
ENSG00000277053	162	60	23	63	62	37	101	99	218	77	37	102	71	50
ENSG00000277056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277057	0	0	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000277058	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000277062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277066	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277067	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000277072	479	114	171	100	51	166	203	305	716	93	159	419	109	123
ENSG00000277073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277075	18	2	1	45	8	92	44	41	3	22	6	274	109	518
ENSG00000277077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277081	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277083	0	0	0	0	0	3	1	0	0	1	0	1	0	0
ENSG00000277084	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277087	1	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000277089	22	11	5	27	13	18	16	20	131	8	0	38	8	9
ENSG00000277095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277096	0	0	0	0	3	1	3	1	0	1	0	2	0	1
ENSG00000277099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277103	1	1	4	8	0	1	0	2	0	0	0	0	1	0
ENSG00000277108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277109	0	0	0	0	1	0	0	0	0	0	0	0	0	5
ENSG00000277112	0	1	2	2	0	3	1	1	25	0	0	3	4	2
ENSG00000277117	188	17	1	34	46	34	78	40	18	46	3	123	14	31
ENSG00000277118	1	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000277119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277120	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277127	1	0	1	1	1	0	0	1	1	0	0	0	0	0
ENSG00000277128	6	8	0	9	1	0	1	0	2	0	1	15	5	0
ENSG00000277129	8	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277130	3	2	2	1	2	3	2	3	8	0	1	5	4	4
ENSG00000277133	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277135	4	1	1	2	1	8	4	0	2	2	3	5	0	10
ENSG00000277136	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000277138	4	0	0	0	1	1	0	0	3	0	0	2	2	0
ENSG00000277141	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277142	54	15	29	44	9	16	38	40	21	34	51	158	64	68
ENSG00000277143	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000277144	4	2	3	4	9	16	6	4	6	10	3	8	2	12
ENSG00000277146	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000277147	480	432	40	112	114	265	378	425	60	45	282	186	286	814
ENSG00000277149	736	53	44	60	46	70	87	132	139	44	53	397	173	100
ENSG00000277150	1	1	0	1	0	2	0	2	4	0	2	6	4	3
ENSG00000277151	15	2	9	14	6	8	14	19	10	7	11	16	3	5
ENSG00000277152	13	2	12	2	0	8	4	0	12	3	1	23	9	12
ENSG00000277156	4	20	4	8	2	1	6	1	6	3	2	46	13	5
ENSG00000277157	1	1	1	2	0	4	0	9	0	2	2	12	5	131
ENSG00000277159	20	24	18	20	22	44	15	60	11	8	11	26	16	25
ENSG00000277161	790	787	440	801	362	368	368	703	1633	464	321	641	440	362
ENSG00000277162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277170	7	0	2	7	0	4	3	8	10	0	5	20	10	25
ENSG00000277171	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277172	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000277173	7	0	1	0	1	3	1	1	9	3	3	2	1	13
ENSG00000277174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277182	38	64	49	19	12	55	28	41	52	23	36	61	555	38
ENSG00000277184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277186	2	0	2	2	0	4	1	1	0	0	1	0	6	5
ENSG00000277188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277198	2	0	0	0	0	1	2	0	1	0	0	1	0	1
ENSG00000277199	2	0	0	0	0	0	1	3	0	1	0	0	1	0
ENSG00000277200	8	669	1	9	1	13	0	3	1	0	52	19	45	5
ENSG00000277202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277203	2009	393	901	404	1324	284	501	912	871	691	402	1014	591	678
ENSG00000277206	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277210	11	56	1	0	0	6	0	0	32	0	2	2	31	61
ENSG00000277211	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277214	9	2	6	0	0	4	0	0	2	0	1	2	0	0
ENSG00000277215	3	0	1	0	9	0	3	2	0	8	0	4	0	45
ENSG00000277217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277218	12	5	10	3	3	19	14	1	5	1	18	12	9	23
ENSG00000277223	0	1	1	1	0	0	0	6	0	1	0	0	0	26
ENSG00000277224	3	1	4	7	1	6	2	9	1	6	1	52	4	33
ENSG00000277227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277228	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277229	2	1	0	1	0	2	0	0	2	1	0	3	0	0
ENSG00000277232	17	68	22	20	11	25	41	15	28	11	13	46	64	17
ENSG00000277233	1	0	0	0	0	1	0	0	1	1	0	0	0	0
ENSG00000277234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277235	3	0	3	3	0	14	4	5	6	2	1	2	22	9
ENSG00000277241	13	0	2	9	18	20	9	2	32	11	1	95	10	8
ENSG00000277243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277245	17	1	16	3	61	24	12	6	4	10	3	5	3	9
ENSG00000277246	6	1	5	1	1	5	9	3	4	0	2	5	0	6
ENSG00000277247	27	26	0	11	3	9	78	278	2	1	508	8	88	432
ENSG00000277248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277249	0	0	0	4	0	1	0	1	2	0	0	0	0	0
ENSG00000277250	0	0	0	0	2	0	1	0	1	0	1	14	2	0
ENSG00000277252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277253	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000277255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277258	3457	2024	1730	1064	1313	1877	1921	4347	3984	1437	2154	3737	11956	4173
ENSG00000277260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277265	0	0	0	0	0	0	0	0	1	0	0	3	0	0
ENSG00000277268	0	0	0	85	0	47	0	0	0	52	1	0	0	0
ENSG00000277269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277270	0	0	0	1	0	0	0	2	0	0	0	0	0	0
ENSG00000277274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277282	14	1	0	112	6	114	991	9	7	24	7	5	26	18
ENSG00000277283	204	150	94	123	122	161	112	64	212	38	166	184	126	249
ENSG00000277287	55	84	52	19	55	162	20	425	105	13	35	173	7	6
ENSG00000277288	20	0	16	2	4	1	5	1	2	2	0	3	0	1
ENSG00000277289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277290	51	10	28	8	9	70	32	66	79	11	13	72	12	22
ENSG00000277295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277297	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277299	11	5	6	2	9	12	10	13	14	1	15	14	2	16
ENSG00000277301	13	0	0	0	1	5	2	0	1	3	0	8	3	3
ENSG00000277304	4	1	0	1	0	1	2	1	1	0	0	4	0	1
ENSG00000277306	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000277308	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000277310	10	2	3	10	7	8	8	17	15	0	4	4	3	12
ENSG00000277311	2	0	6	1	3	6	0	0	0	1	1	12	4	0
ENSG00000277313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277319	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277322	0	0	0	0	0	0	0	0	2	0	3	3	0	0
ENSG00000277324	6	1	7	4	3	8	3	5	23	1	3	5	9	37
ENSG00000277327	2	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277332	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000277340	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277342	16	5	6	7	4	12	13	4	13	2	2	18	3	15
ENSG00000277344	0	1	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000277349	2	0	0	1	0	0	0	0	0	0	1	17	0	0
ENSG00000277350	2	0	0	0	3	23	0	0	2	0	2	0	1	0
ENSG00000277351	19	2	4	3	6	15	18	3	0	14	4	11	14	4
ENSG00000277352	3	0	6	22	0	0	3	0	0	0	2	1	0	2
ENSG00000277357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277358	1	0	2	3	4	0	3	3	2	5	1	4	2	2
ENSG00000277363	2604	865	742	66	627	977	639	1516	1934	167	1775	2710	2432	1777
ENSG00000277367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277368	2	3	5	1	1	4	3	3	1	0	3	1	2	29
ENSG00000277369	45	10	25	9	32	24	35	86	35	17	69	63	134	791
ENSG00000277370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277371	2	0	0	0	1	2	6	1	2	0	2	6	0	0
ENSG00000277373	5	3	1	0	1	10	1	0	9	0	2	10	4	21
ENSG00000277379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277382	6	0	1	2	0	1	1	1	1	3	1	1	1	0
ENSG00000277383	11	6	2	5	2	31	8	7	13	0	14	24	6	33
ENSG00000277385	0	0	0	1	1	2	0	1	0	0	1	0	0	0
ENSG00000277386	2	1	0	0	1	0	0	2	0	0	0	2	1	0
ENSG00000277387	0	0	0	0	0	0	0	2	0	0	0	1	0	0
ENSG00000277388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277391	0	0	0	0	0	2	1	0	0	0	0	3	0	0
ENSG00000277396	7	3	4	0	11	13	1	8	4	0	6	8	0	2
ENSG00000277397	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277399	85	6	57	4	19	60	17	11	34	16	4	66	49	6
ENSG00000277402	0	0	0	0	0	0	3	0	0	0	0	6	1	1
ENSG00000277406	12	1	6	0	3	14	9	22	10	1	2	12	5	3
ENSG00000277408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277411	1	0	0	2	0	0	0	0	0	0	1	2	0	1
ENSG00000277412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277413	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000277418	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000277422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277423	15	3	1	8	1	3	10	7	13	2	10	7	6	2
ENSG00000277425	6	0	3	4	0	2	1	3	8	3	1	2	0	3
ENSG00000277426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277435	1	1	6	1	1	5	7	3	1	0	2	4	0	2
ENSG00000277436	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277438	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000277440	4	0	1	1	0	1	1	2	10	0	5	12	4	34
ENSG00000277443	25010	16345	4484	6471	10944	8123	10063	13251	12469	10331	3546	16801	10961	6571
ENSG00000277444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277447	2	0	4	0	8	2	3	3	1	5	21	2	10	2
ENSG00000277448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277449	55	25	7	20	13	29	40	24	15	18	15	74	20	73
ENSG00000277450	2	0	0	2	3	3	4	4	8	2	3	5	5	9
ENSG00000277452	3	3	6	1	2	1	3	2	9	1	1	12	0	2
ENSG00000277453	0	1	1	4	1	1	2	7	1	0	3	1	3	5
ENSG00000277455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277458	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000277459	14	0	11	12	6	21	9	4	22	4	10	5	17	50
ENSG00000277460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277462	285	197	99	224	151	98	187	247	234	162	86	243	341	102
ENSG00000277463	6	0	4	0	1	7	2	1	0	1	5	4	1	4
ENSG00000277464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277467	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000277468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277476	777	121	286	143	183	516	1141	180	1161	302	265	562	52	567
ENSG00000277478	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277479	1	0	1	0	0	1	4	0	2	1	3	11	0	0
ENSG00000277481	18	10	16	6	14	10	8	1	17	20	5	25	10	16
ENSG00000277482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277483	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277491	7	0	4	5	2	2	4	6	10	9	3	5	2	5
ENSG00000277492	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277493	4	1	0	1	3	2	2	5	8	3	4	22	3	0
ENSG00000277494	103	63	13	11	53	60	73	259	48	42	113	79	34	180
ENSG00000277496	825	24	85	143	141	146	369	22	258	104	55	861	430	332
ENSG00000277498	2	1	0	0	1	0	0	0	1	1	1	1	3	0
ENSG00000277499	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277501	3	1	1	1	0	1	0	1	0	0	1	5	2	2
ENSG00000277502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277504	0	14	1	2	1	2	2	3	0	0	15	1	1	52
ENSG00000277505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277506	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277510	0	0	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000277511	65	15	22	12	10	56	60	5	24	4	1	37	37	127
ENSG00000277512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277514	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ENSG00000277515	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000277516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277521	0	0	1	0	0	2	0	2	1	0	1	1	0	4
ENSG00000277524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277526	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277527	1	0	0	1	0	0	0	1	0	0	1	1	0	0
ENSG00000277529	0	0	0	0	0	0	0	0	0	0	0	2	0	3
ENSG00000277531	3	0	0	0	0	1	1	0	0	0	0	0	0	1
ENSG00000277532	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277534	144	66	38	114	103	80	54	524	190	22	116	78	21	120
ENSG00000277535	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000277541	2	0	0	0	0	0	1	0	2	0	0	3	0	0
ENSG00000277542	0	0	3	1	0	0	0	0	0	0	2	0	0	0
ENSG00000277543	1	0	0	1	0	1	3	0	0	0	1	2	0	0
ENSG00000277544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277545	0	0	1	0	2	1	2	24	5	0	5	3	1	12
ENSG00000277548	11	5	14	2	4	9	18	19	9	6	13	11	12	12
ENSG00000277549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277550	1	0	0	0	0	5	1	1	5	0	0	7	1	0
ENSG00000277553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277556	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277558	0	1	0	0	1	0	2	4	2	2	0	1	0	0
ENSG00000277559	88	31	120	84	24	76	37	56	109	33	96	101	111	225
ENSG00000277561	1	2	8	61	1	4	1	0	1	1	2	14	9	4
ENSG00000277562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277563	0	0	0	0	3	2	2	3	1	0	5	0	0	0
ENSG00000277565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277566	11	1	4	6	1	16	6	5	17	2	10	13	5	9
ENSG00000277568	2	0	4	0	1	2	2	2	1	0	6	3	0	3
ENSG00000277569	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277572	0	0	0	1	2	8	6	0	0	0	1	9	0	1
ENSG00000277575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277579	2	2	0	3	0	0	4	2	4	0	0	2	0	2
ENSG00000277581	0	2	0	1	1	1	0	3	0	1	2	0	1	0
ENSG00000277582	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277586	13	1119	31	1	10	1	2	2018	1	10	10	57	2	5
ENSG00000277587	9	0	6	2	11	0	1	1	1	4	2	1	1	8
ENSG00000277588	1	0	0	2	0	2	1	0	0	0	0	0	0	0
ENSG00000277589	4	2	0	2	3	3	4	2	12	4	1	7	0	6
ENSG00000277590	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000277591	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000277592	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000277595	19	0	7	1	9	12	16	12	9	2	6	24	2	21
ENSG00000277597	4	5	6	2	5	6	5	3	0	2	0	4	7	13
ENSG00000277598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277602	3	1	1	0	0	2	3	1	1	0	3	4	0	10
ENSG00000277604	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277605	0	0	1	0	0	0	0	0	0	0	1	1	0	0
ENSG00000277608	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277610	1	0	0	0	0	3	2	0	1	0	0	1	0	46
ENSG00000277611	0	0	0	0	0	1	0	0	0	1	0	2	0	0
ENSG00000277613	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000277617	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000277618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277619	0	3	5	6	0	1	3	1	0	1	0	0	0	2
ENSG00000277621	3	0	3	1	1	2	3	16	0	0	1	11	1	5
ENSG00000277628	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277631	0	5	0	2	1	2	7	2	2	0	0	2	1	0
ENSG00000277632	660	230	218	965	479	221	782	98	1188	837	100	1306	143	87
ENSG00000277634	0	0	0	1	1	0	1	1	1	0	0	3	0	2
ENSG00000277635	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000277636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277639	276	9	224	20	50	596	11	18	25	14	45	250	202	45
ENSG00000277640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277647	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000277651	1	2	2	0	0	1	4	1	3	0	7	0	0	3
ENSG00000277653	4	0	2	0	2	1	3	0	4	0	0	9	1	0
ENSG00000277654	0	0	0	0	0	1	0	1	1	0	0	0	2	1
ENSG00000277655	0	0	0	0	0	1	0	0	3	0	0	1	0	0
ENSG00000277661	5	0	1	0	0	0	1	0	1	0	1	0	0	0
ENSG00000277662	6	18	4	5	21	16	16	17	14	8	8	33	15	56
ENSG00000277668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277669	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277671	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277672	1	0	0	0	0	0	0	0	1	0	1	1	0	0
ENSG00000277673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277677	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277678	10	7	4	3	0	15	2	9	2	0	3	12	0	9
ENSG00000277681	8	1	2	1	1	1	0	13	4	1	1	9	3	2
ENSG00000277684	1	1	0	1	1	0	5	1	0	0	1	3	0	0
ENSG00000277687	55	5	17	12	29	45	38	37	28	15	14	44	7	18
ENSG00000277688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277690	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277692	1	4	5	6	3	16	8	3	11	2	2	20	2	14
ENSG00000277693	0	43	0	1	0	1	0	2	0	0	0	4	1	44
ENSG00000277694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277695	0	0	0	0	0	0	1	10	0	0	0	1	0	0
ENSG00000277697	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277701	1	0	0	0	1	1	1	0	0	0	0	0	0	0
ENSG00000277702	25	8	2	19	9	1	3	23	3	5	1	2	22	9
ENSG00000277704	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277705	0	0	0	0	0	0	0	3	0	0	0	1	0	0
ENSG00000277708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277710	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277713	0	0	0	0	0	0	1	0	2	0	0	2	0	0
ENSG00000277715	88	21	35	9	6	28	41	28	14	3	59	59	21	59
ENSG00000277717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277718	0	0	0	0	1	0	0	0	1	0	0	1	0	0
ENSG00000277720	0	0	0	0	0	1	0	0	0	0	0	1	0	1
ENSG00000277721	10	0	0	0	0	0	2	0	2	0	0	1	0	0
ENSG00000277723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277726	3	0	3	0	2	2	0	1	1	1	1	1	1	0
