TCGA.95.A4VK	TCGA.50.5055	TCGA.NJ.A7XG	TCGA.55.8615	TCGA.73.A9RS	TCGA.55.7914	TCGA.53.7624	TCGA.55.7281	TCGA.55.A48Z	TCGA.69.7974	TCGA.69.A59K
ENSG00000244753	0	2	0	0	0	2	0	0	2	0	3
ENSG00000244754	5652	1481	5614	2202	2246	4747	5008	2754	3104	4343	4916
ENSG00000244756	1	1	1	0	0	0	0	2	10	0	4
ENSG00000244757	0	1	0	0	0	1	0	0	0	0	1
ENSG00000244791	2	9	2	7	0	9	1	0	7	0	0
ENSG00000244879	1730	232	1271	803	537	2069	1029	365	1156	1073	712
ENSG00000244921	10	2	519	11	2	8	8	4	16	220	72
ENSG00000244926	8	3	17	11	2	17	8	8	15	16	6
ENSG00000244932	59	4	52	13	27	43	35	8	40	45	211
ENSG00000244945	193	3	62	17	7	18	17	5	26	22	41
ENSG00000244952	16	1	8	4	4	13	4	1	4	11	6
ENSG00000244953	5	10	30	3	2	28	0	3	14	21	11
ENSG00000244968	132	46	108	156	17	39	130	50	79	58	213
ENSG00000244998	4	2	3	9	0	3	1	1	14	11	10
ENSG00000245008	0	1	0	0	0	0	0	0	0	0	0
ENSG00000245017	44	23	8	16	25	17	28	8	16	88	51
ENSG00000245025	61	29	164	18	12	40	6	31	28	61	41
ENSG00000245059	1	0	4	2	1	7	0	0	2	1	1
ENSG00000245060	2128	703	1562	633	461	949	403	465	1450	873	1753
ENSG00000245067	0	8	3	1	1	10	1	3	2	1	5
ENSG00000245080	21	6	1	0	7	3	5	0	12	5	14
ENSG00000245105	89	43	16	44	16	30	46	41	59	68	42
ENSG00000245112	0	0	1	1	3	1	1	0	1	2	0
ENSG00000245146	44	40	180	40	31	92	109	124	684	108	245
ENSG00000245148	40	0	15	11	30	16	12	4	14	94	58
ENSG00000245149	140	20	319	129	131	87	49	33	221	65	142
ENSG00000245156	71	4	77	27	47	24	37	14	45	89	70
ENSG00000245164	367	185	12	25	25	125	61	23	81	124	80
ENSG00000245205	36	15	31	15	5	39	15	55	25	25	178
ENSG00000245213	58	17	64	72	44	123	35	25	31	53	58
ENSG00000245248	9	25	39	6	42	113	42	27	20	74	30
ENSG00000245261	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245275	76	16	56	9	7	86	26	23	37	120	59
ENSG00000245281	93	28	52	78	3	15	26	17	15	49	64
ENSG00000245293	6	2	6	1	2	1	1	5	5	12	9
ENSG00000245311	2	0	2	1	0	1	4	0	0	9	0
ENSG00000245317	139	41	129	45	26	32	43	28	131	69	74
ENSG00000245322	6	2	7	3	2	0	4	3	0	1	2
ENSG00000245330	19	6	30	6	2	6	9	9	14	24	5
ENSG00000245384	4	0	2	1	2	0	2	1	0	0	0
ENSG00000245385	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245466	19	7	11	24	6	15	18	8	16	21	17
ENSG00000245468	12	13	8	4	3	7	8	3	20	9	24
ENSG00000245479	9	0	3	2	9	0	3	1	7	2	11
ENSG00000245482	0	0	0	0	0	0	0	0	0	0	1
ENSG00000245498	80	10	21	25	42	83	149	9	72	51	122
ENSG00000245522	20	6	21	19	10	19	14	16	28	64	108
ENSG00000245526	65	1	34	0	0	12	6	2	28	13	8
ENSG00000245532	38136	2596	149192	10788	15312	24848	21547	15393	39208	48953	93373
ENSG00000245534	27	15	6	2	3	8	23	6	5	15	13
ENSG00000245552	124	71	90	46	36	58	192	28	38	59	108
ENSG00000245556	498	213	497	102	90	345	185	79	342	289	132
ENSG00000245571	364	145	332	91	200	292	343	200	416	739	703
ENSG00000245573	92	73	99	21	33	252	5	69	72	50	111
ENSG00000245598	10	5	6	6	4	7	3	3	8	11	10
ENSG00000245614	48	8	62	49	36	14	50	20	63	86	85
ENSG00000245648	48	139	71	57	11	15	254	220	109	75	77
ENSG00000245651	17	41	4	8	1	18	9	12	12	7	25
ENSG00000245662	0	0	0	0	0	0	1	0	1	1	1
ENSG00000245667	4	0	0	4	2	3	2	0	2	7	3
ENSG00000245680	1254	293	168	527	152	415	1185	140	2771	885	1770
ENSG00000245685	39	9	5	3	11	27	9	4	17	10	15
ENSG00000245688	0	0	0	0	0	0	0	0	0	0	2
ENSG00000245694	420	194	3839	1439	281	76	138	456	839	772	2658
ENSG00000245711	16	1	16	9	11	9	17	7	23	14	27
ENSG00000245719	1	1	0	0	0	0	18	0	2	0	6
ENSG00000245729	1	0	0	0	0	0	0	0	0	0	0
ENSG00000245748	1	0	7	3	6	6	3	1	5	5	2
ENSG00000245750	63	43	1340	900	187	113	8	13	62	23	42
ENSG00000245768	0	0	1	2	0	0	2	0	0	2	3
ENSG00000245812	15	24	2	12	3	11	3	14	20	22	5
ENSG00000245832	0	0	0	0	0	0	0	0	0	2	0
ENSG00000245848	1315	723	352	87	132	2161	2507	1281	815	1543	725
ENSG00000245849	581	50	402	111	78	257	193	41	321	211	179
ENSG00000245857	9	0	2	1	0	1	1	0	0	3	15
ENSG00000245864	0	0	1	0	0	1	0	0	0	0	0
ENSG00000245869	2	2	8	0	0	2	11	1	0	1	5
ENSG00000245870	69	0	5	19	2	0	2	0	0	0	0
ENSG00000245888	80	6	37	7	11	9	10	16	27	19	33
ENSG00000245904	107	52	17	3	3	15	28	13	15	19	18
ENSG00000245910	1979	1981	3054	4026	1263	4081	2175	1569	2957	1813	2624
ENSG00000245928	1	0	1	1	0	2	0	0	5	2	1
ENSG00000245937	657	735	1064	798	427	1045	489	609	1148	885	425
ENSG00000245954	20	78	1	1	2	21	8	10	18	28	21
ENSG00000245958	752	162	799	445	250	570	246	163	552	417	498
ENSG00000245970	169	55	405	157	66	241	99	130	422	125	200
ENSG00000245975	70	10	16	11	10	10	56	17	26	19	9
ENSG00000246016	1	18	1	0	12	0	7	0	2	16	3
ENSG00000246022	14	2	1	0	0	0	5	1	0	4	2
ENSG00000246067	260	84	353	213	430	167	384	173	236	469	935
ENSG00000246082	321	70	464	369	432	489	544	319	194	466	633
ENSG00000246084	7	7	1	0	1	3	2	2	2	10	8
ENSG00000246089	114	104	324	781	63	106	66	179	161	116	257
ENSG00000246090	186	26	66	122	50	185	17	28	111	99	110
ENSG00000246095	0	1	0	1	0	2	10	2	0	1	2
ENSG00000246100	21	38	6	80	12	35	18	67	79	149	20
ENSG00000246115	1	0	0	0	0	0	0	0	2	0	0
ENSG00000246130	2	1	0	2	1	0	0	2	6	17	5
ENSG00000246145	6	4	2	5	5	6	7	0	7	3	10
ENSG00000246174	180	34	104	24	116	127	53	20	102	103	78
ENSG00000246203	95	8	80	45	13	83	74	25	125	89	59
ENSG00000246211	0	0	1	7	0	1	0	0	0	1	1
ENSG00000246214	3	0	0	1	1	0	4	0	2	3	3
ENSG00000246223	32	65	368	8	3	358	12	80	67	118	92
ENSG00000246225	13	5	6	9	3	1	8	10	8	4	14
ENSG00000246228	75	35	12	1	5	3	3	6	9	2	0
ENSG00000246250	17	5	6	10	1	7	8	3	10	19	19
ENSG00000246263	227	227	480	308	79	510	217	170	459	314	238
ENSG00000246273	254	144	194	236	75	189	244	179	319	287	109
ENSG00000246283	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246308	28	18	8	20	2	9	7	5	16	16	28
ENSG00000246316	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246323	1	1	4	1	1	3	1	1	0	9	1
ENSG00000246331	2	1	2	9	0	0	3	2	3	2	3
ENSG00000246334	13	3	34	6	3	17	3	1	23	20	79
ENSG00000246339	57	2	164	16	4	19	5	5	82	54	85
ENSG00000246350	2	0	3	2	0	1	9	1	3	2	3
ENSG00000246363	4	7	16	21	0	1	0	9	30	19	1
ENSG00000246366	52	46	53	11	4	21	7	14	62	43	35
ENSG00000246375	4	4	2	38	3	1	3	6	11	4	18
ENSG00000246379	3	6	1	0	2	0	33	2	0	3	11
ENSG00000246394	10	0	1	0	1	0	0	1	0	5	7
ENSG00000246422	0	0	3	0	1	2	2	0	1	2	0
ENSG00000246430	29	35	3	4	0	9	6	14	10	72	16
ENSG00000246451	245	3	130	58	55	99	83	39	117	178	271
ENSG00000246465	39	6	25	59	48	22	25	14	80	4	253
ENSG00000246477	14	3	39	5	2	3	7	9	8	28	69
ENSG00000246523	90	8	15	11	7	25	36	19	32	15	33
ENSG00000246526	267	48	66	20	37	27	67	25	40	84	22
ENSG00000246528	16	25	7	3	0	73	7	4	83	34	1
ENSG00000246541	1	0	0	0	0	0	0	0	0	0	1
ENSG00000246548	27	5	6	25	4	10	21	5	4	7	14
ENSG00000246560	59	14	58	35	16	56	42	38	45	32	62
ENSG00000246575	91	17	361	63	161	190	224	38	108	172	785
ENSG00000246582	136	96	343	173	45	295	99	132	149	486	219
ENSG00000246596	24	8	52	14	19	2	23	15	131	76	77
ENSG00000246627	11	6	2	2	2	5	13	6	8	9	7
ENSG00000246640	102	5	115	103	7	21	17	36	49	356	85
ENSG00000246662	9	7	4	27	5	4	0	1	6	9	1
ENSG00000246695	248	110	103	269	4	153	312	206	168	220	227
ENSG00000246705	2314	1691	3687	3054	3042	690	1733	1357	2143	1790	861
ENSG00000246731	15	12	15	9	3	18	19	8	6	24	36
ENSG00000246740	25	2	3	3	5	7	28	1	1	5	13
ENSG00000246763	58	14	116	35	14	32	26	17	64	26	30
ENSG00000246774	2	0	1	3	0	2	0	0	0	0	0
ENSG00000246777	8	3	12	8	7	4	10	4	18	4	49
ENSG00000246790	3	3	0	10	2	3	1	0	0	10	4
ENSG00000246792	6	0	11	0	1	12	4	1	1	15	4
ENSG00000246820	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246851	9	1	2	3	2	6	4	1	9	6	9
ENSG00000246859	166	18	171	102	33	113	53	27	225	150	94
ENSG00000246863	5	1	0	1	1	1	8	2	2	1	1
ENSG00000246876	0	0	0	18	1	0	2	0	0	0	0
ENSG00000246877	19	5	6	44	16	33	36	7	35	10	33
ENSG00000246889	48	9	70	34	25	39	66	25	46	83	83
ENSG00000246898	37	89	88	64	20	14	130	33	51	64	67
ENSG00000246922	400	33	170	154	122	79	153	128	213	128	263
ENSG00000246982	141	16	41	58	34	69	26	3	44	36	156
ENSG00000246985	54	59	705	112	16	38	17	75	297	369	76
ENSG00000247011	53	0	13	21	0	6	5	0	0	1	5
ENSG00000247033	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247049	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247077	1724	1027	1945	3256	1907	2133	3476	1555	1510	3331	3879
ENSG00000247081	205	70	62	53	29	30	181	40	44	122	36
ENSG00000247092	226	73	340	149	147	104	166	33	284	98	87
ENSG00000247095	843	34	1091	261	122	168	292	239	947	404	594
ENSG00000247121	109	24	76	19	23	19	37	32	55	96	44
ENSG00000247130	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247131	3	4	1	1	0	3	4	0	4	3	1
ENSG00000247134	22	99	296	13	2	40	7	237	94	412	251
ENSG00000247137	225	17	132	31	196	101	97	32	92	79	250
ENSG00000247151	6	4	0	3	3	11	2	2	2	1	3
ENSG00000247157	84	13	25	5	20	35	13	2	79	21	45
ENSG00000247193	3	3	1	1	0	0	3	0	0	3	0
ENSG00000247199	149	11	303	11	13	23	1	12	20	17	24
ENSG00000247213	0	0	2	0	1	0	0	0	0	2	1
ENSG00000247228	0	0	2	1	0	0	1	0	0	0	0
ENSG00000247240	94	84	64	46	92	69	198	41	73	119	124
ENSG00000247271	885	369	515	362	82	493	278	330	459	631	375
ENSG00000247287	151	37	46	30	3	96	39	33	51	102	105
ENSG00000247311	3	13	2	1	4	5	1	0	0	11	1
ENSG00000247315	1161	891	1486	1733	1101	1148	1940	967	1783	1030	479
ENSG00000247317	20	12	57	1	17	23	49	26	204	19	29
ENSG00000247324	31	2	33	3	5	5	5	2	4	9	12
ENSG00000247345	25	0	2	7	0	0	17	1	3	0	0
ENSG00000247363	18	42	16	29	10	32	17	19	9	38	65
ENSG00000247372	1	1	0	0	1	0	0	0	0	1	1
ENSG00000247373	425	22	285	187	174	170	173	28	230	111	261
ENSG00000247381	0	0	8	0	1	0	169	0	0	1	1
ENSG00000247400	213	55	251	178	251	306	260	77	323	167	150
ENSG00000247402	0	0	0	16	0	17	4	0	0	0	0
ENSG00000247416	0	0	4	1	0	0	3	2	5	0	2
ENSG00000247473	3	0	1	1	6	8	2	0	1	9	6
ENSG00000247498	338	24	620	278	104	173	134	112	41	162	282
ENSG00000247516	26	93	461	676	87	11	98	238	344	88	296
ENSG00000247556	7347	2311	3183	3630	2608	6117	5024	3474	4542	7291	3598
ENSG00000247570	0	0	0	0	0	1	1	0	0	2	8
ENSG00000247572	372	119	469	107	102	259	208	98	399	331	252
ENSG00000247595	74	14	81	43	29	67	25	23	45	48	34
ENSG00000247596	2405	1901	2273	2044	595	1166	1714	3841	2558	4662	2353
ENSG00000247624	4	1	1	1	3	0	3	1	2	0	0
ENSG00000247626	339	305	466	472	420	859	458	218	458	417	794
ENSG00000247627	93	4	1494	3686	5652	1273	3587	125	3330	2609	3198
ENSG00000247675	4	2	1	9	0	3	3	3	11	10	1
ENSG00000247679	100	31	262	74	64	80	88	51	250	135	324
ENSG00000247699	6	17	0	7	5	1	2	5	23	27	3
ENSG00000247708	117	29	71	33	72	116	136	45	68	84	127
ENSG00000247728	7	4	8	4	2	3	4	1	10	13	4
ENSG00000247735	50	9	32	20	45	19	24	3	32	54	214
ENSG00000247746	273	127	83	112	42	324	279	70	332	164	677
ENSG00000247763	1	1	2	2	0	1	2	1	2	1	18
ENSG00000247765	0	0	1	0	0	0	1	0	4	0	0
ENSG00000247774	403	1111	93	103	69	481	147	491	572	673	372
ENSG00000247775	0	0	0	0	0	0	1	0	0	1	1
ENSG00000247796	126	86	231	47	29	279	81	91	110	183	225
ENSG00000247809	148	38	20	9	15	21	43	21	22	250	10
ENSG00000247810	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247828	414	126	644	105	100	244	111	128	316	182	246
ENSG00000247853	45	15	30	80	12	15	59	10	32	42	125
ENSG00000247867	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247872	0	0	0	4	0	0	0	2	0	1	10
ENSG00000247877	6	0	3	2	3	2	1	1	10	2	5
ENSG00000247903	518	436	781	522	199	792	783	953	560	901	512
ENSG00000247911	1	0	1	0	0	0	0	0	3	1	1
ENSG00000247925	8	0	5	2	1	1	12	8	1	33	5
ENSG00000247934	163	49	96	168	54	50	55	47	82	183	158
ENSG00000247950	94	20	88	45	37	69	37	43	56	47	36
ENSG00000247970	13	4	2	1	1	2	5	0	3	3	2
ENSG00000247982	822	435	90	80	53	102	20	44	151	121	144
ENSG00000247993	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248008	358	289	630	405	606	420	297	351	263	578	547
ENSG00000248015	2	2	12	8	0	2	1	0	14	21	26
ENSG00000248019	193	27	445	51	43	59	847	88	151	62	103
ENSG00000248027	76	2	11	4	24	6	13	5	11	18	15
ENSG00000248029	0	0	0	0	0	0	0	0	0	0	1
ENSG00000248049	425	260	494	368	356	693	292	278	396	500	546
ENSG00000248050	67	0	12	6	8	0	0	1	4	1	2
ENSG00000248079	13	5	3	4	0	0	1	5	3	9	2
ENSG00000248092	776	422	719	1226	293	869	524	496	1327	1169	976
ENSG00000248098	380	94	299	244	122	370	362	177	131	314	179
ENSG00000248099	19	16	18	24	7	4	35	7	37	36	44
ENSG00000248100	1	1	1	0	0	2	0	0	0	1	0
ENSG00000248101	0	0	0	0	0	0	0	0	0	0	1
ENSG00000248103	6	0	1	1	0	0	1	0	3	0	2
ENSG00000248104	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248105	0	0	0	0	0	0	1	0	0	0	0
ENSG00000248106	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248107	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248109	1	0	2	0	0	0	0	0	0	1	0
ENSG00000248112	1	0	4	0	0	1	0	0	6	1	0
ENSG00000248113	0	0	0	1	0	1	0	0	1	3	5
ENSG00000248114	0	0	0	0	0	0	21	0	0	0	24
ENSG00000248115	1	0	1	10	74	3	3	2	1	6	9
ENSG00000248117	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248118	1	1	0	0	0	0	0	0	0	0	1
ENSG00000248120	0	0	0	0	0	0	0	0	0	0	1
ENSG00000248121	9	1	12	6	12	7	4	0	5	21	4
ENSG00000248122	0	0	0	0	0	0	1	0	0	0	0
ENSG00000248124	336	77	192	135	78	128	153	107	390	198	190
ENSG00000248125	0	0	0	0	0	0	0	0	0	2	2
ENSG00000248126	17	1	20	22	3	23	12	1	18	30	21
ENSG00000248127	0	0	16	0	0	0	0	0	6	0	8
ENSG00000248128	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248131	0	0	1	0	0	0	73	1	2	0	0
ENSG00000248132	2	2	3	0	0	0	0	0	0	0	1
ENSG00000248133	0	0	1	0	0	0	0	0	1	0	0
ENSG00000248134	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248136	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248137	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248138	2	1	0	1	4	0	27	0	1	0	1
ENSG00000248139	0	0	0	0	0	0	0	0	0	0	1
ENSG00000248143	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248144	124	288	112	6	182	1707	0	12	358	73	26
ENSG00000248145	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248148	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248150	1	0	1	0	3	0	0	1	1	3	1
ENSG00000248152	1	0	0	0	0	0	0	0	0	0	0
ENSG00000248155	1	0	0	0	0	0	0	0	0	0	2
ENSG00000248156	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248159	7	3	1	1	0	1	4	2	13	2	17
ENSG00000248160	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248161	40	15	69	44	24	35	66	17	55	55	14
ENSG00000248162	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248165	14	0	6	1	4	0	0	1	0	0	0
ENSG00000248167	0	1	2	1	1	0	0	1	0	0	0
ENSG00000248170	0	0	0	0	0	0	0	0	1	0	0
ENSG00000248172	3	0	0	0	0	1	0	0	1	0	1
ENSG00000248174	1	0	4	0	0	1	3	1	3	2	1
ENSG00000248176	0	0	0	0	0	0	1	0	0	0	0
ENSG00000248180	2	1	1	10	1	7	8	4	10	6	88
ENSG00000248184	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248185	1	0	1	0	0	0	0	0	0	0	0
ENSG00000248187	16	3	2	19	4	0	33	12	4	9	14
ENSG00000248188	0	0	0	1	0	0	0	0	0	0	1
ENSG00000248191	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248192	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248195	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248196	1	0	0	0	0	1	0	1	5	3	2
ENSG00000248197	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248199	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248200	1	0	0	0	0	0	0	0	0	0	0
ENSG00000248202	2	2	6	0	0	1	0	2	1	1	1
ENSG00000248203	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248205	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248206	15	1	4	1	3	1	2	0	1	15	5
ENSG00000248208	1	0	2	2	0	4	0	5	5	20	12
ENSG00000248209	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248210	8	1	2	0	0	0	0	1	0	0	2
ENSG00000248211	0	0	0	0	1	0	0	0	1	1	3
ENSG00000248213	18	0	26	3	25	6	1	11	11	17	78
ENSG00000248215	0	0	0	0	0	0	22	0	0	0	0
ENSG00000248216	0	0	1	0	0	0	0	0	0	1	0
ENSG00000248221	0	0	0	0	0	1	0	2	0	0	0
ENSG00000248222	1	0	0	0	0	0	0	0	0	3	2
ENSG00000248223	0	0	0	0	0	0	6	0	0	0	0
ENSG00000248227	1	4	0	0	0	0	1	0	0	22	0
ENSG00000248228	1	0	0	0	0	0	0	0	0	0	0
ENSG00000248229	1	0	0	0	1	0	1	0	1	0	4
ENSG00000248231	1	0	0	0	0	1	0	0	0	0	1
ENSG00000248234	0	0	0	0	0	1	0	0	0	0	0
ENSG00000248235	0	2	7	3	1	0	2	0	1	5	1
ENSG00000248236	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248237	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248238	0	0	0	0	0	0	13	1	0	0	0
ENSG00000248240	17	1	6	1	2	7	3	2	15	1	16
ENSG00000248242	1	0	0	7	0	0	0	1	1	0	0
ENSG00000248243	48	10	83	19	30	35	9	37	38	35	172
ENSG00000248245	8	0	1	3	0	0	0	3	4	6	20
ENSG00000248249	0	0	0	0	0	0	0	0	0	0	1
ENSG00000248254	6	0	11	2	1	3	10	4	5	10	7
ENSG00000248256	12	3	15	8	1	13	7	4	14	5	19
ENSG00000248257	0	0	0	0	0	0	236	0	0	1	5
ENSG00000248259	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248261	0	0	0	0	0	0	0	1	0	0	0
ENSG00000248262	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248265	41	4	47	26	3	22	1	6	24	20	35
ENSG00000248266	1	0	0	0	0	0	0	0	0	0	0
ENSG00000248268	0	1	0	1	0	0	28	0	1	1	0
ENSG00000248271	0	0	0	0	0	0	0	0	0	0	1
ENSG00000248275	528	450	616	245	89	244	236	189	533	320	93
ENSG00000248278	18	6	8	7	4	18	4	6	14	21	57
ENSG00000248279	0	0	0	0	0	0	0	0	1	0	0
ENSG00000248281	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248282	0	0	0	0	0	0	0	0	0	0	4
ENSG00000248283	1	0	1	2	0	3	2	0	1	1	30
ENSG00000248285	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248286	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248287	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248288	1	2	0	0	1	0	0	1	0	0	5
ENSG00000248290	2	1	5	10	7	18	3	1	156	5	1
ENSG00000248293	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248294	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248295	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248296	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248300	0	0	0	0	0	0	0	1	0	0	0
ENSG00000248302	0	0	0	0	0	0	0	0	0	0	1
ENSG00000248305	0	0	0	0	0	1	0	0	0	0	0
ENSG00000248307	0	0	0	0	0	0	0	0	0	1	0
ENSG00000248308	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248309	7	45	9	6	3	122	2	23	26	17	20
ENSG00000248311	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248313	1	0	0	0	0	0	11	0	0	0	0
ENSG00000248315	0	0	0	0	0	0	1	0	0	0	1
ENSG00000248317	0	0	0	1	0	0	0	0	0	0	0
ENSG00000248318	3	1	2	7	0	8	0	0	7	13	5
ENSG00000248319	1	0	1	0	0	0	8	0	0	0	0
ENSG00000248320	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248322	0	0	0	0	0	2	0	0	0	1	0
ENSG00000248323	58	7	200	20	14	11	206	4	507	1574	828
ENSG00000248327	0	0	0	0	1	0	1	0	0	0	1
ENSG00000248328	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248329	12	57	1	33	1	66	36	23	95	0	1
ENSG00000248330	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248332	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248333	1581	664	1587	1118	855	1463	2046	1704	1845	2087	2595
ENSG00000248334	48	37	14	175	19	19	112	37	102	71	11
ENSG00000248335	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248336	0	0	0	2	0	0	0	0	0	0	3
ENSG00000248337	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248338	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248339	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248340	0	0	0	0	0	0	0	0	1	0	0
ENSG00000248343	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248346	0	0	0	0	0	0	0	0	2	0	2
ENSG00000248347	88	1	7	40	0	341	7	8	19	90	40
ENSG00000248349	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248350	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248351	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248355	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248356	6	0	4	0	2	2	2	1	5	4	9
ENSG00000248358	30	2	0	8	0	1	0	1	0	2	0
ENSG00000248359	2	0	0	0	0	0	0	0	0	0	0
ENSG00000248360	22	3	4	6	11	0	3	16	10	33	8
ENSG00000248362	1	0	0	0	0	1	10	1	5	0	3
ENSG00000248363	0	2	0	1	2	0	0	0	0	0	0
ENSG00000248364	1	0	0	0	0	0	0	0	0	0	0
ENSG00000248365	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248366	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248367	169	12	133	33	19	14	8	9	83	32	47
ENSG00000248369	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248370	0	0	0	0	0	0	1	0	0	0	0
ENSG00000248371	0	0	0	0	1	0	0	2	0	2	1
ENSG00000248373	0	1	0	7	0	1	0	1	1	0	0
ENSG00000248374	0	1	0	0	0	3	3	3	1	0	0
ENSG00000248375	8	3	7	13	14	11	22	2	3	2	11
ENSG00000248376	0	0	0	0	0	0	1	0	0	0	0
ENSG00000248377	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248378	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248383	152	91	379	21	48	194	64	32	209	561	116
ENSG00000248385	0	0	0	0	0	0	1	0	0	1	5
ENSG00000248387	0	0	0	0	0	0	0	0	0	0	1
ENSG00000248388	0	3	1	1	0	0	3	1	1	0	0
ENSG00000248391	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248393	0	1	0	0	0	0	0	0	0	0	0
ENSG00000248394	0	1	0	2	0	10	2	1	2	0	1
ENSG00000248396	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248397	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248399	6	9	8	1	63	4	2	4	5	24	2
ENSG00000248400	1	0	0	1	0	0	1	0	1	0	5
ENSG00000248401	3	0	0	2	0	3	2	0	0	1	1
ENSG00000248403	0	0	0	0	1	0	0	0	0	0	0
ENSG00000248405	15	2	24	13	6	35	31	4	19	29	21
ENSG00000248406	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248408	1	0	0	2	0	0	0	3	0	0	1
ENSG00000248409	11	3	37	8	6	25	6	6	17	4	3
ENSG00000248415	4	1	9	4	1	6	4	3	9	19	58
ENSG00000248416	1	0	5	0	0	2	0	0	1	9	4
ENSG00000248417	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248418	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248419	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248420	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248422	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248423	0	0	0	0	0	0	0	0	0	0	1
ENSG00000248424	0	0	0	0	0	2	0	1	0	0	0
ENSG00000248425	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248426	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248428	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248429	741	49	7	301	25	23	28	48	56	78	55
ENSG00000248430	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248431	0	0	0	0	0	0	3	0	0	0	0
ENSG00000248432	0	0	0	1	0	0	0	0	0	0	0
ENSG00000248434	0	0	0	0	0	0	0	0	0	0	2
ENSG00000248439	0	0	0	0	0	0	0	0	0	0	0
